concessionaria,ano_do_pnv_snv,rodovia,sentido,latitude,longitude,km
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.23595,-48.91525,30.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.23674,-48.91478,31.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.23834,-48.91385,31.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.23914,-48.91338,31.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.23994,-48.91292,31.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.24074,-48.91245,31.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.24154,-48.91199,31.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.24234,-48.91152,31.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.24314,-48.91106,31.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.24395,-48.91061,31.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.24488,-48.91025,32.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.24667,-48.90998,32.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.24756,-48.90989,32.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.24845,-48.9097,32.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.2493,-48.90935,32.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.2501,-48.90888,32.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.25085,-48.90832,32.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.25161,-48.90776,32.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.25236,-48.9072,32.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.25303,-48.9067,33.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.25457,-48.90564,33.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.25539,-48.90522,33.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.25624,-48.90488,33.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.25711,-48.90461,33.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.25798,-48.90435,33.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.25884,-48.90409,33.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.25971,-48.90383,33.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.26056,-48.90348,33.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.26136,-48.90303,34.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.26282,-48.90184,34.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.26348,-48.90116,34.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.26414,-48.90049,34.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.26481,-48.8998,34.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.26545,-48.89911,34.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.26603,-48.89833,34.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.26658,-48.89754,34.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.2672,-48.89682,34.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.26787,-48.89624,35.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.26948,-48.89535,35.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.27034,-48.89508,35.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.27122,-48.89481,35.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.27209,-48.89454,35.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.27296,-48.89427,35.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.27383,-48.89401,35.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.27471,-48.89373,35.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.27556,-48.89341,35.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.27646,-48.89295,36.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.27807,-48.89203,36.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.27887,-48.89157,36.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.27967,-48.89111,36.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.28047,-48.89065,36.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.28128,-48.89019,36.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.28208,-48.88973,36.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.28288,-48.88927,36.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.28368,-48.88881,36.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.28441,-48.88839,37.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.28601,-48.88747,37.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.28682,-48.88701,37.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.28762,-48.88655,37.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.28841,-48.88609,37.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.28922,-48.88565,37.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.29006,-48.88529,37.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.29094,-48.88501,37.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.29182,-48.88483,37.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.29271,-48.88467,38.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.2945,-48.88439,38.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.2954,-48.88424,38.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.29629,-48.8841,38.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.29718,-48.88395,38.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.29809,-48.8838,38.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.29898,-48.88366,38.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.29986,-48.88351,38.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.30076,-48.88337,38.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.30173,-48.88315,39.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.30339,-48.88234,39.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.30416,-48.88182,39.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.30494,-48.88131,39.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.30571,-48.8808,39.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.30649,-48.88028,39.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.30726,-48.87977,39.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.30803,-48.87926,39.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.30881,-48.87875,39.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.3095,-48.87827,40.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.3102,-48.87764,40.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.31082,-48.8769,40.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.31135,-48.87611,40.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.31189,-48.87529,40.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.31242,-48.87449,40.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.31311,-48.87385,40.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.31397,-48.87362,40.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.31487,-48.87359,40.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.31577,-48.87357,40.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.31666,-48.87336,41.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.31814,-48.87222,41.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.31887,-48.87162,41.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.31959,-48.87102,41.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.32031,-48.87042,41.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.32105,-48.86982,41.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.32177,-48.86922,41.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.32249,-48.86862,41.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.32322,-48.86802,41.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.32394,-48.86743,42.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.32539,-48.86623,42.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.32612,-48.86564,42.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.32684,-48.86504,42.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.32757,-48.86444,42.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.32829,-48.86384,42.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.32901,-48.86324,42.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.32976,-48.86269,42.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.33057,-48.86226,42.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.33132,-48.86192,43.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.333,-48.86115,43.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.33383,-48.86078,43.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.33467,-48.8604,43.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.3355,-48.86002,43.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.33634,-48.85966,43.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.33722,-48.85943,43.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.33812,-48.85932,43.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.33902,-48.85921,43.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.33991,-48.85902,44.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.34166,-48.85855,44.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.34254,-48.85831,44.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.34343,-48.85807,44.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.3443,-48.85785,44.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.34518,-48.85761,44.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.34606,-48.85738,44.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.34696,-48.85725,44.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.34786,-48.85724,44.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.34875,-48.85735,45.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.35051,-48.85781,45.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.35137,-48.85806,45.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.35225,-48.85831,45.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.35313,-48.85856,45.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.35401,-48.85875,45.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.35491,-48.85886,45.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.35581,-48.85887,45.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.35673,-48.85888,45.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.35754,-48.85889,46.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.35933,-48.85891,46.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.36024,-48.85891,46.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.36114,-48.85892,46.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.36204,-48.85893,46.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.36294,-48.85893,46.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.36385,-48.85891,46.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.36474,-48.85877,46.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.36562,-48.85855,46.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.36651,-48.85832,47.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.36826,-48.85783,47.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.36914,-48.85757,47.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.37,-48.8573,47.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.37086,-48.85701,47.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.37174,-48.85674,47.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.37261,-48.85648,47.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.37347,-48.85619,47.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.37429,-48.85576,47.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.3751,-48.85511,48.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.37646,-48.85379,48.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.37713,-48.85312,48.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.37781,-48.85246,48.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.37853,-48.85187,48.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.37939,-48.85161,48.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.38029,-48.85165,48.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.38119,-48.85171,48.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.38209,-48.85157,48.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.3828,-48.85115,49.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.3843,-48.85003,49.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.38494,-48.84933,49.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.38535,-48.84844,49.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.38563,-48.84749,49.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.38591,-48.84654,49.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.38618,-48.84559,49.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.38644,-48.84464,49.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.38673,-48.84367,49.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.38698,-48.84281,50.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.38729,-48.84187,50.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.38782,-48.84106,50.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.38854,-48.84049,50.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.3894,-48.84019,50.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.3903,-48.83999,50.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.39118,-48.83979,50.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.39207,-48.8396,50.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.39295,-48.8394,50.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.39384,-48.8392,50.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.39472,-48.83902,51.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.39652,-48.83907,51.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.3974,-48.83928,51.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.39828,-48.8395,51.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.39917,-48.83972,51.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.40005,-48.83988,51.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.40095,-48.83991,51.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.40185,-48.83979,51.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.40272,-48.83952,51.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.40357,-48.83919,52.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.40527,-48.8385,52.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.40612,-48.83816,52.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.40697,-48.83782,52.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.40783,-48.83748,52.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.40867,-48.83715,52.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.40955,-48.83691,52.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.41043,-48.83671,52.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.41132,-48.83655,52.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.41221,-48.83637,53.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.41398,-48.83596,53.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.41485,-48.83572,53.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.41564,-48.83525,53.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.41635,-48.8346,53.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.41704,-48.83396,53.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.41773,-48.83332,53.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.41842,-48.83268,53.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.41911,-48.83204,53.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.41974,-48.83149,54.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.42133,-48.83053,54.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.42215,-48.8301,54.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.42295,-48.82966,54.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.42377,-48.82922,54.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.42458,-48.82878,54.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.4254,-48.82834,54.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.42621,-48.8279,54.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.42698,-48.82735,54.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.42765,-48.82669,55.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.42894,-48.82529,55.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.42963,-48.82465,55.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.43036,-48.82406,55.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.43109,-48.82346,55.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.43181,-48.82285,55.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.43247,-48.82217,55.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.43303,-48.82139,55.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.43349,-48.82052,55.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.43383,-48.8196,56.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.43444,-48.8177,56.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.43474,-48.81675,56.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.43504,-48.81581,56.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.43534,-48.81486,56.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.43564,-48.81391,56.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.43592,-48.81295,56.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.43617,-48.812,56.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.43646,-48.81105,56.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.43687,-48.80972,57.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.43733,-48.80779,57.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.43752,-48.80681,57.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.43771,-48.80584,57.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.43791,-48.80485,57.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.43815,-48.80389,57.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.43864,-48.80304,57.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.43927,-48.80232,57.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.4399,-48.80162,57.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.44022,-48.80126,58.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.4415,-48.79984,58.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.44213,-48.79914,58.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.44277,-48.79842,58.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.44341,-48.79771,58.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.44404,-48.79699,58.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.44468,-48.79629,58.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.44531,-48.79557,58.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.44595,-48.79487,58.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.44663,-48.79406,59.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.44757,-48.79234,59.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.44787,-48.7914,59.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.4481,-48.79043,59.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.44837,-48.78947,59.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.44876,-48.78858,59.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.44927,-48.78773,59.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.44983,-48.78695,59.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.45039,-48.78617,59.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.45095,-48.78539,60.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.45152,-48.7846,60.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.45208,-48.78382,60.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.45258,-48.78299,60.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.45298,-48.78209,60.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.45331,-48.78115,60.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.45364,-48.78022,60.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.45397,-48.77929,60.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.45431,-48.77835,60.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.4546,-48.77741,60.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.45478,-48.77651,61.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.45488,-48.77452,61.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.45489,-48.77351,61.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.45491,-48.77251,61.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.45493,-48.77151,61.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.45494,-48.77051,61.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.45496,-48.76951,61.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.45498,-48.76851,61.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.45499,-48.7675,61.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.45515,-48.76571,62.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-26.45579,-48.76384,62.2
