concessionaria;ano_do_pnv_snv;rodovia;km_m;sentido;latitude;longitude
AUTOPISTA LITORAL SUL;2009;BR-101/SC;151,300;Crescente;-27,129301;-48,609881
AUTOPISTA LITORAL SUL;2009;BR-101/SC;151,400;Crescente;-27,130386;-48,609926
AUTOPISTA LITORAL SUL;2009;BR-101/SC;151,900;Crescente;-27,134702;-48,610041
AUTOPISTA LITORAL SUL;2009;BR-101/SC;161,300;Crescente;-27,217331;-48,624760
AUTOPISTA LITORAL SUL;2009;BR-101/SC;161,400;Crescente;-27,218080;-48,625307
AUTOPISTA LITORAL SUL;2009;BR-101/SC;161,500;Crescente;-27,218816;-48,625846
AUTOPISTA LITORAL SUL;2009;BR-101/SC;161,600;Crescente;-27,219657;-48,626184
AUTOPISTA LITORAL SUL;2009;BR-101/SC;161,700;Crescente;-27,220514;-48,626518
AUTOPISTA LITORAL SUL;2009;BR-101/SC;161,800;Crescente;-27,221378;-48,626820
AUTOPISTA LITORAL SUL;2009;BR-101/SC;161,900;Crescente;-27,222248;-48,627093
AUTOPISTA LITORAL SUL;2009;BR-101/SC;162,000;Crescente;-27,223101;-48,627358
AUTOPISTA LITORAL SUL;2009;BR-101/SC;162,100;Crescente;-27,223966;-48,627634
AUTOPISTA LITORAL SUL;2009;BR-101/SC;162,200;Crescente;-27,224837;-48,627914
AUTOPISTA LITORAL SUL;2009;BR-101/SC;162,300;Crescente;-27,225677;-48,628181
AUTOPISTA LITORAL SUL;2009;BR-101/SC;162,400;Crescente;-27,226553;-48,628461
AUTOPISTA LITORAL SUL;2009;BR-101/SC;162,500;Crescente;-27,227430;-48,628735
AUTOPISTA LITORAL SUL;2009;BR-101/SC;162,600;Crescente;-27,228285;-48,629001
AUTOPISTA LITORAL SUL;2009;BR-101/SC;162,700;Crescente;-27,229132;-48,629306
AUTOPISTA LITORAL SUL;2009;BR-101/SC;162,800;Crescente;-27,229981;-48,629591
AUTOPISTA LITORAL SUL;2009;BR-101/SC;162,900;Crescente;-27,230846;-48,629848
AUTOPISTA LITORAL SUL;2009;BR-101/SC;163,000;Crescente;-27,231738;-48,630099
AUTOPISTA LITORAL SUL;2009;BR-101/SC;163,100;Crescente;-27,232599;-48,630334
AUTOPISTA LITORAL SUL;2009;BR-101/SC;163,200;Crescente;-27,233478;-48,630523
AUTOPISTA LITORAL SUL;2009;BR-101/SC;163,300;Crescente;-27,234365;-48,630671
AUTOPISTA LITORAL SUL;2009;BR-101/SC;163,400;Crescente;-27,235255;-48,630738
AUTOPISTA LITORAL SUL;2009;BR-101/SC;163,500;Crescente;-27,236152;-48,630742
AUTOPISTA LITORAL SUL;2009;BR-101/SC;163,600;Crescente;-27,237048;-48,630782
AUTOPISTA LITORAL SUL;2009;BR-101/SC;163,700;Crescente;-27,237903;-48,631031
AUTOPISTA LITORAL SUL;2009;BR-101/SC;163,800;Crescente;-27,238789;-48,630871
AUTOPISTA LITORAL SUL;2009;BR-101/SC;163,900;Crescente;-27,239657;-48,630795
AUTOPISTA LITORAL SUL;2009;BR-101/SC;164,000;Crescente;-27,240574;-48,630873
AUTOPISTA LITORAL SUL;2009;BR-101/SC;164,100;Crescente;-27,241830;-48,630944
AUTOPISTA LITORAL SUL;2009;BR-101/SC;164,300;Crescente;-27,244254;-48,631009
AUTOPISTA LITORAL SUL;2009;BR-101/SC;164,900;Crescente;-27,249328;-48,631229
AUTOPISTA LITORAL SUL;2009;BR-101/SC;169,400;Crescente;-27,290248;-48,630895
AUTOPISTA LITORAL SUL;2009;BR-101/SC;169,800;Crescente;-27,293802;-48,631170
AUTOPISTA LITORAL SUL;2009;BR-101/SC;170,800;Crescente;-27,303498;-48,632380
AUTOPISTA LITORAL SUL;2009;BR-101/SC;171,700;Crescente;-27,311333;-48,632915
AUTOPISTA LITORAL SUL;2009;BR-101/SC;172,800;Crescente;-27,319587;-48,628523
AUTOPISTA LITORAL SUL;2009;BR-101/SC;173,000;Crescente;-27,322190;-48,627626
AUTOPISTA LITORAL SUL;2009;BR-101/SC;179,300;Crescente;-27,376108;-48,631867
AUTOPISTA LITORAL SUL;2009;BR-101/SC;179,400;Crescente;-27,376998;-48,631495
AUTOPISTA LITORAL SUL;2009;BR-101/SC;179,500;Crescente;-27,377906;-48,631194
AUTOPISTA LITORAL SUL;2009;BR-101/SC;179,600;Crescente;-27,378869;-48,631033
AUTOPISTA LITORAL SUL;2009;BR-101/SC;179,700;Crescente;-27,379739;-48,630873
AUTOPISTA LITORAL SUL;2009;BR-101/SC;179,800;Crescente;-27,380644;-48,630934
AUTOPISTA LITORAL SUL;2009;BR-101/SC;179,900;Crescente;-27,381542;-48,631073
AUTOPISTA LITORAL SUL;2009;BR-101/SC;180,000;Crescente;-27,381803;-48,631112
AUTOPISTA LITORAL SUL;2009;BR-101/SC;180,100;Crescente;-27,382693;-48,631256
AUTOPISTA LITORAL SUL;2009;BR-101/SC;180,200;Crescente;-27,383591;-48,631396
AUTOPISTA LITORAL SUL;2009;BR-101/SC;180,300;Crescente;-27,384465;-48,631530
AUTOPISTA LITORAL SUL;2009;BR-101/SC;180,400;Crescente;-27,385350;-48,631667
AUTOPISTA LITORAL SUL;2009;BR-101/SC;180,500;Crescente;-27,386260;-48,631803
AUTOPISTA LITORAL SUL;2009;BR-101/SC;180,600;Crescente;-27,387141;-48,631941
AUTOPISTA LITORAL SUL;2009;BR-101/SC;180,700;Crescente;-27,388037;-48,632058
AUTOPISTA LITORAL SUL;2009;BR-101/SC;180,800;Crescente;-27,388928;-48,632100
AUTOPISTA LITORAL SUL;2009;BR-101/SC;180,900;Crescente;-27,389841;-48,632061
AUTOPISTA LITORAL SUL;2009;BR-101/SC;181,000;Crescente;-27,390102;-48,632034
AUTOPISTA LITORAL SUL;2009;BR-101/SC;181,100;Crescente;-27,390982;-48,631891
AUTOPISTA LITORAL SUL;2009;BR-101/SC;181,200;Crescente;-27,391866;-48,631751
AUTOPISTA LITORAL SUL;2009;BR-101/SC;181,300;Crescente;-27,392753;-48,631492
AUTOPISTA LITORAL SUL;2009;BR-101/SC;181,400;Crescente;-27,393624;-48,631331
AUTOPISTA LITORAL SUL;2009;BR-101/SC;181,500;Crescente;-27,394513;-48,631156
AUTOPISTA LITORAL SUL;2009;BR-101/SC;181,600;Crescente;-27,395440;-48,630994
AUTOPISTA LITORAL SUL;2009;BR-101/SC;181,700;Crescente;-27,396303;-48,630812
AUTOPISTA LITORAL SUL;2009;BR-101/SC;181,800;Crescente;-27,397217;-48,630607
AUTOPISTA LITORAL SUL;2009;BR-101/SC;182,000;Crescente;-27,398143;-48,630310
AUTOPISTA LITORAL SUL;2009;BR-101/SC;182,100;Crescente;-27,398743;-48,630287
AUTOPISTA LITORAL SUL;2009;BR-101/SC;182,200;Crescente;-27,400226;-48,629970
AUTOPISTA LITORAL SUL;2009;BR-101/SC;182,300;Crescente;-27,400771;-48,629925
AUTOPISTA LITORAL SUL;2009;BR-101/SC;182,301;Crescente;-27,400787;-48,629917
AUTOPISTA LITORAL SUL;2009;BR-101/SC;182,500;Crescente;-27,403121;-48,629365
AUTOPISTA LITORAL SUL;2009;BR-101/SC;185,900;Crescente;-27,433507;-48,625186
AUTOPISTA LITORAL SUL;2009;BR-101/SC;186,000;Crescente;-27,434056;-48,625961
AUTOPISTA LITORAL SUL;2009;BR-101/SC;186,100;Crescente;-27,434710;-48,626503
AUTOPISTA LITORAL SUL;2009;BR-101/SC;186,200;Crescente;-27,435549;-48,626741
AUTOPISTA LITORAL SUL;2009;BR-101/SC;186,300;Crescente;-27,436351;-48,626326
AUTOPISTA LITORAL SUL;2009;BR-101/SC;186,400;Crescente;-27,437241;-48,626304
AUTOPISTA LITORAL SUL;2009;BR-101/SC;186,500;Crescente;-27,438005;-48,626587
AUTOPISTA LITORAL SUL;2009;BR-101/SC;186,600;Crescente;-27,438871;-48,626807
AUTOPISTA LITORAL SUL;2009;BR-101/SC;186,700;Crescente;-27,439743;-48,627008
AUTOPISTA LITORAL SUL;2009;BR-101/SC;188,140;Crescente;-27,452353;-48,634472
AUTOPISTA LITORAL SUL;2009;BR-101/SC;188,240;Crescente;-27,453103;-48,635020
AUTOPISTA LITORAL SUL;2009;BR-101/SC;188,340;Crescente;-27,453818;-48,635625
AUTOPISTA LITORAL SUL;2009;BR-101/SC;188,440;Crescente;-27,454597;-48,636094
AUTOPISTA LITORAL SUL;2009;BR-101/SC;188,540;Crescente;-27,455382;-48,636566
AUTOPISTA LITORAL SUL;2009;BR-101/SC;192,170;Crescente;-27,485864;-48,648464
AUTOPISTA LITORAL SUL;2009;BR-101/SC;192,270;Crescente;-27,486482;-48,649191
AUTOPISTA LITORAL SUL;2009;BR-101/SC;192,370;Crescente;-27,486841;-48,650099
AUTOPISTA LITORAL SUL;2009;BR-101/SC;192,470;Crescente;-27,487179;-48,651034
AUTOPISTA LITORAL SUL;2009;BR-101/SC;192,570;Crescente;-27,487548;-48,651962
AUTOPISTA LITORAL SUL;2009;BR-101/SC;192,670;Crescente;-27,487899;-48,652888
AUTOPISTA LITORAL SUL;2009;BR-101/SC;192,770;Crescente;-27,488225;-48,653828
AUTOPISTA LITORAL SUL;2009;BR-101/SC;192,870;Crescente;-27,488568;-48,654765
AUTOPISTA LITORAL SUL;2009;BR-101/SC;192,970;Crescente;-27,489083;-48,655594
AUTOPISTA LITORAL SUL;2009;BR-101/SC;193,070;Crescente;-27,489926;-48,656299
AUTOPISTA LITORAL SUL;2009;BR-101/SC;193,170;Crescente;-27,490798;-48,656622
AUTOPISTA LITORAL SUL;2009;BR-101/SC;193,270;Crescente;-27,491681;-48,656759
AUTOPISTA LITORAL SUL;2009;BR-101/SC;193,370;Crescente;-27,492576;-48,656880
AUTOPISTA LITORAL SUL;2009;BR-101/SC;193,470;Crescente;-27,493533;-48,657035
AUTOPISTA LITORAL SUL;2009;BR-101/SC;193,570;Crescente;-27,494454;-48,657153
AUTOPISTA LITORAL SUL;2009;BR-101/SC;193,670;Crescente;-27,495359;-48,657290
AUTOPISTA LITORAL SUL;2009;BR-101/SC;193,770;Crescente;-27,496269;-48,657304
AUTOPISTA LITORAL SUL;2009;BR-101/SC;193,870;Crescente;-27,497174;-48,657156
AUTOPISTA LITORAL SUL;2009;BR-101/SC;193,970;Crescente;-27,498038;-48,656892
AUTOPISTA LITORAL SUL;2009;BR-101/SC;194,070;Crescente;-27,498841;-48,656475
AUTOPISTA LITORAL SUL;2009;BR-101/SC;194,170;Crescente;-27,499444;-48,655968
AUTOPISTA LITORAL SUL;2009;BR-101/SC;194,270;Crescente;-27,500131;-48,655308
AUTOPISTA LITORAL SUL;2009;BR-101/SC;194,370;Crescente;-27,500776;-48,654595
AUTOPISTA LITORAL SUL;2009;BR-101/SC;194,470;Crescente;-27,501390;-48,653869
AUTOPISTA LITORAL SUL;2009;BR-101/SC;194,570;Crescente;-27,502040;-48,653185
AUTOPISTA LITORAL SUL;2009;BR-101/SC;194,670;Crescente;-27,502682;-48,652472
AUTOPISTA LITORAL SUL;2009;BR-101/SC;194,770;Crescente;-27,503323;-48,651773
AUTOPISTA LITORAL SUL;2009;BR-101/SC;194,870;Crescente;-27,503980;-48,651067
AUTOPISTA LITORAL SUL;2009;BR-101/SC;194,970;Crescente;-27,504620;-48,650392
AUTOPISTA LITORAL SUL;2009;BR-101/SC;195,070;Crescente;-27,505907;-48,648992
AUTOPISTA LITORAL SUL;2009;BR-101/SC;195,170;Crescente;-27,506557;-48,648282
AUTOPISTA LITORAL SUL;2009;BR-101/SC;195,270;Crescente;-27,507187;-48,647579
AUTOPISTA LITORAL SUL;2009;BR-101/SC;195,370;Crescente;-27,507845;-48,646865
AUTOPISTA LITORAL SUL;2009;BR-101/SC;195,470;Crescente;-27,508481;-48,646175
AUTOPISTA LITORAL SUL;2009;BR-101/SC;195,570;Crescente;-27,509119;-48,645473
AUTOPISTA LITORAL SUL;2009;BR-101/SC;195,670;Crescente;-27,509766;-48,644751
AUTOPISTA LITORAL SUL;2009;BR-101/SC;195,770;Crescente;-27,510407;-48,644037
AUTOPISTA LITORAL SUL;2009;BR-101/SC;195,870;Crescente;-27,510972;-48,643411
AUTOPISTA LITORAL SUL;2009;BR-101/SC;196,000;Crescente;-27,511041;-48,643334
AUTOPISTA LITORAL SUL;2009;BR-101/SC;196,100;Crescente;-27,511674;-48,642641
AUTOPISTA LITORAL SUL;2009;BR-101/SC;196,200;Crescente;-27,512323;-48,641928
AUTOPISTA LITORAL SUL;2009;BR-101/SC;196,300;Crescente;-27,512950;-48,641221
AUTOPISTA LITORAL SUL;2009;BR-101/SC;196,400;Crescente;-27,513623;-48,640548
AUTOPISTA LITORAL SUL;2009;BR-101/SC;196,500;Crescente;-27,514380;-48,640013
AUTOPISTA LITORAL SUL;2009;BR-101/SC;196,600;Crescente;-27,515212;-48,639643
AUTOPISTA LITORAL SUL;2009;BR-101/SC;196,700;Crescente;-27,516096;-48,639436
AUTOPISTA LITORAL SUL;2009;BR-101/SC;196,800;Crescente;-27,516959;-48,639267
AUTOPISTA LITORAL SUL;2009;BR-101/SC;196,900;Crescente;-27,517814;-48,638980
AUTOPISTA LITORAL SUL;2009;BR-101/SC;197,000;Crescente;-27,518454;-48,638570
AUTOPISTA LITORAL SUL;2009;BR-101/SC;197,100;Crescente;-27,519234;-48,638123
AUTOPISTA LITORAL SUL;2009;BR-101/SC;197,200;Crescente;-27,520088;-48,637839
AUTOPISTA LITORAL SUL;2009;BR-101/SC;197,300;Crescente;-27,520985;-48,637670
AUTOPISTA LITORAL SUL;2009;BR-101/SC;197,400;Crescente;-27,521856;-48,637498
AUTOPISTA LITORAL SUL;2009;BR-101/SC;197,500;Crescente;-27,522751;-48,637319
AUTOPISTA LITORAL SUL;2009;BR-101/SC;197,600;Crescente;-27,523599;-48,637019
AUTOPISTA LITORAL SUL;2009;BR-101/SC;197,700;Crescente;-27,524420;-48,636607
AUTOPISTA LITORAL SUL;2009;BR-101/SC;197,800;Crescente;-27,525193;-48,636048
AUTOPISTA LITORAL SUL;2009;BR-101/SC;197,900;Crescente;-27,525964;-48,635561
AUTOPISTA LITORAL SUL;2009;BR-101/SC;198,000;Crescente;-27,526519;-48,635216
AUTOPISTA LITORAL SUL;2009;BR-101/SC;198,100;Crescente;-27,527297;-48,634728
AUTOPISTA LITORAL SUL;2009;BR-101/SC;198,200;Crescente;-27,528082;-48,634237
AUTOPISTA LITORAL SUL;2009;BR-101/SC;198,300;Crescente;-27,528880;-48,633739
AUTOPISTA LITORAL SUL;2009;BR-101/SC;198,400;Crescente;-27,529640;-48,633265
AUTOPISTA LITORAL SUL;2009;BR-101/SC;198,500;Crescente;-27,530446;-48,632773
AUTOPISTA LITORAL SUL;2009;BR-101/SC;198,600;Crescente;-27,531224;-48,632316
AUTOPISTA LITORAL SUL;2009;BR-101/SC;198,700;Crescente;-27,532019;-48,631819
AUTOPISTA LITORAL SUL;2009;BR-101/SC;198,800;Crescente;-27,532787;-48,631336
AUTOPISTA LITORAL SUL;2009;BR-101/SC;198,900;Crescente;-27,533550;-48,630783
AUTOPISTA LITORAL SUL;2009;BR-101/SC;199,000;Crescente;-27,534154;-48,630163
AUTOPISTA LITORAL SUL;2009;BR-101/SC;199,100;Crescente;-27,534758;-48,629424
AUTOPISTA LITORAL SUL;2009;BR-101/SC;199,200;Crescente;-27,535369;-48,628681
AUTOPISTA LITORAL SUL;2009;BR-101/SC;199,300;Crescente;-27,535960;-48,627943
AUTOPISTA LITORAL SUL;2009;BR-101/SC;199,400;Crescente;-27,536566;-48,627198
AUTOPISTA LITORAL SUL;2009;BR-101/SC;199,500;Crescente;-27,537165;-48,626449
AUTOPISTA LITORAL SUL;2009;BR-101/SC;199,600;Crescente;-27,537767;-48,625706
AUTOPISTA LITORAL SUL;2009;BR-101/SC;199,700;Crescente;-27,538373;-48,624960
AUTOPISTA LITORAL SUL;2009;BR-101/SC;199,800;Crescente;-27,538990;-48,624229
AUTOPISTA LITORAL SUL;2009;BR-101/SC;199,900;Crescente;-27,539646;-48,623526
AUTOPISTA LITORAL SUL;2009;BR-101/SC;200,000;Crescente;-27,540334;-48,622887
AUTOPISTA LITORAL SUL;2009;BR-101/SC;200,100;Crescente;-27,541060;-48,622301
AUTOPISTA LITORAL SUL;2009;BR-101/SC;200,200;Crescente;-27,541820;-48,621764
AUTOPISTA LITORAL SUL;2009;BR-101/SC;200,300;Crescente;-27,542602;-48,621305
AUTOPISTA LITORAL SUL;2009;BR-101/SC;200,400;Crescente;-27,543429;-48,620924
AUTOPISTA LITORAL SUL;2009;BR-101/SC;200,500;Crescente;-27,544266;-48,620586
AUTOPISTA LITORAL SUL;2009;BR-101/SC;200,600;Crescente;-27,545131;-48,620326
AUTOPISTA LITORAL SUL;2009;BR-101/SC;200,700;Crescente;-27,546018;-48,620138
AUTOPISTA LITORAL SUL;2009;BR-101/SC;200,800;Crescente;-27,546901;-48,620035
AUTOPISTA LITORAL SUL;2009;BR-101/SC;200,900;Crescente;-27,547843;-48,619972
AUTOPISTA LITORAL SUL;2009;BR-101/SC;201,000;Crescente;-27,548357;-48,619942
AUTOPISTA LITORAL SUL;2009;BR-101/SC;201,100;Crescente;-27,549238;-48,619888
AUTOPISTA LITORAL SUL;2009;BR-101/SC;201,200;Crescente;-27,550161;-48,619818
AUTOPISTA LITORAL SUL;2009;BR-101/SC;201,300;Crescente;-27,551038;-48,619760
AUTOPISTA LITORAL SUL;2009;BR-101/SC;201,400;Crescente;-27,551934;-48,619728
AUTOPISTA LITORAL SUL;2009;BR-101/SC;201,500;Crescente;-27,552830;-48,619671
AUTOPISTA LITORAL SUL;2009;BR-101/SC;201,600;Crescente;-27,553720;-48,619620
AUTOPISTA LITORAL SUL;2009;BR-101/SC;201,700;Crescente;-27,554619;-48,619569
AUTOPISTA LITORAL SUL;2009;BR-101/SC;201,800;Crescente;-27,555517;-48,619505
AUTOPISTA LITORAL SUL;2009;BR-101/SC;201,900;Crescente;-27,556404;-48,619347
AUTOPISTA LITORAL SUL;2009;BR-101/SC;202,000;Crescente;-27,557096;-48,619107
AUTOPISTA LITORAL SUL;2009;BR-101/SC;202,100;Crescente;-27,557917;-48,618722
AUTOPISTA LITORAL SUL;2009;BR-101/SC;202,200;Crescente;-27,558711;-48,618237
AUTOPISTA LITORAL SUL;2009;BR-101/SC;202,300;Crescente;-27,559504;-48,617790
AUTOPISTA LITORAL SUL;2009;BR-101/SC;202,400;Crescente;-27,560327;-48,617322
AUTOPISTA LITORAL SUL;2009;BR-101/SC;202,500;Crescente;-27,561122;-48,616869
AUTOPISTA LITORAL SUL;2009;BR-101/SC;202,600;Crescente;-27,561934;-48,616452
AUTOPISTA LITORAL SUL;2009;BR-101/SC;202,700;Crescente;-27,562723;-48,616009
AUTOPISTA LITORAL SUL;2009;BR-101/SC;202,800;Crescente;-27,563531;-48,615546
AUTOPISTA LITORAL SUL;2009;BR-101/SC;202,900;Crescente;-27,564349;-48,615170
AUTOPISTA LITORAL SUL;2009;BR-101/SC;203,000;Crescente;-27,565214;-48,614917
AUTOPISTA LITORAL SUL;2009;BR-101/SC;203,100;Crescente;-27,566056;-48,614532
AUTOPISTA LITORAL SUL;2009;BR-101/SC;203,200;Crescente;-27,566916;-48,614275
AUTOPISTA LITORAL SUL;2009;BR-101/SC;203,300;Crescente;-27,567794;-48,614183
AUTOPISTA LITORAL SUL;2009;BR-101/SC;203,400;Crescente;-27,568699;-48,614156
AUTOPISTA LITORAL SUL;2009;BR-101/SC;203,500;Crescente;-27,569600;-48,614068
AUTOPISTA LITORAL SUL;2009;BR-101/SC;203,600;Crescente;-27,570501;-48,614012
AUTOPISTA LITORAL SUL;2009;BR-101/SC;203,700;Crescente;-27,571379;-48,613949
AUTOPISTA LITORAL SUL;2009;BR-101/SC;203,800;Crescente;-27,572286;-48,613891
AUTOPISTA LITORAL SUL;2009;BR-101/SC;203,900;Crescente;-27,573167;-48,613828
AUTOPISTA LITORAL SUL;2009;BR-101/SC;204,000;Crescente;-27,574063;-48,613768
AUTOPISTA LITORAL SUL;2009;BR-101/SC;204,100;Crescente;-27,574961;-48,613717
AUTOPISTA LITORAL SUL;2009;BR-101/SC;204,200;Crescente;-27,575865;-48,613657
AUTOPISTA LITORAL SUL;2009;BR-101/SC;204,300;Crescente;-27,576758;-48,613590
AUTOPISTA LITORAL SUL;2009;BR-101/SC;204,400;Crescente;-27,577641;-48,613704
AUTOPISTA LITORAL SUL;2009;BR-101/SC;204,500;Crescente;-27,578517;-48,613963
AUTOPISTA LITORAL SUL;2009;BR-101/SC;204,600;Crescente;-27,579389;-48,614249
AUTOPISTA LITORAL SUL;2009;BR-101/SC;204,700;Crescente;-27,580233;-48,614525
AUTOPISTA LITORAL SUL;2009;BR-101/SC;204,800;Crescente;-27,581105;-48,614811
AUTOPISTA LITORAL SUL;2009;BR-101/SC;204,900;Crescente;-27,581978;-48,615065
AUTOPISTA LITORAL SUL;2009;BR-101/SC;205,000;Crescente;-27,582821;-48,615382
AUTOPISTA LITORAL SUL;2009;BR-101/SC;205,100;Crescente;-27,583607;-48,616008
AUTOPISTA LITORAL SUL;2009;BR-101/SC;205,200;Crescente;-27,584058;-48,616819
AUTOPISTA LITORAL SUL;2009;BR-101/SC;205,300;Crescente;-27,585071;-48,618059
AUTOPISTA LITORAL SUL;2009;BR-101/SC;205,440;Crescente;-27,586858;-48,616781
AUTOPISTA LITORAL SUL;2009;BR-101/SC;205,540;Crescente;-27,587711;-48,617039
AUTOPISTA LITORAL SUL;2009;BR-101/SC;205,640;Crescente;-27,588571;-48,617302
AUTOPISTA LITORAL SUL;2009;BR-101/SC;205,740;Crescente;-27,589439;-48,617591
AUTOPISTA LITORAL SUL;2009;BR-101/SC;205,840;Crescente;-27,590284;-48,617872
AUTOPISTA LITORAL SUL;2009;BR-101/SC;205,940;Crescente;-27,591147;-48,618160
AUTOPISTA LITORAL SUL;2009;BR-101/SC;206,040;Crescente;-27,592117;-48,618476
AUTOPISTA LITORAL SUL;2009;BR-101/SC;206,140;Crescente;-27,592966;-48,618770
AUTOPISTA LITORAL SUL;2009;BR-101/SC;206,240;Crescente;-27,593816;-48,619027
AUTOPISTA LITORAL SUL;2009;BR-101/SC;206,340;Crescente;-27,594687;-48,619318
AUTOPISTA LITORAL SUL;2009;BR-101/SC;206,440;Crescente;-27,595555;-48,619600
AUTOPISTA LITORAL SUL;2009;BR-101/SC;206,540;Crescente;-27,596417;-48,619892
AUTOPISTA LITORAL SUL;2009;BR-101/SC;206,640;Crescente;-27,597213;-48,620329
AUTOPISTA LITORAL SUL;2009;BR-101/SC;206,740;Crescente;-27,597911;-48,620927
AUTOPISTA LITORAL SUL;2009;BR-101/SC;206,840;Crescente;-27,598615;-48,621571
AUTOPISTA LITORAL SUL;2009;BR-101/SC;206,940;Crescente;-27,599299;-48,622194
AUTOPISTA LITORAL SUL;2009;BR-101/SC;207,040;Crescente;-27,599990;-48,622827
AUTOPISTA LITORAL SUL;2009;BR-101/SC;207,140;Crescente;-27,600629;-48,623554
AUTOPISTA LITORAL SUL;2009;BR-101/SC;207,240;Crescente;-27,601038;-48,624443
AUTOPISTA LITORAL SUL;2009;BR-101/SC;207,340;Crescente;-27,601285;-48,625418
AUTOPISTA LITORAL SUL;2009;BR-101/SC;207,440;Crescente;-27,601486;-48,626371
AUTOPISTA LITORAL SUL;2009;BR-101/SC;207,540;Crescente;-27,601672;-48,627365
AUTOPISTA LITORAL SUL;2009;BR-101/SC;207,640;Crescente;-27,601876;-48,628338
AUTOPISTA LITORAL SUL;2009;BR-101/SC;207,740;Crescente;-27,602054;-48,629337
AUTOPISTA LITORAL SUL;2009;BR-101/SC;207,840;Crescente;-27,602298;-48,630320
AUTOPISTA LITORAL SUL;2009;BR-101/SC;207,940;Crescente;-27,602685;-48,631219
AUTOPISTA LITORAL SUL;2009;BR-101/SC;208,040;Crescente;-27,603230;-48,632157
AUTOPISTA LITORAL SUL;2009;BR-101/SC;208,140;Crescente;-27,603824;-48,632909
AUTOPISTA LITORAL SUL;2009;BR-101/SC;208,240;Crescente;-27,604494;-48,633586
AUTOPISTA LITORAL SUL;2009;BR-101/SC;208,440;Crescente;-27,605657;-48,634974
AUTOPISTA LITORAL SUL;2009;BR-101/SC;208,540;Crescente;-27,606375;-48,635494
AUTOPISTA LITORAL SUL;2009;BR-101/SC;208,640;Crescente;-27,607049;-48,636162
AUTOPISTA LITORAL SUL;2009;BR-101/SC;208,740;Crescente;-27,607720;-48,636839
AUTOPISTA LITORAL SUL;2009;BR-101/SC;208,840;Crescente;-27,608360;-48,637518
AUTOPISTA LITORAL SUL;2009;BR-101/SC;208,940;Crescente;-27,609044;-48,638193
AUTOPISTA LITORAL SUL;2009;BR-101/SC;209,040;Crescente;-27,609716;-48,638850
AUTOPISTA LITORAL SUL;2009;BR-101/SC;209,140;Crescente;-27,610786;-48,639916
AUTOPISTA LITORAL SUL;2009;BR-101/SC;209,240;Crescente;-27,611462;-48,640598
AUTOPISTA LITORAL SUL;2009;BR-101/SC;209,340;Crescente;-27,612118;-48,641262
AUTOPISTA LITORAL SUL;2009;BR-101/SC;209,440;Crescente;-27,612796;-48,641944
AUTOPISTA LITORAL SUL;2009;BR-101/SC;209,540;Crescente;-27,613452;-48,642614
AUTOPISTA LITORAL SUL;2009;BR-101/SC;209,640;Crescente;-27,614108;-48,643294
AUTOPISTA LITORAL SUL;2009;BR-101/SC;209,740;Crescente;-27,614767;-48,643975
AUTOPISTA LITORAL SUL;2009;BR-101/SC;209,840;Crescente;-27,615435;-48,644654
AUTOPISTA LITORAL SUL;2009;BR-101/SC;209,940;Crescente;-27,616112;-48,645331
AUTOPISTA LITORAL SUL;2009;BR-101/SC;210,040;Crescente;-27,616797;-48,645990
AUTOPISTA LITORAL SUL;2009;BR-101/SC;210,140;Crescente;-27,618119;-48,647344
AUTOPISTA LITORAL SUL;2009;BR-101/SC;210,240;Crescente;-27,618797;-48,648008
AUTOPISTA LITORAL SUL;2009;BR-101/SC;210,340;Crescente;-27,619472;-48,648694
AUTOPISTA LITORAL SUL;2009;BR-101/SC;210,440;Crescente;-27,620136;-48,649356
AUTOPISTA LITORAL SUL;2009;BR-101/SC;210,540;Crescente;-27,620819;-48,650044
AUTOPISTA LITORAL SUL;2009;BR-101/SC;210,640;Crescente;-27,621471;-48,650697
AUTOPISTA LITORAL SUL;2009;BR-101/SC;210,740;Crescente;-27,622137;-48,651373
AUTOPISTA LITORAL SUL;2009;BR-101/SC;210,840;Crescente;-27,622811;-48,652068
AUTOPISTA LITORAL SUL;2009;BR-101/SC;211,040;Crescente;-27,623400;-48,652666
AUTOPISTA LITORAL SUL;2009;BR-101/SC;211,140;Crescente;-27,624065;-48,653329
AUTOPISTA LITORAL SUL;2009;BR-101/SC;211,240;Crescente;-27,624759;-48,654009
AUTOPISTA LITORAL SUL;2009;BR-101/SC;211,340;Crescente;-27,625427;-48,654664
AUTOPISTA LITORAL SUL;2009;BR-101/SC;211,440;Crescente;-27,626104;-48,655342
AUTOPISTA LITORAL SUL;2009;BR-101/SC;211,540;Crescente;-27,626755;-48,655995
AUTOPISTA LITORAL SUL;2009;BR-101/SC;211,640;Crescente;-27,627436;-48,656695
AUTOPISTA LITORAL SUL;2009;BR-101/SC;211,740;Crescente;-27,628085;-48,657355
AUTOPISTA LITORAL SUL;2009;BR-101/SC;211,840;Crescente;-27,628768;-48,658032
AUTOPISTA LITORAL SUL;2009;BR-101/SC;211,940;Crescente;-27,629439;-48,658702
AUTOPISTA LITORAL SUL;2009;BR-101/SC;212,040;Crescente;-27,630108;-48,659370
AUTOPISTA LITORAL SUL;2009;BR-101/SC;212,140;Crescente;-27,630783;-48,660046
