concessionaria;ano_do_pnv_snv;uf;rodovia;tipo_de_pista;sentido;direcao;situacao;data_da_inativacao;km_m_inicio;latitude_inicio;longitude_inicio;km_m_final;latitude_final;longitude_final
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;168,930;-14,256800;-49,141300;169,610;-14,262800;-49,143000
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;170,680;-14,272200;-49,145700;173,230;-14,294600;-49,149700
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;174,860;-14,309100;-49,148600;174,090;-14,302200;-49,148000
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;176,380;-14,322500;-49,151800;175,160;-14,311700;-49,149300
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;180,660;-14,360500;-49,158400;176,670;-14,325100;-49,152400
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;181,370;-14,367000;-49,158300;181,090;-14,364400;-49,158300
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;184,090;-14,391700;-49,157700;182,090;-14,373600;-49,158100
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;184,660;-14,396900;-49,157600;184,350;-14,394100;-49,157700
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;185,710;-14,406400;-49,157400;185,320;-14,402900;-49,157500
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;186,380;-14,412500;-49,157300;186,120;-14,410100;-49,157300
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;188,810;-14,434500;-49,156800;188,220;-14,429100;-49,156900
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;189,880;-14,444200;-49,156600;189,470;-14,440500;-49,156600
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;190,790;-14,452500;-49,156400;190,300;-14,448100;-49,156500
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;198,540;-14,519500;-49,154900;191,170;-14,455900;-49,156300
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;201,960;-14,548500;-49,160200;198,540;-14,519500;-49,154900
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;209,570;-14,615000;-49,169400;203,240;-14,559700;-49,157300
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;211,720;-14,633500;-49,175400;210,620;-14,624100;-49,172300
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;212,560;-14,639900;-49,179500;212,050;-14,636100;-49,177000
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;213,170;-14,644600;-49,182600;212,920;-14,642700;-49,181300
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;214,480;-14,654600;-49,189000;214,230;-14,652800;-49,187800
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;216,330;-14,668800;-49,198100;215,470;-14,662200;-49,193900
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;216,730;-14,671800;-49,200100;217,160;-14,675100;-49,202200
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;218,740;-14,687200;-49,210100;217,500;-14,677800;-49,204000
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;219,720;-14,694700;-49,214900;220,700;-14,702200;-49,219800
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;222,800;-14,718300;-49,230200;221,020;-14,704700;-49,221400
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;225,240;-14,736400;-49,242700;222,800;-14,718300;-49,230200
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;225,970;-14,741500;-49,246900;225,490;-14,738100;-49,244100
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;226,870;-14,748200;-49,251700;226,310;-14,743900;-49,248800
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;227,820;-14,755500;-49,256300;227,160;-14,750400;-49,253100
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;228,840;-14,763300;-49,261300;228,480;-14,760600;-49,259600
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;230,330;-14,774800;-49,268600;229,840;-14,771000;-49,266200
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;230,950;-14,779600;-49,271600;232,070;-14,788100;-49,277100
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;232,310;-14,790000;-49,278300;232,930;-14,794800;-49,281300
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;234,520;-14,807000;-49,289000;235,010;-14,810800;-49,291400
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;235,360;-14,813500;-49,293200;236,070;-14,818900;-49,296600
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;236,570;-14,822800;-49,299100;236,870;-14,825100;-49,300500
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;237,830;-14,832500;-49,305200;238,460;-14,837300;-49,308300
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;239,310;-14,843800;-49,312400;239,700;-14,846800;-49,314400
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;240,460;-14,852700;-49,318000;242,540;-14,867700;-49,329400
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;242,970;-14,871200;-49,331400;243,460;-14,875000;-49,333600
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;243,770;-14,877400;-49,335000;244,360;-14,882100;-49,337700
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;245,270;-14,889300;-49,341800;247,840;-14,909600;-49,353500
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;249,430;-14,922000;-49,360700;249,010;-14,918800;-49,358800
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;250,250;-14,928600;-49,364500;249,840;-14,925300;-49,362600
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;251,070;-14,935000;-49,368200;250,520;-14,930600;-49,365700
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;252,840;-14,948900;-49,376300;253,230;-14,952000;-49,378000
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;253,780;-14,956300;-49,380500;254,830;-14,964400;-49,385600
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;255,820;-14,971700;-49,390900;256,190;-14,974500;-49,392900
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;256,460;-14,976400;-49,394400;260,320;-15,005400;-49,414500
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;260,680;-15,008100;-49,416300;261,520;-15,014400;-49,420600
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;262,610;-15,022600;-49,426100;263,650;-15,030200;-49,431900
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;264,510;-15,036400;-49,436800;264,700;-15,037900;-49,437700
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;264,740;-15,038200;-49,437900;264,770;-15,038400;-49,438000
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;264,780;-15,038400;-49,438000;265,170;-15,041500;-49,439900
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;265,870;-15,047000;-49,443100;266,260;-15,050100;-49,444900
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;266,970;-15,055700;-49,448200;266,560;-15,052500;-49,446300
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;267,210;-15,057600;-49,449300;267,690;-15,061300;-49,451500
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;268,050;-15,064200;-49,453200;268,600;-15,068500;-49,455700
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;268,870;-15,070600;-49,456900;270,940;-15,086700;-49,466800
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;271,260;-15,088900;-49,468600;272,960;-15,101100;-49,478200
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;273,140;-15,102400;-49,479300;273,430;-15,104500;-49,480900
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;274,080;-15,108600;-49,485100;273,700;-15,106400;-49,482500
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;274,080;-15,108600;-49,485100;274,630;-15,111800;-49,489100
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;274,640;-15,111800;-49,489100;280,400;-15,144700;-49,530700
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;280,500;-15,144700;-49,530700;283,080;-15,166000;-49,542200
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;284,490;-15,178200;-49,545000;283,480;-15,169300;-49,543500
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;284,870;-15,181600;-49,544900;284,490;-15,178200;-49,545000
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;285,950;-15,191400;-49,544900;284,870;-15,181700;-49,544900
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;287,040;-15,201200;-49,544900;288,010;-15,209600;-49,547000
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;289,630;-15,223100;-49,552800;290,390;-15,229700;-49,554700
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;291,220;-15,237100;-49,556000;291,240;-15,237300;-49,556000
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;291,250;-15,237300;-49,556000;299,750;-15,301400;-49,570200
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;304,410;-15,343100;-49,569000;300,410;-15,307300;-49,571400
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;306,590;-15,361600;-49,562900;304,410;-15,343100;-49,569000
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;307,160;-15,366300;-49,560700;306,890;-15,364100;-49,561700
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;310,120;-15,390600;-49,549100;308,140;-15,374400;-49,556800
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;311,060;-15,396400;-49,543000;310,380;-15,392700;-49,548000
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;312,120;-15,401800;-49,535100;311,670;-15,398900;-49,538000
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;313,270;-15,409700;-49,528200;312,990;-15,407800;-49,529900
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;316,770;-15,435700;-49,510300;314,910;-15,421100;-49,518400
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;316,920;-15,437000;-49,509800;317,340;-15,440600;-49,508400
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;317,590;-15,442600;-49,507700;317,670;-15,443300;-49,507400
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;318,820;-15,453100;-49,503800;319,400;-15,458000;-49,502000
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;320,410;-15,466600;-49,498800;321,840;-15,478800;-49,494300
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;323,280;-15,491000;-49,489700;323,900;-15,495300;-49,486000
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;324,270;-15,497700;-49,483600;325,070;-15,503600;-49,479400
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;325,890;-15,509800;-49,475200;326,670;-15,515600;-49,470900
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;327,180;-15,519400;-49,468400;328,450;-15,526900;-49,459900
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;328,800;-15,528200;-49,456900;329,610;-15,532000;-49,450400
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;330,020;-15,534100;-49,447300;330,420;-15,536200;-49,444300
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;332,720;-15,551400;-49,430200;330,780;-15,538000;-49,441600
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;333,460;-15,556800;-49,426100;332,980;-15,553400;-49,428900
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;335,090;-15,569700;-49,419700;333,770;-15,558900;-49,424300
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;338,110;-15,594000;-49,408700;335,730;-15,575400;-49,418900
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;339,350;-15,604600;-49,405200;338,430;-15,596600;-49,407600
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;340,330;-15,612200;-49,401100;339,630;-15,607100;-49,404700
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;341,070;-15,616700;-49,396100;340,630;-15,614000;-49,399100
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;341,640;-15,620200;-49,392200;341,310;-15,618200;-49,394400
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;343,410;-15,631200;-49,380100;341,880;-15,621700;-49,390500
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;344,460;-15,638100;-49,373500;343,670;-15,632800;-49,378400
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;345,810;-15,648300;-49,366600;344,700;-15,639900;-49,372300
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;349,290;-15,673300;-49,347200;346,040;-15,650100;-49,365400
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;351,160;-15,688100;-49,339100;350,270;-15,680600;-49,342100
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;352,600;-15,700100;-49,333800;352,060;-15,695800;-49,336100
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;353,420;-15,707000;-49,331200;353,010;-15,703300;-49,332100
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;354,770;-15,719000;-49,329000;353,670;-15,709200;-49,330800
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;355,720;-15,727200;-49,326600;355,240;-15,723200;-49,328200
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;356,480;-15,733600;-49,323900;356,010;-15,729700;-49,325600
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;357,640;-15,743300;-49,319800;356,840;-15,736600;-49,322600
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;359,250;-15,756800;-49,314100;358,610;-15,751400;-49,316400
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;360,170;-15,764400;-49,310900;359,820;-15,761500;-49,312100
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;361,400;-15,774700;-49,306500;360,420;-15,766600;-49,310000
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;363,380;-15,792000;-49,301800;361,400;-15,774700;-49,306500
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;365,500;-15,809400;-49,294400;363,630;-15,794200;-49,301300
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;369,900;-15,842300;-49,271400;365,920;-15,812500;-49,292100
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;370,820;-15,849800;-49,267600;370,150;-15,844200;-49,270400
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;372,500;-15,862700;-49,259400;371,210;-15,852900;-49,266000
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;373,180;-15,867600;-49,255800;374,400;-15,876700;-49,249300
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;375,700;-15,886300;-49,242300;375,300;-15,883400;-49,244400
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;378,170;-15,904700;-49,229300;376,020;-15,888700;-49,240500
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;378,700;-15,908400;-49,226200;379,170;-15,911700;-49,223500
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;380,010;-15,917700;-49,218500;380,910;-15,924000;-49,213300
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;383,400;-15,940100;-49,197100;381,160;-15,925800;-49,211800
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;385,020;-15,950900;-49,187100;384,350;-15,946300;-49,191000
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;386,500;-15,961700;-49,178900;386,110;-15,959000;-49,181300
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;388,560;-15,975500;-49,165900;388,320;-15,973900;-49,167500
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;390,130;-15,986000;-49,156100;389,150;-15,979400;-49,162300
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;391,960;-15,997700;-49,144100;390,920;-15,991300;-49,151100
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;394,180;-16,008700;-49,126800;392,340;-15,999700;-49,141200
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;395,800;-16,016600;-49,114100;394,480;-16,010100;-49,124300
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;396,610;-16,020700;-49,107800;395,800;-16,016600;-49,114000
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;397,510;-16,025300;-49,100900;396,610;-16,020700;-49,107800
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;400,850;-16,044100;-49,077300;397,900;-16,027300;-49,097900
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;402,310;-16,054800;-49,069300;401,260;-16,047100;-49,075000
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;404,170;-16,068500;-49,059100;403,600;-16,064300;-49,062300
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;406,000;-16,080100;-49,047300;404,550;-16,071300;-49,057100
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;407,050;-16,086200;-49,040100;406,470;-16,082200;-49,043600
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;407,800;-16,091900;-49,036300;407,350;-16,088500;-49,038600
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;410,950;-16,117900;-49,034300;408,560;-16,097700;-49,032500
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;411,560;-16,121500;-49,038700;410,950;-16,117900;-49,034300
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;412,280;-16,125800;-49,043700;411,800;-16,122700;-49,040600
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;413,130;-16,132400;-49,047300;412,530;-16,127400;-49,045300
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;414,810;-16,147300;-49,045600;413,380;-16,134600;-49,047800
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;416,550;-16,162700;-49,043400;415,720;-16,155300;-49,043700
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;417,620;-16,172400;-49,043000;417,140;-16,168100;-49,043200
ECOVIAS DO ARAGUAIA;2021;GO;BR-153;Principal;Decrescente;Norte;Ativo;;418,150;-16,177200;-49,042900;418,010;-16,175900;-49,042900
ECOVIAS DO ARAGUAIA;2021;TO;BR-153;Principal;Decrescente;Norte;Ativo;;625,440;-11,321900;-48,945500;625,680;-11,323900;-48,946300
ECOVIAS DO ARAGUAIA;2021;TO;BR-153;Principal;Decrescente;Norte;Ativo;;626,520;-11,331100;-48,949100;627,120;-11,336100;-48,951100
ECOVIAS DO ARAGUAIA;2021;TO;BR-153;Principal;Decrescente;Norte;Ativo;;627,480;-11,339100;-48,952300;628,920;-11,351300;-48,957000
ECOVIAS DO ARAGUAIA;2021;TO;BR-153;Principal;Decrescente;Norte;Ativo;;629,280;-11,354400;-48,958300;629,530;-11,356500;-48,959100
ECOVIAS DO ARAGUAIA;2021;TO;BR-153;Principal;Decrescente;Norte;Ativo;;630,350;-11,363400;-48,961800;630,680;-11,366200;-48,962900
ECOVIAS DO ARAGUAIA;2021;TO;BR-153;Principal;Decrescente;Norte;Ativo;;632,380;-11,380700;-48,968600;632,750;-11,383800;-48,969800
ECOVIAS DO ARAGUAIA;2021;TO;BR-153;Principal;Decrescente;Norte;Ativo;;633,380;-11,389100;-48,971900;633,670;-11,391600;-48,972800
ECOVIAS DO ARAGUAIA;2021;TO;BR-153;Principal;Decrescente;Norte;Ativo;;633,920;-11,393700;-48,973700;634,900;-11,402300;-48,976400
ECOVIAS DO ARAGUAIA;2021;TO;BR-153;Principal;Decrescente;Norte;Ativo;;635,170;-11,404700;-48,976800;636,260;-11,414100;-48,979700
ECOVIAS DO ARAGUAIA;2021;TO;BR-153;Principal;Decrescente;Norte;Ativo;;636,530;-11,416300;-48,980700;637,100;-11,421200;-48,982500
ECOVIAS DO ARAGUAIA;2021;TO;BR-153;Principal;Decrescente;Norte;Ativo;;638,890;-11,436700;-48,987500;639,200;-11,439300;-48,988400
ECOVIAS DO ARAGUAIA;2021;TO;BR-153;Principal;Decrescente;Norte;Ativo;;639,500;-11,441900;-48,989200;640,230;-11,448300;-48,990800
ECOVIAS DO ARAGUAIA;2021;TO;BR-153;Principal;Decrescente;Norte;Ativo;;641,360;-11,458200;-48,993200;642,290;-11,466500;-48,995400
ECOVIAS DO ARAGUAIA;2021;TO;BR-153;Principal;Decrescente;Norte;Ativo;;643,220;-11,474500;-48,998100;644,200;-11,483000;-49,000900
ECOVIAS DO ARAGUAIA;2021;TO;BR-153;Principal;Decrescente;Norte;Ativo;;644,480;-11,485400;-49,001700;644,900;-11,489000;-49,002900
ECOVIAS DO ARAGUAIA;2021;TO;BR-153;Principal;Decrescente;Norte;Ativo;;645,250;-11,491900;-49,003900;645,620;-11,495200;-49,005000
ECOVIAS DO ARAGUAIA;2021;TO;BR-153;Principal;Decrescente;Norte;Ativo;;646,610;-11,503700;-49,007900;647,360;-11,510100;-49,010000
ECOVIAS DO ARAGUAIA;2021;TO;BR-153;Principal;Decrescente;Norte;Ativo;;647,620;-11,512400;-49,010800;647,900;-11,514800;-49,011600
ECOVIAS DO ARAGUAIA;2021;TO;BR-153;Principal;Decrescente;Norte;Ativo;;648,400;-11,519100;-49,013000;648,650;-11,521200;-49,013700
ECOVIAS DO ARAGUAIA;2021;TO;BR-153;Principal;Decrescente;Norte;Ativo;;650,030;-11,533100;-49,017700;650,360;-11,536000;-49,018700
ECOVIAS DO ARAGUAIA;2021;TO;BR-153;Principal;Decrescente;Norte;Ativo;;651,340;-11,544400;-49,021500;652,320;-11,552800;-49,024300
ECOVIAS DO ARAGUAIA;2021;TO;BR-153;Principal;Decrescente;Norte;Ativo;;652,620;-11,555400;-49,025200;653,250;-11,560900;-49,027000
ECOVIAS DO ARAGUAIA;2021;TO;BR-153;Principal;Decrescente;Norte;Ativo;;653,870;-11,566200;-49,028800;654,770;-11,574200;-49,031500
ECOVIAS DO ARAGUAIA;2021;TO;BR-153;Principal;Decrescente;Norte;Ativo;;655,930;-11,584000;-49,034700;656,700;-11,590500;-49,036900
ECOVIAS DO ARAGUAIA;2021;TO;BR-153;Principal;Decrescente;Norte;Ativo;;658,220;-11,603800;-49,041400;658,900;-11,609500;-49,043300
