concessionaria;ano_do_pnv_snv;uf;rodovia;tipo_de_pista;sentido;direcao;situacao;data_da_inativacao;km_m_inicio;latitude_inicio;longitude_inicio;km_m_final;latitude_final;longitude_final
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;0,000;-21,222617;-41,309502;2,140;-21,236872;-41,320867
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;2,390;-21,238400;-41,322779;2,690;-21,240198;-41,324886
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;3,160;-21,244189;-41,326372;4,310;-21,254272;-41,325014
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;4,460;-21,255628;-41,324991;4,940;-21,259590;-41,326216
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;5,180;-21,261610;-41,326905;5,740;-21,266604;-41,327362
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;5,980;-21,268737;-41,326916;6,220;-21,270977;-41,326445
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;6,440;-21,272957;-41,326591;8,890;-21,292058;-41,318670
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;9,490;-21,297432;-41,318487;13,660;-21,330326;-41,331091
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;13,780;-21,331329;-41,331534;18,540;-21,371090;-41,339493
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;18,880;-21,373350;-41,341728;19,420;-21,377101;-41,343269
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;19,680;-21,379312;-41,342431;25,500;-21,428407;-41,346112
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;25,820;-21,430578;-41,344064;26,640;-21,437560;-41,343250
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;26,820;-21,439168;-41,343027;28,840;-21,457047;-41,342732
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;29,760;-21,464648;-41,339026;31,710;-21,479994;-41,339051
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;32,180;-21,484197;-41,339953;32,620;-21,488097;-41,340724
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;32,880;-21,490312;-41,341540;34,820;-21,506799;-41,337412
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;35,040;-21,508554;-41,336494;36,040;-21,517045;-41,333640
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;36,810;-21,523600;-41,336045;37,080;-21,525917;-41,337057
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;37,980;-21,533384;-41,340455;39,360;-21,544815;-41,339355
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;39,780;-21,547888;-41,336985;40,990;-21,555608;-41,328795
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;41,840;-21,562154;-41,324639;42,340;-21,566494;-41,323908
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;43,980;-21,580813;-41,320752;45,000;-21,589261;-41,316964
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;45,840;-21,596824;-41,316802;47,020;-21,607611;-41,316566
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;47,500;-21,611914;-41,315993;47,900;-21,615499;-41,315503
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;48,120;-21,617422;-41,315227;48,590;-21,621631;-41,314651
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;49,610;-21,630815;-41,313414;49,900;-21,633502;-41,313027
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;50,320;-21,636687;-41,312582;50,890;-21,641787;-41,311876
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;51,260;-21,645047;-41,311482;52,120;-21,652601;-41,311325
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;52,440;-21,655479;-41,311262;53,390;-21,664073;-41,311331
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;53,890;-21,668589;-41,311185;54,400;-21,673345;-41,311018
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;55,460;-21,682866;-41,310901;56,020;-21,689383;-41,310396
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;56,580;-21,692998;-41,310295;56,790;-21,694892;-41,310240
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;57,300;-21,699443;-41,310115;67,660;-21,770686;-41,354873
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;68,160;-21,772859;-41,359015;69,680;-21,780090;-41,371910
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;70,100;-21,782145;-41,375355;71,540;-21,789614;-41,386303
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;71,860;-21,791718;-41,388429;73,200;-21,802070;-41,395644
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;73,460;-21,804276;-41,396520;76,200;-21,825973;-41,404606
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;76,400;-21,827017;-41,406110;77,040;-21,830768;-41,411480
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;77,540;-21,833446;-41,415379;80,540;-21,833377;-41,442626
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;81,400;-21,831358;-41,450688;84,480;-21,821433;-41,474395
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;144,640;-22,217576;-41,757967;147,500;-22,231270;-41,779854
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;147,720;-22,231948;-41,782036;150,895;-22,244540;-41,806545
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;151,330;-22,247120;-41,809838;153,640;-22,254010;-41,830287
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;153,800;-22,254930;-41,831706;156,495;-22,265206;-41,854225
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;156,780;-22,266081;-41,856833;157,310;-22,267602;-41,861395
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;157,510;-22,268238;-41,863301;158,375;-22,272083;-41,869990
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;158,840;-22,276095;-41,871879;159,210;-22,279073;-41,873066
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;161,125;-22,294580;-41,879750;161,340;-22,296383;-41,880520
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;161,575;-22,298364;-41,881374;162,730;-22,306487;-41,887556
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;162,960;-22,308028;-41,889340;163,245;-22,310040;-41,891387
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;163,590;-22,312265;-41,893769;163,835;-22,313821;-41,895417
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;164,110;-22,315668;-41,897378;164,825;-22,320511;-41,901923
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;165,370;-22,323567;-41,906491;166,735;-22,332704;-41,914400
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;167,035;-22,335264;-41,915660;167,510;-22,339246;-41,917216
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;167,750;-22,341442;-41,917111;169,310;-22,352359;-41,922976
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;169,920;-22,354708;-41,928275;171,890;-22,367342;-41,941880
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;172,100;-22,367483;-41,943864;172,680;-22,368957;-41,949193
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;173,140;-22,371611;-41,952591;175,330;-22,380321;-41,971047
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;175,450;-22,381104;-41,971903;176,025;-22,384169;-41,976267
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;176,485;-22,384863;-41,980691;177,440;-22,389490;-41,988080
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;177,850;-22,391247;-41,991867;181,130;-22,417457;-42,001350
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;181,960;-22,422610;-42,007190;182,320;-22,424850;-42,009903
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;182,980;-22,426493;-42,016064;187,125;-22,443714;-42,047576
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;187,890;-22,448957;-42,052368;190,340;-22,464896;-42,068514
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;205,220;-22,475626;-42,190747;207,770;-22,478294;-42,214924
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;208,245;-22,480171;-42,219101;208,770;-22,482031;-42,223813
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Crescente;Sul;Ativo;;215,675;-22,506650;-42,277781;217,960;-22,506834;-42,297848
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;2,400;-21,238540;-41,322814;0,000;-21,222617;-41,309502
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;3,240;-21,244988;-41,326254;2,690;-21,240148;-41,324861
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;4,480;-21,255809;-41,324987;3,340;-21,245814;-41,326388
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;5,320;-21,262857;-41,327240;4,680;-21,257604;-41,324964
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;5,970;-21,268634;-41,326847;5,460;-21,264101;-41,327431
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;6,430;-21,273074;-41,326544;6,200;-21,270830;-41,326464
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;9,160;-21,294581;-41,318523;6,700;-21,275278;-41,326341
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;11,250;-21,310429;-41,325293;9,660;-21,299310;-41,318446
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;18,660;-21,371251;-41,339640;11,590;-21,313089;-41,325030
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;19,640;-21,378977;-41,342555;19,120;-21,374524;-41,342821
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;25,720;-21,429888;-41,344700;19,860;-21,380848;-41,341850
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;26,850;-21,439529;-41,342974;25,960;-21,431515;-41,343158
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;29,240;-21,460392;-41,341153;27,280;-21,443050;-41,342765
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;31,920;-21,481838;-41,339532;29,980;-21,466420;-41,338088
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;32,900;-21,490489;-41,341617;32,460;-21,486673;-41,340451
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;35,040;-21,508554;-41,336494;33,060;-21,491823;-41,342146
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;36,300;-21,519335;-41,334154;35,500;-21,512264;-41,334433
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;37,460;-21,529075;-41,338465;37,180;-21,526757;-41,337404
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;37,700;-21,531094;-41,339323;37,580;-21,530095;-41,338880
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;39,580;-21,546510;-41,338251;38,180;-21,534907;-41,341262
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;41,380;-21,558369;-41,326458;40,000;-21,549497;-41,335277
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;43,560;-21,577556;-41,322769;42,100;-21,564340;-41,324128
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;45,353;-21,592105;-41,316589;44,100;-21,581671;-41,320007
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;47,200;-21,609480;-41,316241;46,260;-21,600705;-41,316937
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;48,160;-21,617780;-41,315181;47,780;-21,614423;-41,315638
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;48,820;-21,623475;-41,314290;48,380;-21,619755;-41,314932
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;50,290;-21,635973;-41,312577;50,000;-21,633817;-41,312985
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;51,120;-21,643785;-41,311595;50,520;-21,638473;-41,312337
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;52,320;-21,654407;-41,311292;51,580;-21,647932;-41,311415
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;53,660;-21,666512;-41,311255;52,780;-21,658560;-41,311206
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;54,660;-21,675695;-41,310931;54,180;-21,671355;-41,311092
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;56,450;-21,691554;-41,310340;55,700;-21,685211;-41,310983
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;57,080;-21,697274;-41,310171;56,800;-21,694981;-41,310233
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;67,880;-21,771665;-41,356726;57,500;-21,701247;-41,310060
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;69,880;-21,781066;-41,373535;68,440;-21,774095;-41,361379
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;71,030;-21,786494;-41,382704;70,340;-21,783301;-41,377321
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;73,400;-21,803774;-41,396320;72,010;-21,794521;-41,391124
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;76,400;-21,827159;-41,406102;73,700;-21,806320;-41,397265
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;77,250;-21,831901;-41,413114;76,610;-21,828216;-41,407757
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;80,980;-21,832347;-41,446743;77,960;-21,835257;-41,418907
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;84,500;-21,821611;-41,473874;81,600;-21,830898;-41,452562
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;147,680;-22,231678;-41,780970;144,640;-22,217576;-41,757967
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;151,180;-22,246107;-41,808630;148,000;-22,232620;-41,784412
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;153,830;-22,255052;-41,831652;151,575;-22,248516;-41,811574
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;156,780;-22,266081;-41,856833;154,000;-22,256153;-41,833000
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;157,551;-22,268325;-41,863426;156,935;-22,266546;-41,858253
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;158,700;-22,276365;-41,871887;157,770;-22,269042;-41,865562
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;159,480;-22,280181;-41,873470;158,900;-22,276365;-41,871887
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;161,575;-22,298364;-41,881374;161,125;-22,294580;-41,879750
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;162,950;-22,308176;-41,889315;161,850;-22,300642;-41,882358
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;163,600;-22,312396;-41,893789;163,245;-22,310040;-41,891387
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;164,110;-22,315848;-41,897491;163,835;-22,313821;-41,895417
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;165,110;-22,322098;-41,904115;164,310;-22,317003;-41,898631
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;166,735;-22,332704;-41,914400;165,610;-22,324668;-41,907930
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;167,750;-22,341442;-41,917111;167,320;-22,337588;-41,916806
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;169,310;-22,352359;-41,922976;168,000;-22,343570;-41,916939
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;172,100;-22,367483;-41,943864;169,920;-22,354708;-41,928275
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;172,910;-22,370070;-41,950642;172,280;-22,367630;-41,945634
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;175,460;-22,381200;-41,971964;173,400;-22,373106;-41,954682
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;176,250;-22,384749;-41,979489;175,755;-22,383015;-41,974001
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;177,750;-22,390699;-41,990400;176,690;-22,385209;-41,982596
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;181,760;-22,419566;-42,003493;178,000;-22,392296;-41,993776
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;182,610;-22,425395;-42,011824;182,090;-22,423580;-42,008169
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;187,375;-22,445382;-42,049169;183,265;-22,427419;-42,018581
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;190,340;-22,464896;-42,068514;188,130;-22,450632;-42,053726
AUTOPISTA FLUMINENSE;2019;RJ;BR-101;Principal;Decrescente;Norte;Ativo;;208,050;-22,479497;-42,217484;205,220;-22,475626;-42,190747
AUTOPISTA LITORAL SUL;2009;SC;BR-101;Marginal;Crescente;Sul;Ativo;;188,260;-27,453263;-48,635195;188,585;-27,455797;-48,636768
AUTOPISTA LITORAL SUL;2009;SC;BR-101;Marginal;Crescente;Sul;Ativo;;192,240;-27,486272;-48,648872;192,365;-27,486792;-48,649897
AUTOPISTA LITORAL SUL;2009;SC;BR-101;Marginal;Crescente;Sul;Ativo;;219,440;-27,689188;-48,665384;220,700;-27,699872;-48,660672
AUTOPISTA LITORAL SUL;2009;SC;BR-101;Marginal;Crescente;Sul;Ativo;;227,525;-27,755195;-48,633358;229,000;-27,767631;-48,631789
AUTOPISTA LITORAL SUL;2009;SC;BR-101;Marginal;Crescente;Sul;Ativo;;238,050;-27,844496;-48,635931;238,250;-27,846073;-48,636780
AUTOPISTA LITORAL SUL;2009;SC;BR-101;Marginal;Crescente;Sul;Ativo;;82,520;-26,617806;-48,719036;82,820;-26,620298;-48,717941
AUTOPISTA LITORAL SUL;2009;SC;BR-101;Marginal;Crescente;Sul;Ativo;;129,300;-26,981970;-48,676491;129,430;-26,982299;-48,675179
AUTOPISTA LITORAL SUL;2009;SC;BR-101;Marginal;Crescente;Sul;Ativo;;129,705;-26,983237;-48,672624;130,685;-26,988423;-48,665126
AUTOPISTA LITORAL SUL;2009;SC;BR-101;Marginal;Crescente;Sul;Ativo;;131,105;-26,991535;-48,662703;131,970;-26,996560;-48,656108
AUTOPISTA LITORAL SUL;2009;SC;BR-101;Marginal;Crescente;Sul;Ativo;;136,535;-27,012006;-48,614195;138,630;-27,029186;-48,605279
AUTOPISTA LITORAL SUL;2009;SC;BR-101;Marginal;Decrescente;Norte;Ativo;;136,520;-27,011959;-48,614436;136,400;-27,010129;-48,613148
AUTOPISTA LITORAL SUL;2009;SC;BR-101;Marginal;Decrescente;Norte;Ativo;;238,260;-27,846457;-48,636142;237,460;-27,839765;-48,632861
AUTOPISTA LITORAL SUL;2009;SC;BR-101;Marginal;Decrescente;Norte;Ativo;;229,000;-27,768084;-48,631071;227,350;-27,753434;-48,632881
AUTOPISTA LITORAL SUL;2009;SC;BR-101;Marginal;Decrescente;Norte;Ativo;;220,700;-27,699788;-48,660501;220,250;-27,695631;-48,661852
AUTOPISTA LITORAL SUL;2009;SC;BR-101;Marginal;Decrescente;Norte;Ativo;;218,385;-27,680066;-48,668520;218,015;-27,676953;-48,669811
AUTOPISTA LITORAL SUL;2009;SC;BR-101;Marginal;Decrescente;Norte;Ativo;;192,360;-27,487186;-48,649637;192,190;-27,486182;-48,648221
AUTOPISTA LITORAL SUL;2009;SC;BR-101;Marginal;Decrescente;Norte;Ativo;;188,895;-27,458403;-48,637987;187,740;-27,449413;-48,632224
AUTOPISTA LITORAL SUL;2009;SC;BR-101;Marginal;Decrescente;Norte;Ativo;;179,600;-27,378528;-48,630573;179,425;-27,376819;-48,631189
AUTOPISTA LITORAL SUL;2009;SC;BR-101;Marginal;Decrescente;Norte;Ativo;;163,990;-27,241197;-48,630516;163,640;-27,238022;-48,630080
AUTOPISTA LITORAL SUL;2009;SC;BR-101;Marginal;Decrescente;Norte;Ativo;;156,150;-27,173063;-48,611449;154,930;-27,162260;-48,609087
AUTOPISTA LITORAL SUL;2009;SC;BR-101;Marginal;Decrescente;Norte;Ativo;;142,690;-27,061715;-48,595941;142,441;-27,057280;-48,598014
AUTOPISTA LITORAL SUL;2009;SC;BR-101;Marginal;Decrescente;Norte;Ativo;;10,440;-26,066998;-48,861190;10,350;-26,065994;-48,857840
AUTOPISTA LITORAL SUL;2009;PR;BR-116;Marginal;Crescente;Oeste;Ativo;;91,480;-25,501322;-49,120848;91,675;-25,502737;-49,121968
AUTOPISTA LITORAL SUL;2009;PR;BR-116;Marginal;Crescente;Oeste;Ativo;;92,260;-25,507186;-49,125339;92,450;-25,508300;-49,126145
AUTOPISTA LITORAL SUL;2009;PR;BR-116;Marginal;Crescente;Oeste;Ativo;;91,876;-25,504180;-49,123184;91,676;-25,503006;-49,122260
AUTOPISTA LITORAL SUL;2009;PR;BR-116;Marginal;Crescente;Oeste;Ativo;;91,320;-25,500129;-49,119917;91,140;-25,498787;-49,118926
AUTOPISTA LITORAL SUL;2009;PR;BR-116;Marginal;Decrescente;Leste;Ativo;;93,730;-25,518908;-49,133046;93,600;-25,517648;-49,132169
AUTOPISTA PLANALTO SUL;2017;PR;BR-116;Principal;Crescente;Sul;Ativo;;143,940;-25,798089;-49,329314;144,290;-25,800990;-49,329460
AUTOPISTA PLANALTO SUL;2017;PR;BR-116;Principal;Crescente;Sul;Ativo;;144,750;-25,805923;-49,327414;149,240;-25,839750;-49,344230
AUTOPISTA PLANALTO SUL;2017;PR;BR-116;Principal;Crescente;Sul;Ativo;;149,600;-25,841960;-49,346900;150,260;-25,845660;-49,351200
AUTOPISTA PLANALTO SUL;2017;PR;BR-116;Principal;Crescente;Sul;Ativo;;150,470;-25,846908;-49,352726;151,610;-25,855750;-49,358660
AUTOPISTA PLANALTO SUL;2017;PR;BR-116;Principal;Crescente;Sul;Ativo;;151,850;-25,857498;-49,359540;155,430;-25,865200;-49,386800
AUTOPISTA PLANALTO SUL;2017;PR;BR-116;Principal;Crescente;Sul;Ativo;;155,800;-25,864600;-49,390620;156,060;-25,864330;-49,392960
AUTOPISTA PLANALTO SUL;2017;PR;BR-116;Principal;Crescente;Sul;Ativo;;156,450;-25,863570;-49,396890;162,315;-25,866610;-49,451810
AUTOPISTA PLANALTO SUL;2017;PR;BR-116;Principal;Crescente;Sul;Ativo;;162,640;-25,868166;-49,454503;162,975;-25,869670;-49,457300
AUTOPISTA PLANALTO SUL;2017;PR;BR-116;Principal;Crescente;Sul;Ativo;;163,350;-25,871381;-49,460732;165,340;-25,874190;-49,479170
AUTOPISTA PLANALTO SUL;2017;PR;BR-116;Principal;Crescente;Sul;Ativo;;165,540;-25,874619;-49,481120;168,870;-25,887270;-49,509990
AUTOPISTA PLANALTO SUL;2017;PR;BR-116;Principal;Crescente;Sul;Ativo;;169,680;-25,890180;-49,517330;171,120;-25,893300;-49,529680
AUTOPISTA PLANALTO SUL;2017;PR;BR-116;Principal;Crescente;Sul;Ativo;;171,350;-25,892184;-49,531656;171,840;-25,891490;-49,536180
