geometry
POINT (-6086720.215786182 -2033366.4834512768)
POINT (-6086756.951218145 -2034578.0740994215)
POINT (-6086885.41391052 -2038283.269627568)
POINT (-6088356.500981353 -2023660.752568951)
POINT (-6089644.578809323 -2020117.8065837908)
POINT (-6089742.206002748 -2019892.3285369661)
POINT (-6089859.091468082 -2019687.9034568272)
POINT (-6088280.692408123 -2026272.0327159632)
POINT (-6088239.726835512 -2024302.575559777)
POINT (-6088258.539829455 -2024085.8250271534)
POINT (-6088298.392207159 -2023859.9530258253)
POINT (-6094384.5627272995 -2012306.4380295486)
POINT (-6094462.486370855 -2012121.1428262014)
POINT (-6094518.034796761 -2011892.2441445552)
POINT (-6095494.640689491 -2006768.1651360253)
POINT (-6090056.349605767 -2019424.1887137347)
POINT (-6092415.877532621 -2016544.0096577317)
POINT (-6092507.159515072 -2016422.169205124)
POINT (-6092589.535938258 -2016271.6820284673)
POINT (-6094458.81282766 -2000981.7792020913)
POINT (-6094513.025419676 -2001346.3318871423)
POINT (-6094409.609612729 -2000145.084620629)
POINT (-6094422.633993151 -2000551.4515993719)
POINT (-6095584.141560089 -2006166.03354317)
POINT (-6095570.560582211 -2006356.5352608573)
POINT (-6094582.934059894 -2001696.4018991601)
POINT (-6095567.332316979 -2006036.7738553025)
POINT (-6094117.618588378 -1993296.0971100137)
POINT (-6094498.5538858725 -1996184.5281218316)
POINT (-6094088.675520771 -1992697.8554772348)
POINT (-6094092.57170295 -1993030.9625453216)
POINT (-6094546.532586404 -1997632.5138541667)
POINT (-6094416.400101666 -1999789.0818287428)
POINT (-6094535.845915289 -1996516.054902974)
POINT (-6094557.9984939555 -1997155.876644654)
POINT (-6094314.4314481 -1990567.356151924)
POINT (-6093744.141696766 -1987501.8561184204)
POINT (-6094323.337007363 -1991099.5520460417)
POINT (-6094325.563397179 -1990805.482082132)
POINT (-6094264.5603162255 -1991600.5782278916)
POINT (-6094302.631582076 -1991356.136694506)
POINT (-6094110.048863003 -1992411.7052925986)
POINT (-6094155.244576266 -1992117.1498540542)
POINT (-6093517.161255039 -1978073.0707139485)
POINT (-6093686.589520027 -1982464.0326632427)
POINT (-6093605.6602502195 -1981799.9079588992)
POINT (-6093782.54692109 -1985360.5557172657)
POINT (-6093785.552547341 -1985110.582169337)
POINT (-6093702.6195267 -1987201.2973494397)
POINT (-6093686.032922572 -1986893.620209796)
POINT (-6094272.352680581 -1972034.9242388585)
POINT (-6094252.871769691 -1972282.5267615109)
POINT (-6094247.305795153 -1972456.853734269)
POINT (-6094284.263866096 -1973284.5179479378)
POINT (-6094267.454622986 -1973550.6889070815)
POINT (-6094229.049398662 -1973802.04323504)
