concessionaria;ano_do_pnv_snv;rodovia;uf;km_m;municipio;tipo_pista;sentido;situacao;data_da_inativacao;latitude;longitude
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;89,770;Guarulhos;Principal;Crescente/Decrescente;Ativo;;-23,496263;-46,560
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;86,170;São Paulo;Principal;Crescente;Ativo;;-23,467151;-46,572
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;87,480;Guarulhos;Principal;Crescente;Ativo;;-23,474466;-46,561
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;83,510;São Paulo;Principal;Decrescente;Ativo;;-23,442919;-46,568
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;82,050;São Paulo;Principal;Decrescente;Ativo;;-23,429777;-46,570
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;80,050;São Paulo;Principal;Crescente;Ativo;;-23,415430;-46,581
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;78,700;São Paulo;Principal;Crescente;Ativo;;-23,405366;-46,580
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;77,930;São Paulo;Principal;Crescente;Ativo;;-23,399210;-46,577
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;76,240;São Paulo;Principal;Crescente;Ativo;;-23,386517;-46,569
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;77,100;São Paulo;Principal;Crescente;Ativo;;-23,393359;-46,572
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;75,800;São Paulo;Principal;Crescente/Decrescente;Ativo;;-23,385621;-46,565
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;75,230;São Paulo;Principal;Crescente/Decrescente;Ativo;;-23,381194;-46,563
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;73,500;São Paulo;Principal;Crescente/Decrescente;Ativo;;-23,371548;-46,556
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;72,290;São Paulo;Principal;Crescente/Decrescente;Ativo;;-23,363297;-46,552
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;71,431;Mairiporã;Principal;Crescente;Ativo;;-23,357013;-46,549
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;940,020;Extrema;Principal;Crescente;Ativo;;-22,822998;-46,307
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;71,430;Mairiporã;Principal;Crescente;Ativo;;-23,357013;-46,549
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;924,065;Camanducaia;Principal;Crescente;Ativo;;-22,772854;-46,191
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;71,429;Mairiporã;Principal;Decrescente;Ativo;;-23,357013;-46,549
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;901,405;Cambuí;Principal;Crescente;Ativo;;-22,632658;-46,079
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;71,115;Mairiporã;Principal;Decrescente;Ativo;;-23,353463;-46,551
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;736,265;Carmo da Cachoeira;Principal;Crescente;Ativo;;-21,549805;-45,243
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;69,720;Mairiporã;Principal;Crescente;Ativo;;-23,350138;-46,560
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;66,720;Mairiporã;Principal;Crescente;Ativo;;-23,332932;-46,577
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;65,950;Mairiporã;Principal;Decrescente;Ativo;;-23,324773;-46,580
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;632,050;Oliveira;Principal;Decrescente;Ativo;;-20,838255;-44,824
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;65,150;Mairiporã;Principal;Crescente;Ativo;;-23,319006;-46,583
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;628,485;Oliveira;Principal;Decrescente;Ativo;;-20,822721;-44,801
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;622,340;Oliveira;Principal;Decrescente;Ativo;;-20,774359;-44,782
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;616,915;Oliveira;Principal;Decrescente;Ativo;;-20,729036;-44,773
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;62,185;Mairiporã;Principal;Decrescente;Ativo;;-23,329546;-46,572
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;61,150;Mairiporã;Principal;Crescente;Ativo;;-23,291848;-46,579
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;59,840;Mairiporã;Principal;Decrescente;Ativo;;-23,288883;-46,588
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;56,125;Mairiporã;Principal;Decrescente;Ativo;;-23,260421;-46,588
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;58,780;Mairiporã;Principal;Decrescente;Ativo;;-23,281335;-46,587
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;44,925;Atibaia;Principal;Crescente/Decrescente;Ativo;;-23,171737;-46,577
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;52,620;Atibaia;Principal;Crescente;Ativo;;-23,234134;-46,602
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;54,385;Mairiporã;Principal;Decrescente;Ativo;;-23,248559;-46,593
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;49,320;Atibaia;Principal;Decrescente;Ativo;;-23,206723;-46,591
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;63,555;Mairiporã;Principal;Decrescente;Ativo;;-23,306781;-46,576
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;41,080;Atibaia;Principal;Crescente;Ativo;;-23,139460;-46,576
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;36,670;Atibaia;Principal;Decrescente;Ativo;;-23,103096;-46,568
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;587,400;Carmópolis de Minas;Principal;Crescente;Ativo;;-20,527806;-44,638
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;35,520;Atibaia;Principal;Crescente;Ativo;;-23,093365;-46,573
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;28,650;Atibaia;Principal;Crescente;Ativo;;-23,037803;-46,556
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;25,950;Atibaia;Principal;Crescente;Ativo;;-23,024129;-46,534
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;583,740;Carmópolis de Minas;Principal;Decrescente;Ativo;;-20,486168;-44,593
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;33,490;Atibaia;Principal;Crescente;Ativo;;-23,076271;-46,567
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;575,265;Itaguara;Principal;Decrescente;Ativo;;-20,449842;-44,568
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;573,150;Itaguara;Principal;Crescente;Ativo;;-20,435005;-44,557
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;31,430;Atibaia;Principal;Crescente;Ativo;;-23,058230;-46,572
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;22,455;Bragança Paulista;Principal;Crescente;Ativo;;-22,998085;-46,518
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;20,420;Bragança Paulista;Principal;Crescente;Ativo;;-22,985714;-46,506
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;15,845;Bragança Paulista;Principal;Decrescente;Ativo;;-22,958046;-46,480
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;521,550;Brumadinho;Principal;Decrescente;Ativo;;-20,122741;-44,300
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;12,640;Bragança Paulista;Principal;Crescente;Ativo;;-22,931664;-46,469
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;9,425;Vargem;Principal;Crescente/Decrescente;Ativo;;-22,920928;-46,440
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;7,700;Vargem;Principal;Decrescente;Ativo;;-22,912089;-46,426
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;519,160;Igarapé;Principal;Decrescente;Ativo;;-20,108860;-44,315
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;517,925;Igarapé;Principal;Crescente;Ativo;;-20,110612;-44,327
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;4,080;Vargem;Principal;Crescente;Ativo;;-22,883815;-46,410
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;6,930;Vargem;Principal;Decrescente;Ativo;;-22,906158;-46,423
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;948,270;Extrema;Principal;Crescente;Ativo;;-22,871279;-46,360
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;946,880;Extrema;Principal;Crescente;Ativo;;-22,865296;-46,347
AUTOPISTA FERNÃO DIAS;2007;BR-381;SP;0,800;Vargem;Principal;Crescente/Decrescente;Ativo;;-22,881516;-46,381
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;942,000;Extrema;Principal;Decrescente;Ativo;;-22,835565;-46,320
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;944,870;Extrema;Principal;Crescente;Ativo;;-22,852456;-46,338
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;937,490;Extrema;Principal;Crescente;Ativo;;-22,811767;-46,289
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;935,560;Extrema;Principal;Crescente;Ativo;;-22,804952;-46,274
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;934,845;Extrema;Principal;Decrescente;Ativo;;-22,808650;-46,265
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;929,350;Itapeva;Principal;Crescente;Ativo;;-22,771249;-46,237
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;930,480;Itapeva;Principal;Crescente;Ativo;;-22,780590;-46,240
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;927,620;Itapeva;Principal;Decrescente;Ativo;;-22,766065;-46,222
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;932,490;Extrema;Principal;Crescente;Ativo;;-22,792370;-46,251
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;926,400;Itapeva;Principal;Crescente;Ativo;;-22,768178;-46,211
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;922,105;Camanducaia;Principal;Crescente;Ativo;;-22,765801;-46,177
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;920,910;Camanducaia;Principal;Crescente;Ativo;;-22,760597;-46,168
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;919,470;Camanducaia;Principal;Crescente;Ativo;;-22,756192;-46,156
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;934,680;Extrema;Principal;Crescente;Ativo;;-22,800215;-46,268
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;515,040;Igarapé;Principal;Crescente;Ativo;;-20,090748;-44,314
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;917,070;Camanducaia;Principal;Decrescente;Ativo;;-22,746430;-46,137
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;493,900;Betim;Principal;Crescente;Ativo;;-19,965636;-44,177
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;511,665;Igarapé;Principal;Crescente;Ativo;;-20,065992;-44,296
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;915,150;Camanducaia;Principal;Crescente;Ativo;;-22,729381;-46,135
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;913,245;Camanducaia;Principal;Decrescente;Ativo;;-22,715414;-46,124
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;908,655;Cambuí;Principal;Decrescente;Ativo;;-22,684637;-46,101
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;907,740;Cambuí;Principal;Decrescente;Ativo;;-22,678775;-46,099
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;900,010;Cambuí;Principal;Crescente;Ativo;;-22,621256;-46,074
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;910,740;Camanducaia;Principal;Crescente/Decrescente;Ativo;;-22,697187;-46,114
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;905,885;Cambuí;Principal;Crescente;Ativo;;-22,665984;-46,093
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;903,530;Cambuí;Principal;Crescente;Ativo;;-22,647144;-46,089
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;898,930;Cambuí;Principal;Crescente;Ativo;;-22,614999;-46,067
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;896,440;Cambuí;Principal;Decrescente;Ativo;;-22,594728;-46,056
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;894,040;Cambuí;Principal;Crescente/Decrescente;Ativo;;-22,575696;-46,043
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;892,830;Cambuí;Principal;Crescente;Ativo;;-22,563775;-46,041
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;882,700;Estiva;Principal;Decrescente;Ativo;;-22,481046;-46,011
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;887,520;Cambuí;Principal;Decrescente;Ativo;;-22,521468;-46,022
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;884,910;Estiva;Principal;Crescente/Decrescente;Ativo;;-22,500043;-46,014
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;890,440;Cambuí;Principal;Decrescente;Ativo;;-22,541789;-46,038
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;880,810;Estiva;Principal;Decrescente;Ativo;;-22,464513;-46,008
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;877,570;Estiva;Principal;Crescente;Ativo;;-22,443510;-45,992
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;873,890;Estiva;Principal;Decrescente;Ativo;;-22,421643;-45,966
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;871,115;Pouso Alegre;Principal;Crescente/Decrescente;Ativo;;-22,397909;-45,960
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;873,070;Estiva;Principal;Decrescente;Ativo;;-22,413966;-45,962
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;864,425;Pouso Alegre;Principal;Crescente;Ativo;;-22,351271;-45,928
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;867,735;Pouso Alegre;Principal;Crescente/Decrescente;Ativo;;-22,376138;-45,941
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;857,240;Pouso Alegre;Principal;Crescente/Decrescente;Ativo;;-22,298207;-45,900
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;859,810;Pouso Alegre;Principal;Decrescente;Ativo;;-22,319995;-45,906
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;853,000;Pouso Alegre;Principal;Crescente/Decrescente;Ativo;;-22,262783;-45,891
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;844,090;São Sebastião da Bela Vista;Principal;Decrescente;Ativo;;-22,197068;-45,851
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;850,260;Pouso Alegre;Principal;Decrescente;Ativo;;-22,241110;-45,881
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;840,310;São Sebastião da Bela Vista;Principal;Crescente;Ativo;;-22,167666;-45,835
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;846,840;Pouso Alegre;Principal;Crescente;Ativo;;-22,213832;-45,869
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;827,450;São Sebastião da Bela Vista;Principal;Crescente;Ativo;;-22,109352;-45,744
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;836,285;São Sebastião da Bela Vista;Principal;Decrescente;Ativo;;-22,139346;-45,813
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;832,675;São Sebastião da Bela Vista;Principal;Crescente;Ativo;;-22,121080;-45,788
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;821,710;Careaçu;Principal;Decrescente;Ativo;;-22,083119;-45,701
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;818,420;Careaçu;Principal;Crescente;Ativo;;-22,054681;-45,697
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;816,170;Careaçu;Principal;Crescente;Ativo;;-22,037844;-45,685
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;810,715;Careaçu;Principal;Crescente;Ativo;;-21,995878;-45,675
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;812,140;Careaçu;Principal;Decrescente;Ativo;;-22,007883;-45,678
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;805,600;São Gonçalo do Sapucaí;Principal;Decrescente;Ativo;;-21,973830;-45,632
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;807,760;São Gonçalo do Sapucaí;Principal;Decrescente;Ativo;;-21,985865;-45,649
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;804,710;São Gonçalo do Sapucaí;Principal;Crescente/Decrescente;Ativo;;-21,966216;-45,631
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;802,815;São Gonçalo do Sapucaí;Principal;Crescente;Ativo;;-21,951149;-45,625
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;795,750;São Gonçalo do Sapucaí;Principal;Crescente;Ativo;;-21,914227;-45,579
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;792,165;São Gonçalo do Sapucaí;Principal;Crescente;Ativo;;-21,896956;-45,552
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;783,245;Campanha;Principal;Crescente;Ativo;;-21,833810;-45,503
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;780,055;Campanha;Principal;Crescente;Ativo;;-21,809449;-45,488
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;787,000;São Gonçalo do Sapucaí;Principal;Crescente;Ativo;;-21,858333;-45,525
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;774,160;Campanha;Principal;Crescente/Decrescente;Ativo;;-21,787525;-45,438
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;769,320;Campanha;Principal;Crescente;Ativo;;-21,757373;-45,407
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;760,560;Três Corações;Principal;Crescente;Ativo;;-21,697595;-45,366
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;758,580;Três Corações;Principal;Crescente/Decrescente;Ativo;;-21,690737;-45,350
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;756,500;Três Corações;Principal;Crescente;Ativo;;-21,675177;-45,339
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;753,425;Três Corações;Principal;Decrescente;Ativo;;-21,665003;-45,309
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;751,410;Três Corações;Principal;Crescente;Ativo;;-21,649075;-45,300
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;765,320;Campanha;Principal;Decrescente;Ativo;;-21,735152;-45,382
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;745,970;Três Corações;Principal;Crescente;Ativo;;-21,614100;-45,261
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;741,755;Três Corações;Principal;Crescente;Ativo;;-21,597777;-45,239
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;729,430;Carmo da Cachoeira;Principal;Decrescente;Ativo;;-21,499359;-45,212
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;735,120;Carmo da Cachoeira;Principal;Decrescente;Ativo;;-21,542078;-45,238
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;737,260;Três Corações;Principal;Crescente;Ativo;;-21,559313;-45,244
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;734,270;Carmo da Cachoeira;Principal;Crescente;Ativo;;-21,535297;-45,234
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;725,480;Carmo da Cachoeira;Principal;Crescente;Ativo;;-21,468066;-45,206
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;723,320;Carmo da Cachoeira;Principal;Crescente;Ativo;;-21,451065;-45,212
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;720,385;Carmo da Cachoeira;Principal;Decrescente;Ativo;;-21,428242;-45,211
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;712,450;Carmo da Cachoeira;Principal;Decrescente;Ativo;;-21,370247;-45,188
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;717,430;Carmo da Cachoeira;Principal;Crescente;Ativo;;-21,402962;-45,211
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;706,500;Lavras;Principal;Crescente;Ativo;;-21,327334;-45,169
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;701,300;Lavras;Principal;Crescente;Ativo;;-21,289694;-45,148
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;687,700;Lavras;Principal;Crescente;Ativo;;-21,184532;-45,119
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;691,610;Lavras;Principal;Decrescente;Ativo;;-21,216123;-45,125
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;697,650;Lavras;Principal;Crescente;Ativo;;-21,264017;-45,139
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;684,685;Ribeirão Vermelho;Principal;Decrescente;Ativo;;-21,162490;-45,121
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;683,370;Perdões;Principal;Decrescente;Ativo;;-21,154426;-45,113
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;672,101;Perdões;Principal;Crescente;Ativo;;-21,077939;-45,058
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;679,110;Perdões;Principal;Crescente/Decrescente;Ativo;;-21,120661;-45,096
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;668,355;Perdões;Principal;Decrescente;Ativo;;-21,054893;-45,027
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;659,060;Santo Antônio do Amparo;Principal;Crescente/Decrescente;Ativo;;-21,004906;-44,972
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;664,550;Santo Antônio do Amparo;Principal;Decrescente;Ativo;;-21,040952;-45,001
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;657,320;Santo Antônio do Amparo;Principal;Crescente;Ativo;;-20,994481;-44,961
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;655,420;Santo Antônio do Amparo;Principal;Decrescente;Ativo;;-20,985018;-44,946
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;648,600;Santo Antônio do Amparo;Principal;Decrescente;Ativo;;-20,957868;-44,899
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;644,265;Santo Antônio do Amparo;Principal;Crescente;Ativo;;-20,930029;-44,875
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;676,570;Perdões;Principal;Crescente;Ativo;;-21,099432;-45,085
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;641,670;Santo Antônio do Amparo;Principal;Crescente;Ativo;;-20,910300;-44,863
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;651,170;Santo Antônio do Amparo;Principal;Crescente;Ativo;;-20,957967;-44,921
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;636,905;Santo Antônio do Amparo;Principal;Decrescente;Ativo;;-20,875062;-44,844
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;634,845;Oliveira;Principal;Decrescente;Ativo;;-20,859400;-44,837
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;609,000;Oliveira;Principal;Crescente/Decrescente;Ativo;;-20,670053;-44,738
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;614,540;Oliveira;Principal;Decrescente;Ativo;;-20,712448;-44,760
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;601,700;Carmópolis de Minas;Principal;Crescente;Ativo;;-20,607445;-44,734
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;605,600;Oliveira;Principal;Crescente;Ativo;;-20,640025;-44,738
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;600,010;Carmópolis de Minas;Principal;Crescente;Ativo;;-20,602201;-44,719
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;611,895;Oliveira;Principal;Crescente;Ativo;;-20,693074;-44,747
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;598,090;Carmópolis de Minas;Principal;Decrescente;Ativo;;-20,594091;-44,705
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;597,335;Carmópolis de Minas;Principal;Decrescente;Ativo;;-20,589972;-44,698
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;589,475;Carmópolis de Minas;Principal;Crescente;Ativo;;-20,543452;-44,647
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;580,250;Carmópolis de Minas;Principal;Decrescente;Ativo;;-20,486167;-44,593
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;592,785;Carmópolis de Minas;Principal;Crescente;Ativo;;-20,562218;-44,667
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;578,060;Carmópolis de Minas;Principal;Decrescente;Ativo;;-20,469263;-44,583
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;568,450;Itaguara;Principal;Crescente;Ativo;;-20,407438;-44,525
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;564,300;Itaguara;Principal;Crescente;Ativo;;-20,390078;-44,492
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;567,301;Itaguara;Principal;Crescente;Ativo;;-20,402622;-44,515
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;561,050;Itaguara;Principal;Decrescente;Ativo;;-20,372685;-44,469
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;559,575;Itaguara;Principal;Crescente;Ativo;;-20,360129;-44,466
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;555,940;Itaguara;Principal;Decrescente;Ativo;;-20,341152;-44,441
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;557,200;Itaguara;Principal;Decrescente;Ativo;;-20,350926;-44,446
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;553,085;Itaguara;Principal;Crescente;Ativo;;-20,321951;-44,457
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;548,440;Rio Manso;Principal;Crescente;Ativo;;-20,286658;-44,435
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;546,220;Rio Manso;Principal;Crescente/Decrescente;Ativo;;-20,271302;-44,425
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;545,500;Itatiaiuçu;Principal;Decrescente;Ativo;;-20,264859;-44,422
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;540,320;Itatiaiuçu;Principal;Decrescente;Ativo;;-20,231319;-44,398
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;537,620;Itatiaiuçu;Principal;Crescente/Decrescente;Ativo;;-20,208345;-44,390
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;533,460;Itatiaiuçu;Principal;Crescente;Ativo;;-20,174058;-44,375
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;532,055;Itatiaiuçu;Principal;Crescente;Ativo;;-20,164274;-44,367
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;543,825;Itatiaiuçu;Principal;Decrescente;Ativo;;-20,253943;-44,412
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;526,650;Brumadinho;Principal;Decrescente;Ativo;;-20,156550;-44,327
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;524,755;Brumadinho;Principal;Crescente;Ativo;;-20,142466;-44,319
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;529,850;Rio Manso;Principal;Crescente;Ativo;;-20,162005;-44,348
AUTOPISTA FERNÃO DIAS;2007;BR-381;MG;523,495;Brumadinho;Principal;Crescente;Ativo;;-20,133961;-44,312
