concessionaria;ano_do_pnv_snv;rodovia;uf;km_m;municipio;tipo_pista;sentido;situacao;data_da_inativacao;latitude;longitude
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;124,500;Santa Cecília;Principal;Crescente;Ativo;;-26,853405;-50,406
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;144,860;Santa Cecília;Principal;Crescente;Ativo;;-26,995585;-50,405
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;146,160;Santa Cecília;Principal;Decrescente;Ativo;;-26,999136;-50,414
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;151,180;Santa Cecília;Principal;Crescente;Ativo;;-27,039177;-50,427
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;154,000;Santa Cecília;Principal;Crescente;Ativo;;-27,063738;-50,427
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;161,700;Ponte Alta do Norte;Principal;Crescente;Ativo;;-27,120704;-50,457
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;167,350;Ponte Alta do Norte;Principal;Decrescente;Ativo;;-27,169206;-50,464
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;169,460;Ponte Alta do Norte;Principal;Crescente;Ativo;;-27,187317;-50,465
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;172,360;Ponte Alta do Norte;Principal;Decrescente;Ativo;;-27,212982;-50,465
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;175,240;São Cristóvão do Sul;Principal;Crescente;Ativo;;-27,232632;-50,464
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;180,960;São Cristóvão do Sul;Principal;Crescente;Ativo;;-27,276116;-50,440
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;188,960;São Cristóvão do Sul;Principal;Decrescente;Ativo;;-27,336204;-50,427
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;192,430;Ponte Alta;Principal;Crescente;Ativo;;-27,364729;-50,433
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;194,520;Ponte Alta;Principal;Crescente;Ativo;;-27,383136;-50,430
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;204,400;Ponte Alta;Principal;Crescente;Ativo;;-27,459824;-50,391
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;205,880;Ponte Alta;Principal;Crescente;Ativo;;-27,471141;-50,383
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;210,780;Ponte Alta;Principal;Crescente;Ativo;;-27,510403;-50,364
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;213,000;Ponte Alta;Principal;Crescente;Ativo;;-27,528234;-50,368
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;214,240;Ponte Alta;Principal;Crescente;Ativo;;-27,536800;-50,376
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;216,340;Ponte Alta;Principal;Crescente;Ativo;;-27,553005;-50,377
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;222,540;Correia Pinto;Principal;Crescente;Ativo;;-27,606995;-50,354
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;223,700;Correia Pinto;Principal;Decrescente;Ativo;;-27,615271;-50,347
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;225,200;Correia Pinto;Principal;Crescente;Ativo;;-27,627720;-50,342
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;234,980;Correia Pinto;Principal;Crescente;Ativo;;-27,714859;-50,335
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;235,800;Correia Pinto;Principal;Crescente;Ativo;;-27,723032;-50,337
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;239,340;Lages;Principal;Crescente;Ativo;;-27,754195;-50,336
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;240,680;Lages;Principal;Crescente;Ativo;;-27,766291;-50,337
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;242,220;Lages;Principal;Crescente;Ativo;;-27,779007;-50,341
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;250,920;Lages;Principal;Crescente;Ativo;;-27,843487;-50,379
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;263,200;Capão Alto;Principal;Decrescente;Ativo;;-27,926914;-50,454
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;266,080;Capão Alto;Principal;Crescente;Ativo;;-27,944763;-50,474
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;267,440;Capão Alto;Principal;Decrescente;Ativo;;-27,954842;-50,482
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;269,730;Capão Alto;Principal;Crescente;Ativo;;-27,968546;-50,501
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;272,070;Capão Alto;Principal;Crescente;Ativo;;-27,982906;-50,517
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;217,700;Correia Pinto;Principal;Crescente;Ativo;;-27,566812;-50,364
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;276,300;Capão Alto;Principal;Crescente;Ativo;;-28,010686;-50,546
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;281,350;Capão Alto;Principal;Crescente;Ativo;;-28,049918;-50,569
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;283,700;Capão Alto;Principal;Crescente;Ativo;;-28,068959;-50,578
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;292,970;Capão Alto;Principal;Decrescente;Ativo;;-28,131229;-50,639
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;297,180;Capão Alto;Principal;Crescente;Ativo;;-28,158771;-50,666
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;299,000;Capão Alto;Principal;Crescente;Ativo;;-28,170947;-50,676
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;305,350;Capão Alto;Principal;Decrescente;Ativo;;-28,199446;-50,727
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;307,300;Capão Alto;Principal;Crescente;Ativo;;-28,196735;-50,744
AUTOPISTA PLANALTO SUL;2017;BR-116;SC;308,700;Capão Alto;Principal;Crescente;Ativo;;-28,196907;-50,758
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;275,450;Taboão da Serra;Principal;Crescente;Ativo;;-23,619817;-46,810
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;277,600;Embu das Artes;Principal;Crescente;Ativo;;-23,633090;-46,823
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;279,500;Embu das Artes;Principal;Decrescente;Ativo;;-23,642063;-46,837
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;280,500;Embu das Artes;Principal;Decrescente;Ativo;;-23,649814;-46,845
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;281,800;Embu das Artes;Principal;Decrescente;Ativo;;-23,658691;-46,851
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;282,700;Embu das Artes;Principal;Crescente;Ativo;;-23,698336;-46,866
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;284,500;Embu das Artes;Principal;Crescente;Ativo;;-23,680172;-46,858
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;289,400;Itapecerica da Serra;Principal;Decrescente;Ativo;;-23,718002;-46,882
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;293,900;Itapecerica da Serra;Principal;Decrescente;Ativo;;-23,749244;-46,901
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;296,300;Itapecerica da Serra;Principal;Decrescente;Ativo;;-23,768192;-46,910
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;298,500;Itapecerica da Serra;Principal;Decrescente;Ativo;;-23,787601;-46,913
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;301,500;São Lourenço da Serra;Principal;Crescente;Ativo;;-23,807167;-46,924
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;300,500;São Lourenço da Serra;Principal;Crescente;Ativo;;-23,800117;-46,916
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;303,700;São Lourenço da Serra;Principal;Crescente;Ativo;;-23,826357;-46,926
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;305,600;São Lourenço da Serra;Principal;Decrescente;Ativo;;-23,842464;-46,932
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;307,500;São Lourenço da Serra;Principal;Decrescente;Ativo;;-23,855412;-46,940
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;309,500;São Lourenço da Serra;Principal;Decrescente;Ativo;;-23,867379;-46,953
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;312,400;São Lourenço da Serra;Principal;Decrescente;Ativo;;-23,883871;-46,974
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;386,700;Miracatu;Principal;Decrescente;Ativo;;-24,265082;-47,387
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;318,500;Juquitiba;Principal;Decrescente;Ativo;;-23,929294;-46,996
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;330,700;Juquitiba;Principal;Decrescente;Ativo;;-23,950998;-47,102
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;316,600;Juquitiba;Principal;Decrescente;Ativo;;-23,914719;-46,989
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;336,200;Juquitiba;Principal;Crescente;Ativo;;-23,976097;-47,144
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;324,660;Juquitiba;Principal;Crescente;Ativo;;-23,940556;-47,052
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;320,500;Juquitiba;Principal;Decrescente;Ativo;;-23,934117;-47,013
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;339,400;Juquitiba;Principal;Decrescente;Ativo;;-24,002196;-47,152
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;332,840;Juquitiba;Principal;Decrescente;Ativo;;-23,959864;-47,118
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;388,000;Miracatu;Principal;Crescente;Ativo;;-24,269240;-47,398
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;340,600;Miracatu;Principal;Decrescente;Ativo;;-24,008748;-47,160
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;337,550;Juquitiba;Principal;Crescente;Ativo;;-23,986580;-47,148
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;347,300;Miracatu;Principal;Crescente;Ativo;;-24,049304;-47,200
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;342,400;Miracatu;Principal;Crescente;Ativo;;-24,019980;-47,171
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;345,300;Miracatu;Principal;Decrescente;Ativo;;-24,037513;-47,189
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;348,600;Miracatu;Principal;Crescente;Ativo;;-24,050609;-47,210
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;349,300;Miracatu;Principal;Crescente;Ativo;;-24,053084;-47,215
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;392,750;Miracatu;Principal;Decrescente;Ativo;;-24,285000;-47,439
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;348,610;Miracatu;Principal;Decrescente;Ativo;;-24,051669;-47,211
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;351,300;Miracatu;Principal;Crescente;Ativo;;-24,063629;-47,230
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;349,430;Miracatu;Principal;Decrescente;Ativo;;-24,054569;-47,218
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;343,900;Miracatu;Principal;Crescente;Ativo;;-24,029385;-47,177
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;352,900;Miracatu;Principal;Crescente;Ativo;;-24,070274;-47,242
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;346,500;Miracatu;Principal;Decrescente;Ativo;;-24,044919;-47,193
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;413,400;Juquiá;Principal;Crescente;Ativo;;-24,329976;-47,623
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;415,200;Juquiá;Principal;Crescente;Ativo;;-24,332619;-47,640
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;356,230;Miracatu;Principal;Decrescente;Ativo;;-24,092856;-47,256
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;417,200;Juquiá;Principal;Decrescente;Ativo;;-24,348361;-47,651
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;356,500;Miracatu;Principal;Decrescente;Ativo;;-24,095636;-47,256
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;357,150;Miracatu;Principal;Crescente;Ativo;;-24,100411;-47,257
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;419,960;Juquiá;Principal;Crescente;Ativo;;-24,354303;-47,674
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;357,600;Miracatu;Principal;Decrescente;Ativo;;-24,103143;-47,257
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;357,500;Miracatu;Principal;Crescente;Ativo;;-24,102290;-47,259
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;358,250;Miracatu;Principal;Decrescente;Ativo;;-24,104441;-47,263
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;422,000;Juquiá;Principal;Crescente;Ativo;;-24,362521;-47,691
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;358,800;Miracatu;Principal;Crescente;Ativo;;-24,108483;-47,263
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;359,600;Miracatu;Principal;Crescente;Ativo;;-24,111668;-47,268
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;356,870;Miracatu;Principal;Crescente;Ativo;;-24,097596;-47,257
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;424,000;Juquiá;Principal;Crescente;Ativo;;-24,371672;-47,706
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;359,950;Miracatu;Principal;Decrescente;Ativo;;-24,112497;-47,265
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;359,250;Miracatu;Principal;Decrescente;Ativo;;-24,109514;-47,269
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;359,040;Miracatu;Principal;Crescente;Ativo;;-24,109433;-47,267
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;425,500;Juquiá;Principal;Crescente;Ativo;;-24,380881;-47,715
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;426,600;Juquiá;Principal;Crescente;Ativo;;-24,387640;-47,721
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;428,300;Registro;Principal;Decrescente;Ativo;;-24,398837;-47,732
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;359,990;Miracatu;Principal;Crescente;Ativo;;-24,112636;-47,269
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;360,750;Miracatu;Principal;Decrescente;Ativo;;-24,116977;-47,268
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;360,550;Miracatu;Principal;Decrescente;Ativo;;-24,116183;-47,270
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;361,500;Miracatu;Principal;Decrescente;Ativo;;-24,120779;-47,267
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;362,400;Miracatu;Principal;Crescente;Ativo;;-24,126049;-47,272
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;430,900;Registro;Principal;Crescente;Ativo;;-24,409980;-47,751
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;363,800;Miracatu;Principal;Crescente;Ativo;;-24,138247;-47,273
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;366,050;Miracatu;Principal;Crescente;Ativo;;-24,143188;-47,286
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;376,300;Miracatu;Principal;Decrescente;Ativo;;-24,192418;-47,360
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;368,500;Miracatu;Principal;Decrescente;Ativo;;-24,149599;-47,309
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;361,190;Miracatu;Principal;Crescente;Ativo;;-24,119962;-47,269
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;380,200;Miracatu;Principal;Decrescente;Ativo;;-24,220231;-47,365
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;434,020;Registro;Principal;Crescente;Ativo;;-24,422633;-47,778
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;372,500;Miracatu;Principal;Decrescente;Ativo;;-24,168899;-47,338
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;385,400;Miracatu;Principal;Decrescente;Ativo;;-24,258397;-47,376
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;381,700;Miracatu;Principal;Decrescente;Ativo;;-24,231876;-47,360
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;402,900;Miracatu;Principal;Crescente;Ativo;;-24,316412;-47,527
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;396,250;Miracatu;Principal;Decrescente;Ativo;;-24,292394;-47,472
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;383,850;Miracatu;Principal;Crescente;Ativo;;-24,246964;-47,370
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;410,300;Juquiá;Principal;Decrescente;Ativo;;-24,335084;-47,594
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;360,840;Miracatu;Principal;Crescente;Ativo;;-24,117493;-47,269
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;405,300;Miracatu;Principal;Crescente;Ativo;;-24,323555;-47,549
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;370,300;Miracatu;Principal;Crescente;Ativo;;-24,154434;-47,324
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;438,960;Registro;Principal;Crescente;Ativo;;-24,453095;-47,811
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;441,740;Registro;Principal;Crescente;Ativo;;-24,472704;-47,825
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;445,700;Registro;Principal;Crescente;Ativo;;-24,502499;-47,847
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;449,400;Registro;Principal;Decrescente;Ativo;;-24,533895;-47,858
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;454,300;Registro;Principal;Crescente;Ativo;;-24,568670;-47,879
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;458,600;Pariquera-Açu;Principal;Decrescente;Ativo;;-24,603291;-47,877
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;463,680;Pariquera-Açu;Principal;Crescente;Ativo;;-24,634653;-47,909
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;469,950;Jacupiranga;Principal;Crescente;Ativo;;-24,654568;-47,963
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;473,240;Jacupiranga;Principal;Decrescente;Ativo;;-24,678048;-47,981
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;477,300;Jacupiranga;Principal;Decrescente;Ativo;;-24,701929;-48,008
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;484,000;Cajati;Principal;Crescente;Ativo;;-24,722083;-48,066
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;486,000;Cajati;Principal;Crescente;Ativo;;-24,722881;-48,085
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;490,900;Cajati;Principal;Decrescente;Ativo;;-24,740887;-48,125
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;492,400;Cajati;Principal;Crescente;Ativo;;-24,742641;-48,139
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;495,000;Cajati;Principal;Crescente;Ativo;;-24,754055;-48,160
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;497,050;Cajati;Principal;Crescente;Ativo;;-24,769305;-48,170
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;499,850;Cajati;Principal;Crescente;Ativo;;-24,781741;-48,183
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;500,450;Cajati;Principal;Decrescente;Ativo;;-24,785173;-48,186
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;502,200;Cajati;Principal;Crescente;Ativo;;-24,773332;-48,206
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;502,700;Cajati;Principal;Decrescente;Ativo;;-24,781625;-48,204
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;503,300;Cajati;Principal;Crescente;Ativo;;-24,778510;-48,211
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;503,700;Cajati;Principal;Decrescente;Ativo;;-24,790008;-48,205
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;504,300;Cajati;Principal;Crescente;Ativo;;-24,786931;-48,208
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;504,600;Cajati;Principal;Decrescente;Ativo;;-24,796752;-48,208
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;505,350;Cajati;Principal;Decrescente;Ativo;;-24,801888;-48,211
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;505,600;Cajati;Principal;Crescente;Ativo;;-24,795021;-48,215
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;506,060;Cajati;Principal;Decrescente;Ativo;;-24,807694;-48,213
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;507,250;Cajati;Principal;Decrescente;Ativo;;-24,816509;-48,210
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;507,700;Cajati;Principal;Crescente;Ativo;;-24,811686;-48,213
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;508,000;Cajati;Principal;Crescente;Ativo;;-24,814678;-48,213
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;508,200;Cajati;Principal;Decrescente;Ativo;;-24,823142;-48,209
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;508,900;Cajati;Principal;Crescente;Ativo;;-24,821827;-48,214
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;509,600;Cajati;Principal;Crescente;Ativo;;-24,825723;-48,217
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;509,700;Cajati;Principal;Decrescente;Ativo;;-24,831953;-48,213
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;511,200;Cajati;Principal;Decrescente;Ativo;;-24,844430;-48,211
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;511,300;Cajati;Principal;Crescente;Ativo;;-24,838945;-48,220
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;512,500;Cajati;Principal;Crescente;Ativo;;-24,849461;-48,220
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;512,800;Cajati;Principal;Decrescente;Ativo;;-24,853437;-48,210
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;513,650;Cajati;Principal;Decrescente;Ativo;;-24,858885;-48,211
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;514,050;Cajati;Principal;Crescente;Ativo;;-24,859200;-48,217
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;515,300;Cajati;Principal;Decrescente;Ativo;;-24,870600;-48,211
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;515,800;Cajati;Principal;Crescente;Ativo;;-24,872832;-48,217
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;516,000;Cajati;Principal;Decrescente;Ativo;;-24,876342;-48,209
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;516,500;Cajati;Principal;Decrescente;Ativo;;-24,879860;-48,209
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;516,600;Cajati;Principal;Crescente;Ativo;;-24,874525;-48,225
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;517,970;Cajati;Principal;Decrescente;Ativo;;-24,880677;-48,223
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;518,100;Cajati;Principal;Crescente;Ativo;;-24,885427;-48,227
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;519,950;Cajati;Principal;Crescente;Ativo;;-24,893291;-48,240
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;522,200;Cajati;Principal;Crescente;Ativo;;-24,906620;-48,255
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;522,700;Cajati;Principal;Decrescente;Ativo;;-24,910109;-48,252
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;524,610;Barra do Turvo;Principal;Decrescente;Ativo;;-24,923278;-48,261
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;531,050;Barra do Turvo;Principal;Decrescente;Ativo;;-24,950263;-48,315
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;535,600;Barra do Turvo;Principal;Decrescente;Ativo;;-24,971907;-48,350
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;537,900;Barra do Turvo;Principal;Decrescente;Ativo;;-24,971942;-48,371
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;541,500;Barra do Turvo;Principal;Decrescente;Ativo;;-24,972949;-48,402
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;542,600;Barra do Turvo;Principal;Decrescente;Ativo;;-24,966445;-48,410
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;545,000;Barra do Turvo;Principal;Crescente;Ativo;;-24,952121;-48,425
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;545,300;Barra do Turvo;Principal;Decrescente;Ativo;;-24,962812;-48,429
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;547,200;Barra do Turvo;Principal;Decrescente;Ativo;;-24,969130;-48,444
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;548,800;Barra do Turvo;Principal;Crescente;Ativo;;-24,954553;-48,451
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;550,200;Barra do Turvo;Principal;Decrescente;Ativo;;-24,966953;-48,467
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;550,200;Barra do Turvo;Principal;Crescente;Ativo;;-24,959170;-48,465
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;550,500;Barra do Turvo;Principal;Decrescente;Ativo;;-24,966220;-48,470
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;551,200;Barra do Turvo;Principal;Crescente;Ativo;;-24,960945;-48,472
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;551,250;Barra do Turvo;Principal;Decrescente;Ativo;;-24,966245;-48,476
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;553,300;Barra do Turvo;Principal;Crescente;Ativo;;-24,967486;-48,490
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;554,400;Barra do Turvo;Principal;Decrescente;Ativo;;-24,976609;-48,498
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;555,150;Barra do Turvo;Principal;Decrescente;Ativo;;-24,977217;-48,505
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;555,260;Barra do Turvo;Principal;Crescente;Ativo;;-24,974970;-48,505
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;556,000;Barra do Turvo;Principal;Decrescente;Ativo;;-24,983665;-48,505
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;556,400;Barra do Turvo;Principal;Crescente;Ativo;;-24,984903;-48,507
AUTOPISTA REGIS BITTENCOURT;2017;BR-116;SP;557,650;Barra do Turvo;Principal;Decrescente;Ativo;;-24,996568;-48,508
