concessionaria;ano_do_pnv_snv;rodovia_uf;tipo_pista;sentido;tipo_de_uso_do_solo;km_m_inicial;latitude_inicial;longitude_inicial;km_m_final;latitude_final;longitude_final
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Rural;188,370;-27,454623;-48,635606;187,740;-27,449413;-48,632224
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Rural;184,900;-27,424099;-48,624711;184,400;-27,419900;-48,625543
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Rural;182,600;-27,403401;-48,629057;181,200;-27,391741;-48,631473
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Rural;180,600;-27,386340;-48,631556;179,300;-27,376097;-48,631690
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Rural;170,800;-27,303490;-48,632165;170,300;-27,298096;-48,631475
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Rural;166,000;-27,259512;-48,631511;165,100;-27,251309;-48,630996
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Rural;165,099;-27,251295;-48,630996;163,630;-27,238046;-48,630051
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Urbano;163,600;-27,237810;-48,630064;160,801;-27,214186;-48,622727
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Rural;159,500;-27,203036;-48,616777;158,800;-27,197063;-48,613582
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Rural;156,600;-27,177374;-48,611774;150,101;-27,118045;-48,609080
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Urbano;148,900;-27,108257;-48,613165;146,401;-27,088585;-48,612176
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Urbano;146,400;-27,088579;-48,612160;145,750;-27,085727;-48,607731
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Rural;143,140;-27,065278;-48,595459;142,441;-27,057280;-48,598014
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Rural;138,880;-27,031637;-48,604942;137,181;-27,016203;-48,611454
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Urbano;136,620;-27,011972;-48,613673;135,901;-27,007312;-48,618478
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Urbano;135,450;-27,006085;-48,622233;130,950;-26,990258;-48,663218
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Rural;126,000;-26,955603;-48,679631;125,400;-26,950438;-48,680191
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Urbano;124,700;-26,946701;-48,685509;123,900;-26,942707;-48,692486
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Urbano;123,500;-26,939703;-48,695518;122,650;-26,934228;-48,700964
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Urbano;122,000;-26,930651;-48,704232;119,000;-26,904373;-48,715495
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Urbano;118,200;-26,897602;-48,718143;111,910;-26,845750;-48,720532
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Rural;110,340;-26,835479;-48,709252;108,310;-26,828453;-48,691989
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Rural;104,900;-26,801311;-48,678745;104,200;-26,795037;-48,680082
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Urbano;102,660;-26,781106;-48,683886;101,180;-26,767738;-48,686019
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Urbano;101,179;-26,767723;-48,686013;99,900;-26,755721;-48,689306
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Urbano;95,700;-26,720004;-48,702177;95,010;-26,713932;-48,702596
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Urbano;92,300;-26,689847;-48,696468;87,300;-26,644528;-48,687947
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Urbano;86,800;-26,641152;-48,690852;85,400;-26,634281;-48,700015
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Urbano;84,700;-26,630720;-48,704795;84,000;-26,626954;-48,709784
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Urbano;83,200;-26,623004;-48,715021;82,600;-26,618669;-48,718117
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Rural;78,000;-26,579799;-48,722296;77,600;-26,575639;-48,722647
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Urbano;74,701;-26,551864;-48,716587;74,000;-26,546461;-48,712648
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Urbano;71,550;-26,524912;-48,715880;69,900;-26,511521;-48,722842
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Rural;68,700;-26,501891;-48,728642;67,800;-26,494872;-48,732767
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Rural;64,400;-26,467892;-48,747264;63,800;-26,463762;-48,751144
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Rural;62,500;-26,457098;-48,761346;61,800;-26,454869;-48,768014
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Rural;61,500;-26,454810;-48,771041;60,900;-26,454528;-48,777242
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Rural;59,500;-26,448236;-48,789466;58,900;-26,445851;-48,794750
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Rural;48,500;-26,378614;-48,851693;48,200;-26,376327;-48,853600
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Rural;47,050;-26,367019;-48,857841;44,220;-26,342045;-48,858328
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Urbano;42,300;-26,326232;-48,865350;37,900;-26,292000;-48,884677
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Urbano;37,500;-26,288563;-48,885886;36,220;-26,278345;-48,891746
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Rural;32,780;-26,251216;-48,907928;31,780;-26,243082;-48,910949
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Rural;30,700;-26,234504;-48,915951;29,900;-26,227093;-48,916427
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Urbano;27,550;-26,205848;-48,914362;26,800;-26,199723;-48,912750
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Urbano;25,600;-26,188831;-48,911633;24,200;-26,176600;-48,908043
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Urbano;23,200;-26,167659;-48,907240;22,180;-26,158610;-48,907449
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Rural;20,200;-26,142694;-48,904685;19,600;-26,137965;-48,900679
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Urbano;14,600;-26,102901;-48,870128;14,000;-26,098235;-48,867729
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Urbano;10,700;-26,069639;-48,860581;9,900;-26,061365;-48,859894
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Urbano;7,200;-26,037895;-48,859908;6,230;-26,029158;-48,860462
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Rural;6,229;-26,029106;-48,860446;5,900;-26,025904;-48,861269
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Marginal;Crescente;Urbano;72,800;-25,357801;-49,040789;73,600;-25,365113;-49,042245
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Marginal;Crescente;Rural;90,710;-25,495677;-49,116504;92,450;-25,508328;-49,126182
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Marginal;Crescente;Urbano;96,300;-25,536707;-49,149244;97,300;-25,545089;-49,150801
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Marginal;Crescente;Urbano;97,700;-25,548874;-49,150455;99,300;-25,562146;-49,153269
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Marginal;Crescente;Urbano;101,200;-25,567003;-49,171042;101,700;-25,567957;-49,176020
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Marginal;Crescente;Urbano;103,700;-25,571101;-49,195403;104,900;-25,571377;-49,207339
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Marginal;Crescente;Urbano;112,700;-25,550760;-49,280735;113,900;-25,546532;-49,291702
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Marginal;Decrescente;Urbano;114,000;-25,546819;-49,292616;112,100;-25,553853;-49,276027
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Marginal;Decrescente;Urbano;104,400;-25,572268;-49,202389;103,400;-25,570921;-49,192740
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Marginal;Decrescente;Urbano;101,700;-25,568196;-49,175942;101,200;-25,567248;-49,171079
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Marginal;Decrescente;Urbano;99,300;-25,562447;-49,153193;98,400;-25,555075;-49,149613
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Marginal;Decrescente;Urbano;97,600;-25,547897;-49,150232;96,400;-25,537339;-49,149300
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Marginal;Decrescente;Urbano;95,700;-25,532382;-49,145008;95,200;-25,529067;-49,142046
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Marginal;Decrescente;Urbano;94,100;-25,521179;-49,135162;93,501;-25,517636;-49,132061
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Marginal;Decrescente;Urbano;76,620;-25,389661;-49,054325;75,650;-25,381522;-49,051815
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Marginal;Decrescente;Urbano;73,600;-25,365200;-49,042001;72,700;-25,357137;-49,040566
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Crescente;Urbano;615,090;-25,574621;-49,179995;616,190;-25,583373;-49,177065
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Crescente;Urbano;616,380;-25,585767;-49,174446;616,780;-25,588462;-49,172203
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Crescente;Rural;617,100;-25,591187;-49,171832;619,000;-25,608004;-49,172466
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Crescente;Urbano;619,001;-25,608043;-49,172456;620,089;-25,617136;-49,169499
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Crescente;Urbano;620,090;-25,617166;-49,169486;621,190;-25,626191;-49,165509
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Crescente;Rural;623,600;-25,647128;-49,158543;624,700;-25,656602;-49,156275
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Crescente;Rural;625,200;-25,660905;-49,155041;625,819;-25,666264;-49,153718
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Crescente;Rural;625,820;-25,666312;-49,153714;627,470;-25,680607;-49,148952
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Crescente;Urbano;629,300;-25,696760;-49,144790;631,400;-25,714823;-49,138906
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Crescente;Rural;632,700;-25,726024;-49,135182;633,300;-25,731305;-49,133233
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Crescente;Rural;637,300;-25,765991;-49,124370;638,000;-25,772032;-49,122109
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Decrescente;Urbano;644,870;-25,825963;-49,121636;644,270;-25,822265;-49,126419
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Decrescente;Urbano;644,269;-25,822236;-49,126457;643,800;-25,819080;-49,128915
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Decrescente;Rural;638,000;-25,771956;-49,121861;637,299;-25,765932;-49,124074
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Decrescente;Rural;633,400;-25,731740;-49,132762;632,700;-25,725934;-49,134859
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Decrescente;Urbano;631,690;-25,717004;-49,138035;629,091;-25,694760;-49,144677
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Decrescente;Rural;627,630;-25,681983;-49,148297;625,731;-25,665352;-49,153079
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Decrescente;Rural;625,729;-25,665308;-49,153117;625,300;-25,661882;-49,154449
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Decrescente;Rural;623,600;-25,646994;-49,158304;623,000;-25,641711;-49,159583
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Decrescente;Rural;622,800;-25,640164;-49,159933;622,600;-25,638050;-49,160472
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Decrescente;Rural;622,160;-25,636428;-49,160834;621,700;-25,630766;-49,162637
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Decrescente;Urbano;620,780;-25,622537;-49,166861;620,081;-25,616629;-49,169282
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Decrescente;Urbano;620,080;-25,616569;-49,169313;616,900;-25,589165;-49,171548
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Decrescente;Urbano;616,680;-25,587566;-49,172461;614,881;-25,572975;-49,180208
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente/Decrescente;Urbano;115,000;-25,541951;-49,302782;122,900;-25,611322;-49,318987
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente/Decrescente;Rural;122,901;-25,611322;-49,318987;125,000;-25,629827;-49,313978
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente/Decrescente;Urbano;125,001;-25,629827;-49,313978;132,000;-25,692312;-49,317482
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente/Decrescente;Rural;132,001;-25,692312;-49,317482;138,070;-25,746188;-49,317431
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente/Decrescente;Urbano;138,071;-25,746188;-49,317431;143,000;-25,789451;-49,327191
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente/Decrescente;Rural;143,001;-25,789451;-49,327191;151,960;-25,858154;-49,359826
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente/Decrescente;Urbano;151,961;-25,858154;-49,359826;154,140;-25,867857;-49,374450
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente/Decrescente;Rural;154,141;-25,867857;-49,374450;164,500;-25,875294;-49,471031
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente/Decrescente;Urbano;164,501;-25,875294;-49,471031;167,000;-25,880228;-49,493375
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente/Decrescente;Rural;167,001;-25,880228;-49,493375;191,000;-25,992431;-49,666642
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente/Decrescente;Urbano;191,001;-25,992431;-49,666642;192,400;-26,004249;-49,669819
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente/Decrescente;Rural;192,401;-26,004249;-49,669819;205,000;-26,075894;-49,747887
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente/Decrescente;Urbano;205,001;-26,075894;-49,747887;211,800;-26,107900;-49,783322
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente/Decrescente;Urbano;0,000;-26,108900;-49,784200;9,000;-26,163656;-49,848032
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente/Decrescente;Rural;9,001;-26,163656;-49,848032;52,000;-26,389694;-50,144912
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente/Decrescente;Urbano;52,001;-26,389694;-50,144912;56,000;-26,388959;-50,183392
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente/Decrescente;Rural;56,001;-26,388959;-50,183392;68,080;-26,458249;-50,228164
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente/Decrescente;Urbano;68,081;-26,458249;-50,228164;69,560;-26,464846;-50,230107
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente/Decrescente;Rural;69,561;-26,464846;-50,230107;98,740;-26,703285;-50,292500
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente/Decrescente;Urbano;98,741;-26,703285;-50,292500;100,300;-26,714506;-50,298823
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente/Decrescente;Rural;100,301;-26,714506;-50,298823;138,000;-26,951628;-50,425768
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente/Decrescente;Urbano;138,001;-26,951628;-50,425768;142,500;-26,980676;-50,394794
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente/Decrescente;Rural;142,501;-26,980676;-50,394794;165,800;-27,155583;-50,464118
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente/Decrescente;Urbano;165,801;-27,155583;-50,464118;168,200;-27,176548;-50,462372
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente/Decrescente;Rural;168,201;-27,176548;-50,462372;178,360;-27,256080;-50,450810
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente/Decrescente;Urbano;178,361;-27,256080;-50,450810;180,480;-27,271799;-50,440882
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente/Decrescente;Rural;180,481;-27,271799;-50,440882;205,760;-27,470257;-50,383515
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente/Decrescente;Urbano;205,761;-27,470257;-50,383515;209,000;-27,496235;-50,369827
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente/Decrescente;Rural;209,001;-27,496235;-50,369827;217,170;-27,562777;-50,375968
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente/Decrescente;Urbano;217,171;-27,562777;-50,375968;222,000;-27,602130;-50,355533
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente/Decrescente;Rural;222,001;-27,602130;-50,355533;244,960;-27,794326;-50,361215
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente/Decrescente;Urbano;244,961;-27,794326;-50,361215;248,000;-27,818886;-50,373740
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente/Decrescente;Rural;248,001;-27,818886;-50,373740;275,500;-28,005478;-50,540181
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente/Decrescente;Urbano;275,501;-28,005478;-50,540181;277,000;-28,015061;-50,550839
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente/Decrescente;Urbano;277,001;-28,015061;-50,550839;310,000;-28,207442;-50,758140
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Urbano;268,900;-23,607671;-46,752247;274,000;-23,618063;-46,797799
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Rural;274,001;-23,618063;-46,797799;284,200;-23,678460;-46,858111
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Urbano;284,201;-23,678460;-46,858111;285,200;-23,686796;-46,860561
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Rural;285,201;-23,686796;-46,860561;286,100;-23,693923;-46,863979
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Urbano;286,101;-23,693923;-46,863979;292,200;-23,735605;-46,895944
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Rural;292,201;-23,735605;-46,895944;294,200;-23,752131;-46,901434
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Urbano;294,201;-23,752131;-46,901434;301,000;-23,803957;-46,921270
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Rural;301,001;-23,803957;-46,921270;312,100;-23,881561;-46,971938
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Urbano;312,101;-23,881561;-46,971938;312,500;-23,884161;-46,974663
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Rural;312,501;-23,884161;-46,974663;313,000;-23,887115;-46,977918
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Urbano;313,001;-23,887115;-46,977918;315,000;-23,900856;-46,989383
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Rural;315,001;-23,900856;-46,989383;392,800;-24,285143;-47,440392
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Urbano;392,801;-24,285143;-47,440392;393,100;-24,285640;-47,442926
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Rural;393,101;-24,285640;-47,442926;424,000;-24,371500;-47,705284
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Urbano;424,001;-24,371500;-47,705284;430,100;-24,406616;-47,745072
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Rural;430,101;-24,406616;-47,745072;438,000;-24,447239;-47,804797
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Urbano;438,001;-24,447239;-47,804797;448,000;-24,521073;-47,853536
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Rural;448,001;-24,521073;-47,853536;475,000;-24,688970;-47,991886
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Urbano;475,001;-24,688970;-47,991886;475,600;-24,692884;-47,995978
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Rural;475,601;-24,692884;-47,995978;478,200;-24,707050;-48,015211
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Urbano;478,201;-24,707050;-48,015211;490,000;-24,735787;-48,118421
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Rural;490,001;-24,735787;-48,118421;569,100;-25,059796;-48,561727
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Crescente;Rural;0,000;-25,060038;-48,562347;71,100;-25,344301;-49,043480
AUTOPISTA REGIS BITTENCOURT;2017;CW-116/PR;Principal;Crescente;Urbano;0,000;-25,345555;-49,044907;18,500;-25,388970;-49,198031
AUTOPISTA REGIS BITTENCOURT;2017;CW-116/PR;Principal;Decrescente;Urbano;18,500;-25,389027;-49,198033;0,000;-25,345555;-49,044907
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Rural;71,100;-25,344301;-49,043480;0,000;-25,060032;-48,562334
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Rural;569,100;-25,059796;-48,561727;490,101;-24,736242;-48,119273
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Urbano;490,100;-24,736242;-48,119273;487,501;-24,730254;-48,096619
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Rural;487,500;-24,730254;-48,096619;478,001;-24,705930;-48,013662
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Urbano;478,000;-24,705930;-48,013662;476,001;-24,695104;-47,998647
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Rural;476,000;-24,695104;-47,998647;448,001;-24,521073;-47,853536
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Urbano;448,000;-24,521073;-47,853536;439,001;-24,453462;-47,811509
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Rural;439,000;-24,453462;-47,811509;319,001;-23,930888;-46,999631
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Urbano;319,000;-23,930888;-46,999631;313,001;-23,887115;-46,977918
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Rural;313,000;-23,887115;-46,977918;308,001;-23,858132;-46,943560
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Urbano;308,000;-23,858132;-46,943560;297,801;-23,780183;-46,915774
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Rural;297,800;-23,780183;-46,915774;294,001;-23,750357;-46,901064
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Urbano;294,000;-23,750357;-46,901064;292,001;-23,733877;-46,895373
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Rural;292,000;-23,733877;-46,895373;286,001;-23,693063;-46,863682
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Urbano;286,000;-23,693063;-46,863682;268,900;-23,607671;-46,752247
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente/Decrescente;Rural;559,641;-5,124000;-56,110900;573,000;-5,033000;-56,188900
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente/Decrescente;Urbano;573,001;-5,033000;-56,188900;576,200;-5,010400;-56,180300
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente/Decrescente;Rural;576,201;-5,010400;-56,180300;605,059;-4,802400;-56,121000
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente/Decrescente;Urbano;605,060;-4,802400;-56,121000;606,930;-4,790300;-56,121100
