concessionaria;ano_do_pnv_snv;rodovia_uf;tipo_pista;sentido;tipo_faixa;km_m_inicial;latitude_inicial;longitude_inicial;km_m_final;latitude_final;longitude_final
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Decrescente;Terceira faixa;145,700;-25,812659;-49,328538;146,200;-25,816233;-49,331358
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente;Acostamento;146,207;-25,816346;-49,331459;146,541;-25,818880;-49,333209
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente;Acostamento;147,790;-25,829716;-49,335968;152,040;-25,859175;-49,360361
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente;Terceira faixa;148,500;-25,834862;-49,338721;149,000;-25,837968;-49,342298
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Decrescente;Acostamento;149,021;-25,838250;-49,342577;154,300;-25,868009;-49,376176
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Decrescente;Terceira faixa;152,400;-25,862078;-49,361796;153,000;-25,867323;-49,364472
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente;Acostamento;153,139;-25,868366;-49,365421;154,820;-25,866288;-49,380948
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente;Terceira faixa;154,300;-25,867981;-49,376034;155,200;-25,865112;-49,384427
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Decrescente;Terceira faixa;154,900;-25,866051;-49,381583;155,400;-25,865200;-49,386423
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Decrescente;Acostamento;155,200;-25,866437;-49,380622;159,517;-25,864764;-49,424843
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente;Acostamento;155,416;-25,865219;-49,386492;156,625;-25,864972;-49,388603
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Decrescente;Terceira faixa;156,700;-25,863042;-49,399074;157,400;-25,861701;-49,405838
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente;Acostamento;157,327;-25,861576;-49,405110;158,580;-25,865398;-49,415662
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Decrescente;Terceira faixa;158,600;-25,865296;-49,415869;159,400;-25,864829;-49,423680
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente;Acostamento;159,430;-25,864786;-49,423934;161,466;-25,865194;-49,443468
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente;Terceira faixa;159,500;-25,864732;-49,424668;160,000;-25,864204;-49,429607
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Decrescente;Acostamento;159,925;-25,865478;-49,411167;161,229;-25,865634;-49,441139
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente;Terceira faixa;161,100;-25,865776;-49,439888;161,700;-25,865208;-49,445808
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Decrescente;Terceira faixa;161,600;-25,865112;-49,444823;162,800;-25,868839;-49,455668
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Decrescente;Acostamento;161,805;-25,865443;-49,446799;167,333;-25,881808;-49,496260
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente;Acostamento;162,652;-25,868155;-49,454399;170,463;-25,894418;-49,523700
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Decrescente;Acostamento;167,400;-25,882091;-49,496805;180,245;-25,916835;-49,611158
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente;Terceira faixa;169,900;-25,891256;-49,518866;171,100;-25,893383;-49,529301
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Decrescente;Terceira faixa;170,500;-25,894513;-49,523801;171,400;-25,892129;-49,531959
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente;Acostamento;171,463;-25,891795;-49,532629;173,467;-25,896801;-49,551366
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Decrescente;Terceira faixa;173,500;-25,896849;-49,551499;175,000;-25,901383;-49,565612
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente;Acostamento;175,060;-25,901577;-49,565847;176,700;-25,908046;-49,580470
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Decrescente;Terceira faixa;176,900;-25,908397;-49,582183;178,700;-25,914965;-49,598066
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente;Acostamento;178,672;-25,914743;-49,597782;183,032;-25,931377;-49,633178
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente;Terceira faixa;180,300;-25,917152;-49,611726;181,200;-25,921782;-49,618911
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Decrescente;Acostamento;181,200;-25,921917;-49,619020;191,000;-25,992730;-49,666681
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Decrescente;Terceira faixa;183,100;-25,931612;-49,633651;183,800;-25,936012;-49,638164
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente;Acostamento;183,857;-25,936699;-49,638134;188,611;-25,973458;-49,661092
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Decrescente;Terceira faixa;188,600;-25,973175;-49,660928;190,200;-25,985080;-49,665154
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente;Acostamento;190,211;-25,985433;-49,665200;190,970;-25,992153;-49,666570
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente;Acostamento;191,398;-25,996194;-49,667650;196,580;-26,034322;-49,691672
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Decrescente;Acostamento;191,460;-25,996747;-49,667754;193,377;-26,013282;-49,672208
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente;Terceira faixa;193,500;-26,014301;-49,672525;196,000;-26,030585;-49,687473
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Decrescente;Acostamento;195,997;-26,030601;-49,687501;203,580;-26,070324;-49,737786
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Decrescente;Terceira faixa;196,700;-26,035013;-49,692446;199,700;-26,053812;-49,710857
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente;Acostamento;199,700;-26,053862;-49,710889;201,862;-26,060444;-49,730549
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Decrescente;Terceira faixa;202,100;-26,062234;-49,731453;202,800;-26,068137;-49,730445
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente;Acostamento;202,648;-26,067064;-49,730067;204,020;-26,071101;-49,740754
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Decrescente;Acostamento;203,900;-26,071368;-49,740725;208,900;-26,084377;-49,776796
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Decrescente;Terceira faixa;204,300;-26,072658;-49,742784;206,000;-26,074602;-49,755632
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente;Acostamento;206,020;-26,074431;-49,755983;208,860;-26,084755;-49,777502
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente;Acostamento;209,717;-26,090386;-49,780249;210,674;-26,098894;-49,780646
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Decrescente;Acostamento;209,741;-26,090641;-49,780132;211,442;-26,097497;-49,780571
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente;Acostamento;210,915;-26,101356;-49,780733;211,000;-26,101488;-49,780760
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente;Acostamento;211,675;-26,107093;-49,782609;211,800;-26,108852;-49,784140
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Decrescente;Acostamento;211,675;-26,105386;-49,781249;211,800;-26,108853;-49,784141
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Acostamento;0,190;-26,110856;-49,785825;0,950;-26,116874;-49,786850
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Terceira faixa;0,200;-26,110316;-49,785377;0,800;-26,115537;-49,786315
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;0,770;-26,115006;-49,786193;0,913;-26,116237;-49,786504
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;1,200;-26,118539;-49,787813;2,200;-26,125614;-49,794579
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Acostamento;1,287;-26,119036;-49,788615;1,620;-26,121324;-49,790688
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Acostamento;1,858;-26,122986;-49,792190;4,260;-26,137792;-49,810528
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;2,400;-26,127033;-49,795828;4,300;-26,138062;-49,810810
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Acostamento;4,620;-26,139764;-49,813364;12,460;-26,180777;-49,872389
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;4,800;-26,140802;-49,814777;12,069;-26,178982;-49,869138
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Terceira faixa;7,815;-26,157249;-49,838676;10,300;-26,157761;-49,839412
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Terceira faixa;10,705;-26,175033;-49,856545;12,097;-26,178893;-49,869009
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;12,472;-26,180887;-49,872430;17,600;-26,222634;-49,891795
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Acostamento;13,000;-26,184911;-49,874306;17,500;-26,221806;-49,891381
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Terceira faixa;13,295;-26,187443;-49,875291;14,380;-26,196553;-49,878772
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Terceira faixa;13,575;-26,189829;-49,876201;14,705;-26,199316;-49,879825
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Terceira faixa;14,775;-26,199914;-49,880052;15,880;-26,208949;-49,883921
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Terceira faixa;15,105;-26,202505;-49,881041;16,140;-26,211077;-49,885151
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;18,600;-26,231053;-49,896644;21,000;-26,250624;-49,907969
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;22,000;-26,258800;-49,912690;24,000;-26,273156;-49,920964
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;24,860;-26,279455;-49,925822;25,168;-26,281306;-49,928158
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Terceira faixa;25,200;-26,281471;-49,928448;26,100;-26,286947;-49,935500
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Acostamento;25,000;-26,280266;-49,926897;31,000;-26,394468;-50,158724
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Acostamento;34,000;-26,330900;-49,996100;53,490;-26,394468;-50,158724
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;26,133;-26,287244;-49,935848;30,200;-26,312613;-49,963728
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Terceira faixa;31,285;-26,318111;-49,972917;33,785;-26,329811;-49,994195
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;33,560;-26,329000;-49,992500;38,500;-26,343800;-50,038400
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;39,240;-26,345000;-50,045600;47,000;-26,355800;-50,113100
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;47,522;-26,359500;-50,116200;53,780;-26,395000;-50,161600
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Terceira faixa;52,600;-26,391582;-50,150272;53,400;-26,394150;-50,157880
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;53,980;-26,394800;-50,163500;67,000;-26,442100;-50,228500
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Acostamento;55,000;-26,392910;-50,173338;67,502;-26,446641;-50,228190
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Terceira faixa;66,555;-26,438035;-50,228718;68,005;-26,451119;-50,227920
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;67,600;-26,447520;-50,228111;69,960;-26,467124;-50,230735
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Acostamento;68,000;-26,451106;-50,227895;69,250;-26,462166;-50,229307
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;71,527;-26,482316;-50,232573;71,694;-26,483793;-50,232612
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Acostamento;81,450;-26,569032;-50,221701;81,750;-26,571723;-50,221645
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Acostamento;82,000;-26,573806;-50,221743;82,100;-26,574701;-50,221847
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Acostamento;87,060;-26,617194;-50,234957;99,100;-26,706487;-50,292570
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;94,800;-26,670352;-50,284547;99,640;-26,711197;-50,293508
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;105,600;-26,755868;-50,316431;107,580;-26,755314;-50,331559
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Terceira faixa;107,600;-26,755181;-50,331588;107,900;-26,752869;-50,332631
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;107,883;-26,752947;-50,332611;108,000;-26,752302;-50,333679
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;111,360;-26,771200;-50,349653;111,880;-26,775708;-50,348174
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Acostamento;114,523;-26,797469;-50,341082;116,060;-26,808953;-50,344615
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Acostamento;116,160;-26,809700;-50,345200;123,000;-26,841487;-50,398134
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;114,523;-26,797482;-50,341048;123,840;-26,847594;-50,402885
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Terceira faixa;114,580;-26,799323;-50,340071;116,300;-26,810513;-50,345952
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Terceira faixa;115,265;-26,803175;-50,339839;117,720;-26,820942;-50,352716
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Terceira faixa;117,780;-26,820944;-50,353313;118,565;-26,822692;-50,360954
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Acostamento;123,001;-26,841477;-50,398121;124,160;-26,849698;-50,404947
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Terceira faixa;121,160;-26,830174;-50,385693;124,285;-26,850730;-50,405146
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;126,880;-26,871256;-50,412513;127,940;-26,875087;-50,422045
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;128,000;-26,875050;-50,422638;129,000;-26,881034;-50,428907
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;132,200;-26,907461;-50,440999;134,000;-26,922368;-50,443902
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;135,000;-26,927001;-50,435871;136,000;-26,935366;-50,432639
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;137,780;-26,950321;-50,427254;140,800;-26,969934;-50,406666
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Terceira faixa;134,920;-26,926660;-50,436751;137,920;-26,951076;-50,426392
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Acostamento;138,100;-26,952232;-50,425112;140,320;-26,966639;-50,408841
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Acostamento;143,980;-26,993395;-50,397415;144,720;-26,986787;-50,394642
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;145,860;-26,996277;-50,413240;147,195;-27,007366;-50,418182
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Acostamento;148,460;-27,017923;-50,422803;154,380;-27,066946;-50,428147
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;150,120;-27,029657;-50,425457;153,000;-27,055009;-50,427181
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Acostamento;160,580;-27,110711;-50,456553;161,020;-27,114693;-50,457454
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Acostamento;165,900;-27,156804;-50,464717;172,520;-27,214197;-50,465733
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;167,825;-27,173294;-50,463115;169,379;-27,186781;-50,464617
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Terceira faixa;167,900;-27,173672;-50,463034;169,200;-27,185099;-50,464830
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Terceira faixa;169,300;-27,185997;-50,464830;172,500;-27,213912;-50,465572
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;170,108;-27,192995;-50,463818;171,200;-27,202537;-50,465685
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;172,000;-27,209651;-50,465855;173,000;-27,218198;-50,466095
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Terceira faixa;172,700;-27,215602;-50,466254;172,900;-27,217339;-50,466632
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Terceira faixa;172,901;-27,217339;-50,466632;174,700;-27,228378;-50,467340
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Acostamento;174,000;-27,224289;-50,463585;184,000;-27,297451;-50,427849
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Acostamento;186,000;-27,311779;-50,419564;186,900;-27,318985;-50,423727
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;176,000;-27,238869;-50,462778;179,000;-27,260995;-50,446929
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;180,740;-27,274042;-50,440841;185,000;-27,303545;-50,421615
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Terceira faixa;185,000;-27,303631;-50,421396;186,700;-27,317232;-50,423069
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;186,000;-27,311784;-50,419571;186,800;-27,318132;-50,423562
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Acostamento;187,880;-27,327527;-50,423586;189,000;-27,336828;-50,427276
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;188,000;-27,328371;-50,424189;195,000;-27,387299;-50,428812
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Terceira faixa;189,800;-27,343332;-50,429866;190,900;-27,352018;-50,434630
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Acostamento;189,820;-27,343582;-50,430175;194,000;-27,378525;-50,430040
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Terceira faixa;194,200;-27,380133;-50,430021;194,500;-27,382804;-50,429668
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Acostamento;194,220;-27,380501;-50,430068;195,000;-27,387305;-50,428886
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Terceira faixa;195,200;-27,389036;-50,428509;195,800;-27,394061;-50,426376
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;195,200;-27,389083;-50,428504;196,000;-27,395756;-50,425528
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Acostamento;195,220;-27,389259;-50,428488;197,000;-27,404128;-50,421531
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;197,000;-27,404092;-50,421443;199,000;-27,419677;-50,411916
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Terceira faixa;197,700;-27,409971;-50,418627;198,800;-27,418489;-50,413512
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Acostamento;197,760;-27,410406;-50,418472;199,000;-27,419711;-50,411948
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Terceira faixa;199,200;-27,421314;-50,411237;199,600;-27,424860;-50,410574
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Acostamento;199,250;-27,421805;-50,411155;201,000;-27,436155;-50,406051
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;199,250;-27,421798;-50,411125;206,000;-27,471898;-50,382212
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Terceira faixa;201,100;-27,436580;-50,404955;202,700;-27,445996;-50,395716
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Acostamento;201,040;-27,436298;-50,405677;203,000;-27,448665;-50,396174
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Terceira faixa;203,200;-27,450396;-50,396279;204,400;-27,459574;-50,390589
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Acostamento;203,240;-27,450829;-50,396258;205,000;-27,464228;-50,387048
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Terceira faixa;205,200;-27,465719;-50,385904;205,600;-27,469056;-50,384402
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Acostamento;205,300;-27,466530;-50,385574;205,680;-27,469655;-50,384013
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Acostamento;206,000;-27,471934;-50,382287;207,000;-27,480637;-50,379774
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;206,170;-27,473279;-50,381643;207,000;-27,480614;-50,379725
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;207,170;-27,482032;-50,379054;209,000;-27,496049;-50,370060
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Acostamento;207,350;-27,483549;-50,378392;209,000;-27,496070;-50,370110
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Terceira faixa;207,500;-27,484724;-50,377821;208,600;-27,493572;-50,372952
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Terceira faixa;209,800;-27,502176;-50,365885;210,600;-27,508687;-50,365071
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Acostamento;209,860;-27,502557;-50,365827;210,615;-27,508971;-50,364907
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;209,900;-27,502893;-50,365742;210,987;-27,512102;-50,364354
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Terceira faixa;211,000;-27,511889;-50,364271;211,500;-27,516083;-50,365395
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Acostamento;211,000;-27,512163;-50,364449;213,000;-27,528449;-50,368238
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Acostamento;214,000;-27,535101;-50,375164;216,000;-27,552599;-50,377011
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Acostamento;217,000;-27,561586;-50,376659;220,400;-27,589723;-50,363378
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;211,500;-27,516549;-50,365268;212,000;-27,520603;-50,363649
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Acostamento;213,000;-27,528478;-50,368183;221,000;-27,593836;-50,359505
