concessionaria;ano_do_pnv_snv;rodovia_uf;tipo_pista;sentido;tipo_pavimento;km_m_inicial;latitude_inicial;longitude_inicial;km_m_final;latitude_final;longitude_final
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Pavimento Flexível;68,700;-26,501891;-48,728642;67,800;-26,494872;-48,732767
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Pavimento Flexível;64,400;-26,467892;-48,747264;63,800;-26,463762;-48,751144
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Pavimento Flexível;62,500;-26,457098;-48,761346;61,800;-26,454869;-48,768014
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Pavimento Flexível;61,500;-26,454810;-48,771041;60,900;-26,454528;-48,777242
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Pavimento Flexível;59,500;-26,448236;-48,789466;58,900;-26,445851;-48,794750
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Pavimento Flexível;48,500;-26,378614;-48,851693;48,200;-26,376327;-48,853600
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Pavimento Flexível;47,050;-26,367019;-48,857841;44,220;-26,342045;-48,858328
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Pavimento Flexível;42,300;-26,326232;-48,865350;37,900;-26,292000;-48,884677
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Pavimento Flexível;37,500;-26,288563;-48,885886;36,220;-26,278345;-48,891746
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Pavimento Flexível;32,780;-26,251216;-48,907928;31,780;-26,243082;-48,910949
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Pavimento Flexível;30,700;-26,234504;-48,915951;29,900;-26,227093;-48,916427
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Pavimento Flexível;27,550;-26,205848;-48,914362;26,800;-26,199723;-48,912750
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Pavimento Flexível;25,600;-26,188831;-48,911633;24,200;-26,176600;-48,908043
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Pavimento Flexível;23,200;-26,167659;-48,907240;22,180;-26,158610;-48,907449
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Pavimento Flexível;20,200;-26,142694;-48,904685;19,600;-26,137965;-48,900679
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Pavimento Rígido;14,600;-26,102901;-48,870128;14,000;-26,098235;-48,867729
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Pavimento Flexível;10,700;-26,069639;-48,860581;9,900;-26,061365;-48,859894
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Pavimento Flexível;7,200;-26,037895;-48,859908;6,230;-26,029158;-48,860462
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Marginal;Decrescente;Pavimento Flexível;6,229;-26,029106;-48,860446;5,900;-26,025904;-48,861269
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Marginal;Crescente;Pavimento Flexível;72,800;-25,357801;-49,040789;73,600;-25,365113;-49,042245
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Marginal;Crescente;Pavimento Flexível;90,710;-25,495677;-49,116504;92,450;-25,508328;-49,126182
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Marginal;Crescente;Pavimento Flexível;96,300;-25,536707;-49,149244;97,300;-25,545089;-49,150801
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Marginal;Crescente;Pavimento Flexível;97,700;-25,548874;-49,150455;99,300;-25,562146;-49,153269
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Marginal;Crescente;Pavimento Flexível;101,200;-25,567003;-49,171042;101,700;-25,567957;-49,176020
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Marginal;Crescente;Pavimento Flexível;103,700;-25,571101;-49,195403;104,900;-25,571377;-49,207339
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Marginal;Crescente;Pavimento Flexível;112,700;-25,550760;-49,280735;113,900;-25,546532;-49,291702
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Marginal;Decrescente;Pavimento Flexível;114,000;-25,546819;-49,292616;112,100;-25,553853;-49,276027
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Marginal;Decrescente;Pavimento Flexível;104,400;-25,572268;-49,202389;103,400;-25,570921;-49,192740
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Marginal;Decrescente;Pavimento Flexível;101,700;-25,568196;-49,175942;101,200;-25,567248;-49,171079
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Marginal;Decrescente;Pavimento Flexível;99,300;-25,562447;-49,153193;98,400;-25,555075;-49,149613
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Marginal;Decrescente;Pavimento Flexível;97,600;-25,547897;-49,150232;96,400;-25,537339;-49,149300
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Marginal;Decrescente;Pavimento Flexível;95,700;-25,532382;-49,145008;95,200;-25,529067;-49,142046
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Marginal;Decrescente;Pavimento Flexível;94,100;-25,521179;-49,135162;93,501;-25,517636;-49,132061
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Marginal;Decrescente;Pavimento Flexível;76,620;-25,389661;-49,054325;75,650;-25,381522;-49,051815
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Marginal;Decrescente;Pavimento Flexível;73,600;-25,365200;-49,042001;72,700;-25,357137;-49,040566
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Crescente;Pavimento Flexível;615,090;-25,574621;-49,179995;616,190;-25,583373;-49,177065
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Crescente;Pavimento Flexível;616,380;-25,585767;-49,174446;616,780;-25,588462;-49,172203
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Crescente;Pavimento Flexível;617,100;-25,591187;-49,171832;619,000;-25,608004;-49,172466
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Crescente;Pavimento Flexível;619,001;-25,608043;-49,172456;620,089;-25,617136;-49,169499
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Crescente;Pavimento Flexível;620,090;-25,617166;-49,169486;621,190;-25,626191;-49,165509
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Crescente;Pavimento Flexível;623,600;-25,647128;-49,158543;624,700;-25,656602;-49,156275
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Crescente;Pavimento Flexível;625,200;-25,660905;-49,155041;625,819;-25,666264;-49,153718
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Crescente;Pavimento Flexível;625,820;-25,666312;-49,153714;627,470;-25,680607;-49,148952
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Crescente;Pavimento Flexível;629,300;-25,696760;-49,144790;631,400;-25,714823;-49,138906
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Crescente;Pavimento Flexível;632,700;-25,726024;-49,135182;633,300;-25,731305;-49,133233
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Crescente;Pavimento Flexível;637,300;-25,765991;-49,124370;638,000;-25,772032;-49,122109
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Decrescente;Pavimento Flexível;644,870;-25,825963;-49,121636;644,270;-25,822265;-49,126419
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Decrescente;Pavimento Flexível;644,269;-25,822236;-49,126457;643,800;-25,819080;-49,128915
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Decrescente;Pavimento Flexível;638,000;-25,771956;-49,121861;637,299;-25,765932;-49,124074
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Decrescente;Pavimento Flexível;633,400;-25,731740;-49,132762;632,700;-25,725934;-49,134859
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Decrescente;Pavimento Flexível;631,690;-25,717004;-49,138035;629,091;-25,694760;-49,144677
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Decrescente;Pavimento Flexível;627,630;-25,681983;-49,148297;625,731;-25,665352;-49,153079
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Decrescente;Pavimento Flexível;625,729;-25,665308;-49,153117;625,300;-25,661882;-49,154449
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Decrescente;Pavimento Flexível;623,600;-25,646994;-49,158304;623,000;-25,641711;-49,159583
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Decrescente;Pavimento Flexível;622,800;-25,640164;-49,159933;622,600;-25,638050;-49,160472
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Decrescente;Pavimento Flexível;622,160;-25,636428;-49,160834;621,700;-25,630766;-49,162637
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Decrescente;Pavimento Flexível;620,780;-25,622537;-49,166861;620,081;-25,616629;-49,169282
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Decrescente;Pavimento Flexível;620,080;-25,616569;-49,169313;616,900;-25,589165;-49,171548
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Marginal;Decrescente;Pavimento Flexível;616,680;-25,587566;-49,172461;614,881;-25,572975;-49,180208
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Marginal;Crescente;Pavimento Flexível;115,500;-25,546361;-49,303895;117,000;-25,559461;-49,307221
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Marginal;Crescente;Pavimento Flexível;128,460;-25,660753;-49,312987;129,061;-25,665726;-49,314298
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Marginal;Crescente;Pavimento Flexível;140,870;-25,771699;-49,323209;141,470;-25,776036;-49,324031
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Marginal;Crescente;Pavimento Flexível;205,180;-26,076066;-49,752189;206,200;-26,074464;-49,761145
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Marginal;Crescente;Pavimento Flexível;4,700;-26,140214;-49,814011;6,640;-26,150218;-49,828982
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Marginal;Crescente;Pavimento Flexível;6,850;-26,152230;-49,831839;8,700;-26,161646;-49,845146
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Marginal;Decrescente;Pavimento Flexível;115,500;-25,546432;-49,303697;116,920;-25,558913;-49,306675
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Marginal;Decrescente;Pavimento Flexível;128,460;-25,660764;-49,312911;129,243;-25,667585;-49,314312
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Marginal;Decrescente;Pavimento Flexível;137,760;-25,743705;-49,317195;138,480;-25,749987;-49,316964
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Marginal;Decrescente;Pavimento Flexível;140,830;-25,771090;-49,322665;141,470;-25,776046;-49,323913
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Marginal;Decrescente;Pavimento Flexível;141,600;-25,777457;-49,324061;142,500;-25,785239;-49,325943
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Marginal;Decrescente;Pavimento Flexível;204,680;-26,075156;-49,745629;205,861;-26,075299;-49,754600
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Marginal;Decrescente;Pavimento Flexível;4,700;-26,140247;-49,813988;8,400;-26,159654;-49,842090
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente;Pavimento Flexível;115,000;-25,541951;-49,302827;134,515;-25,714462;-49,318453
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente;Pavimento Rígido;134,516;-25,714462;-49,318453;134,565;-25,714918;-49,318473
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente;Pavimento Flexível;134,566;-25,714918;-49,318473;203,775;-26,070638;-49,739774
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente;Pavimento Rígido;203,776;-26,070619;-49,739898;203,825;-26,070793;-49,740233
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente;Pavimento Flexível;203,826;-26,070809;-49,740350;211,800;-26,108016;-49,783346
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Pavimento Flexível;0,000;-26,109170;-49,784420;81,610;-26,570400;-50,221800
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Pavimento Rígido;81,611;-26,570528;-50,221769;81,660;-26,570965;-50,221766
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Pavimento Flexível;81,661;-26,570965;-50,221766;152,282;-27,048801;-50,426606
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Pavimento Rígido;152,283;-27,048801;-50,426606;152,332;-27,049179;-50,426867
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Pavimento Flexível;152,333;-27,049179;-50,426867;233,060;-27,697553;-50,335833
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Pavimento Rígido;233,061;-27,697553;-50,335833;233,110;-27,697998;-50,335798
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;Pavimento Flexível;233,111;-27,697998;-50,335798;310,000;-28,207464;-50,758011
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Decrescente;Pavimento Flexível;115,000;-25,541951;-49,302827;134,505;-25,714353;-49,317960
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Decrescente;Pavimento Rígido;134,506;-25,714353;-49,317960;134,555;-25,714784;-49,318012
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Decrescente;Pavimento Flexível;134,556;-25,714784;-49,318012;203,765;-26,070848;-49,739536
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Decrescente;Pavimento Rígido;203,766;-26,070614;-49,739793;203,815;-26,071030;-49,739973
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Decrescente;Pavimento Flexível;203,816;-26,070767;-49,740262;211,800;-26,108039;-49,783322
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Pavimento Flexível;0,000;-26,109170;-49,784420;81,600;-26,570500;-50,221500
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Pavimento Rígido;81,601;-26,570422;-50,221514;81,650;-26,570856;-50,221560
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Pavimento Flexível;81,651;-26,570856;-50,221560;152,272;-27,048815;-50,426318
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Pavimento Rígido;152,273;-27,048815;-50,426318;152,322;-27,049213;-50,426520
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Pavimento Flexível;152,323;-27,049213;-50,426520;233,070;-27,697400;-50,335547
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Pavimento Rígido;233,071;-27,697658;-50,335577;233,120;-27,698100;-50,335475
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Pavimento Flexível;233,121;-27,697825;-50,335412;310,000;-28,207461;-50,757987
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Pavimento Flexível;268,900;-23,607671;-46,752247;296,140;-23,767295;-46,908860
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Pavimento Rígido;296,141;-23,767296;-46,908870;296,360;-23,768980;-46,910010
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Pavimento Flexível;296,361;-23,768980;-46,910010;298,700;-23,787620;-46,913038
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Pavimento Rígido;298,701;-23,787621;-46,913039;298,735;-23,787916;-46,913117
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Pavimento Flexível;298,736;-23,787917;-46,913118;356,540;-24,095799;-47,256491
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Pavimento Rígido;356,541;-24,095800;-47,256492;357,700;-24,102207;-47,258863
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Pavimento Flexível;357,701;-24,102208;-47,258864;359,172;-24,110438;-47,268353
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Pavimento Rígido;359,173;-24,110439;-47,268354;360,015;-24,112693;-47,268782
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Pavimento Flexível;360,016;-24,112694;-47,268783;360,427;-24,116381;-47,268893
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Pavimento Rígido;360,428;-24,116382;-47,268894;361,192;-24,119789;-47,268998
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Pavimento Flexível;361,193;-24,119790;-47,268999;370,715;-24,157736;-47,326113
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Pavimento Rígido;370,716;-24,157737;-47,326114;370,750;-24,158045;-47,326255
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Pavimento Flexível;370,751;-24,158046;-47,326256;426,870;-24,389155;-47,722461
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Pavimento Rígido;426,871;-24,389156;-47,722462;426,905;-24,389416;-47,722656
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Pavimento Flexível;426,906;-24,389417;-47,722657;485,746;-24,721981;-48,082586
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Pavimento Rígido;485,747;-24,721982;-48,082587;485,780;-24,722080;-48,082901
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Pavimento Flexível;485,781;-24,722090;-48,082902;542,873;-24,964194;-48,418553
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Pavimento Rígido;542,874;-24,964195;-48,418554;542,908;-24,112693;-47,268782
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;Pavimento Flexível;542,909;-24,112694;-47,268783;569,100;-25,059796;-48,561727
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Crescente;Pavimento Flexível;0,001;-25,060039;-48,562348;56,900;-25,289281;-48,933315
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Crescente;Pavimento Rígido;56,901;-25,289282;-48,933316;56,935;-25,289565;-48,933463
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Crescente;Pavimento Flexível;56,936;-25,289566;-48,933464;71,100;-25,344301;-49,043480
AUTOPISTA REGIS BITTENCOURT;2017;CW-116/PR;Principal;Crescente;Pavimento Flexível;0,000;-25,345555;-49,044907;18,500;-25,388970;-49,198031
AUTOPISTA REGIS BITTENCOURT;2017;CW-116/PR;Principal;Decrescente;Pavimento Flexível;18,500;-25,388970;-49,198031;0,000;-25,345555;-49,044907
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Pavimento Flexível;71,099;-25,344301;-49,043479;56,935;-25,289565;-48,933463
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Pavimento Rígido;56,934;-25,289565;-48,933462;56,900;-25,289281;-48,933315
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Decrescente;Pavimento Flexível;56,899;-25,289281;-48,933314;0,000;-25,060038;-48,562347
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Pavimento Flexível;569,099;-25,059796;-48,561726;542,908;-24,112693;-47,268782
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Pavimento Rígido;542,907;-24,112693;-47,268781;542,873;-24,964194;-48,411853
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Pavimento Flexível;542,872;-24,964194;-48,411852;485,780;-24,722080;-48,082901
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Pavimento Rígido;485,779;-24,722080;-48,082900;485,746;-24,721981;-48,082586
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Pavimento Flexível;485,745;-24,721981;-48,082585;370,750;-24,158045;-47,326255
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Pavimento Rígido;370,749;-24,158045;-47,326254;370,715;-24,157736;-47,326113
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Pavimento Flexível;370,714;-24,157736;-47,326112;349,363;-24,054230;-47,216045
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Pavimento Rígido;349,362;-24,054230;-47,216044;348,900;-24,052812;-47,212630
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Pavimento Flexível;348,899;-24,052812;-47,212629;298,735;-23,787916;-46,913117
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Pavimento Flexível;298,734;-23,787914;-46,913115;268,900;-23,607640;-46,752148
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/MT;Principal;Crescente;Pavimento Flexível;854,200;-11,693600;-55,451600;949,600;-11,012000;-55,252300
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/MT;Principal;Crescente;Pavimento Flexível;949,601;-11,012000;-55,252300;951,000;-11,000400;-55,245400
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/MT;Principal;Crescente;Pavimento Flexível;951,001;-11,000400;-55,245400;969,400;-10,853400;-55,189500
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/MT;Principal;Crescente;Pavimento Flexível;969,401;-10,853400;-55,189500;970,700;-10,843000;-55,185100
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/MT;Principal;Crescente;Pavimento Flexível;970,701;-10,843000;-55,185100;1000,900;-10,617800;-55,118100
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/MT;Principal;Crescente;Pavimento Flexível;1000,901;-10,617800;-55,118100;1003,100;-10,599200;-55,101600
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/MT;Principal;Crescente;Pavimento Flexível;1003,101;-10,599200;-55,101600;1042,300;-10,259800;-55,001500
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/MT;Principal;Crescente;Pavimento Flexível;1042,301;-10,259800;-55,001500;1047,000;-10,226800;-54,974400
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/MT;Principal;Crescente;Pavimento Flexível;1047,001;-10,226800;-54,974400;1052,500;-10,195400;-54,952800
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/MT;Principal;Crescente;Pavimento Flexível;1052,501;-10,195400;-54,952800;1057,600;-10,144900;-54,929800
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/MT;Principal;Crescente;Pavimento Flexível;1057,601;-10,144900;-54,929800;1077,300;-9,972700;-54,905700
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/MT;Principal;Crescente;Pavimento Flexível;1077,301;-9,972700;-54,905700;1082,600;-9,929600;-54,904700
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/MT;Principal;Crescente;Pavimento Flexível;1082,601;-9,929600;-54,904700;1115,320;-9,570400;-54,876900
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/MT;Principal;Crescente;Pavimento Flexível;1115,321;-9,570400;-54,876900;1118,600;-9,570400;-54,876900
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Pavimento Flexível;120,001;-8,628800;-55,042400;122,500;-8,612300;-55,052800
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Pavimento Flexível;122,501;-8,612300;-55,052800;156,540;-8,332300;-55,097400
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Pavimento Flexível;156,541;-8,332300;-55,097400;160,900;-8,301000;-55,105300
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Pavimento Flexível;160,901;-8,301000;-55,105300;224,800;-7,737200;-55,206100
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Pavimento Flexível;224,801;-7,737200;-55,206100;227,200;-7,721100;-55,208200
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Pavimento Flexível;227,201;-7,721100;-55,208200;276,900;-7,309600;-55,312600
CONCESSIONÁRIA VIA BRASIL BR-163;2021;BR-163/PA;Principal;Crescente;Pavimento Flexível;276,901;-7,309600;-55,312600;280,500;-7,289900;-55,310400
