concessionaria,ano_do_pnv_snv,rodovia,km_m,sentido,latitude,longitude
ECO101,2020,BR-101/ES,198.62,Decrescente,-19.717495,-40.347011
ECO101,2020,BR-101/ES,198.64,Crescente,-19.717586,-40.347172
ECO101,2020,BR-101/ES,198.64,Decrescente,-19.717586,-40.347172
ECO101,2020,BR-101/ES,198.66,Crescente,-19.717682,-40.34733
ECO101,2020,BR-101/ES,198.66,Decrescente,-19.717682,-40.34733
ECO101,2020,BR-101/ES,198.68,Crescente,-19.717784,-40.347484
ECO101,2020,BR-101/ES,198.68,Decrescente,-19.717784,-40.347484
ECO101,2020,BR-101/ES,198.7,Crescente,-19.717889,-40.347636
ECO101,2020,BR-101/ES,198.7,Decrescente,-19.717889,-40.347636
ECO101,2020,BR-101/ES,198.72,Crescente,-19.717998,-40.347786
ECO101,2020,BR-101/ES,198.72,Decrescente,-19.717998,-40.347786
ECO101,2020,BR-101/ES,198.74,Crescente,-19.718111,-40.347932
ECO101,2020,BR-101/ES,198.74,Decrescente,-19.718111,-40.347932
ECO101,2020,BR-101/ES,198.76,Crescente,-19.718228,-40.348076
ECO101,2020,BR-101/ES,198.76,Decrescente,-19.718228,-40.348076
ECO101,2020,BR-101/ES,198.78,Crescente,-19.718345,-40.348219
ECO101,2020,BR-101/ES,198.78,Decrescente,-19.718345,-40.348219
ECO101,2020,BR-101/ES,198.8,Crescente,-19.71846,-40.348364
ECO101,2020,BR-101/ES,198.8,Decrescente,-19.71846,-40.348364
ECO101,2020,BR-101/ES,198.82,Crescente,-19.718577,-40.348507
ECO101,2020,BR-101/ES,198.82,Decrescente,-19.718577,-40.348507
ECO101,2020,BR-101/ES,198.84,Crescente,-19.718694,-40.348651
ECO101,2020,BR-101/ES,198.84,Decrescente,-19.718694,-40.348651
ECO101,2020,BR-101/ES,198.86,Crescente,-19.718811,-40.348794
ECO101,2020,BR-101/ES,198.86,Decrescente,-19.718811,-40.348794
ECO101,2020,BR-101/ES,198.88,Crescente,-19.718928,-40.348938
ECO101,2020,BR-101/ES,198.88,Decrescente,-19.718928,-40.348938
ECO101,2020,BR-101/ES,198.9,Crescente,-19.719045,-40.349081
ECO101,2020,BR-101/ES,198.9,Decrescente,-19.719045,-40.349081
ECO101,2020,BR-101/ES,198.92,Crescente,-19.719162,-40.349224
ECO101,2020,BR-101/ES,198.92,Decrescente,-19.719162,-40.349224
ECO101,2020,BR-101/ES,198.94,Crescente,-19.71928,-40.349367
ECO101,2020,BR-101/ES,198.94,Decrescente,-19.71928,-40.349367
ECO101,2020,BR-101/ES,198.96,Crescente,-19.719396,-40.349511
ECO101,2020,BR-101/ES,198.96,Decrescente,-19.719396,-40.349511
ECO101,2020,BR-101/ES,198.98,Crescente,-19.719512,-40.349655
ECO101,2020,BR-101/ES,198.98,Decrescente,-19.719512,-40.349655
ECO101,2020,BR-101/ES,199.0,Crescente,-19.71963,-40.349798
ECO101,2020,BR-101/ES,199.0,Decrescente,-19.71963,-40.349798
ECO101,2020,BR-101/ES,199.02,Crescente,-19.719749,-40.34994
ECO101,2020,BR-101/ES,199.02,Decrescente,-19.719749,-40.34994
ECO101,2020,BR-101/ES,199.04,Crescente,-19.719868,-40.350081
ECO101,2020,BR-101/ES,199.04,Decrescente,-19.719868,-40.350081
ECO101,2020,BR-101/ES,199.06,Crescente,-19.719984,-40.350225
ECO101,2020,BR-101/ES,199.06,Decrescente,-19.719984,-40.350225
ECO101,2020,BR-101/ES,199.08,Crescente,-19.720099,-40.35037
ECO101,2020,BR-101/ES,199.08,Decrescente,-19.720099,-40.35037
ECO101,2020,BR-101/ES,199.1,Crescente,-19.720217,-40.350513
ECO101,2020,BR-101/ES,199.1,Decrescente,-19.720217,-40.350513
ECO101,2020,BR-101/ES,199.12,Crescente,-19.720334,-40.350656
ECO101,2020,BR-101/ES,199.12,Decrescente,-19.720334,-40.350656
ECO101,2020,BR-101/ES,199.14,Crescente,-19.720452,-40.350799
ECO101,2020,BR-101/ES,199.14,Decrescente,-19.720452,-40.350799
ECO101,2020,BR-101/ES,199.16,Crescente,-19.72057,-40.350941
ECO101,2020,BR-101/ES,199.16,Decrescente,-19.72057,-40.350941
ECO101,2020,BR-101/ES,199.18,Crescente,-19.720682,-40.351077
ECO101,2020,BR-101/ES,199.18,Decrescente,-19.720682,-40.351077
ECO101,2020,BR-101/ES,199.2,Crescente,-19.720804,-40.351228
ECO101,2020,BR-101/ES,199.2,Decrescente,-19.720804,-40.351228
ECO101,2020,BR-101/ES,199.22,Crescente,-19.72092,-40.351372
ECO101,2020,BR-101/ES,199.22,Decrescente,-19.72092,-40.351372
ECO101,2020,BR-101/ES,199.24,Crescente,-19.721038,-40.351515
ECO101,2020,BR-101/ES,199.24,Decrescente,-19.721038,-40.351515
ECO101,2020,BR-101/ES,199.26,Crescente,-19.721155,-40.351658
ECO101,2020,BR-101/ES,199.26,Decrescente,-19.721155,-40.351658
ECO101,2020,BR-101/ES,199.28,Crescente,-19.721274,-40.351799
ECO101,2020,BR-101/ES,199.28,Decrescente,-19.721274,-40.351799
ECO101,2020,BR-101/ES,199.3,Crescente,-19.721393,-40.351941
ECO101,2020,BR-101/ES,199.3,Decrescente,-19.721393,-40.351941
ECO101,2020,BR-101/ES,199.32,Crescente,-19.72151,-40.352085
ECO101,2020,BR-101/ES,199.32,Decrescente,-19.72151,-40.352085
ECO101,2020,BR-101/ES,199.34,Crescente,-19.721624,-40.35223
ECO101,2020,BR-101/ES,199.34,Decrescente,-19.721624,-40.35223
ECO101,2020,BR-101/ES,199.36,Crescente,-19.721739,-40.352375
ECO101,2020,BR-101/ES,199.36,Decrescente,-19.721739,-40.352375
ECO101,2020,BR-101/ES,199.38,Crescente,-19.721855,-40.352519
ECO101,2020,BR-101/ES,199.38,Decrescente,-19.721855,-40.352519
ECO101,2020,BR-101/ES,199.4,Crescente,-19.721968,-40.352657
ECO101,2020,BR-101/ES,199.4,Decrescente,-19.721968,-40.352657
ECO101,2020,BR-101/ES,199.42,Crescente,-19.722088,-40.352803
ECO101,2020,BR-101/ES,199.42,Decrescente,-19.722088,-40.352803
ECO101,2020,BR-101/ES,199.44,Crescente,-19.722206,-40.352948
ECO101,2020,BR-101/ES,199.44,Decrescente,-19.722206,-40.352948
ECO101,2020,BR-101/ES,199.46,Crescente,-19.722323,-40.353091
ECO101,2020,BR-101/ES,199.46,Decrescente,-19.722323,-40.353091
ECO101,2020,BR-101/ES,199.48,Crescente,-19.72244,-40.353234
ECO101,2020,BR-101/ES,199.48,Decrescente,-19.72244,-40.353234
ECO101,2020,BR-101/ES,199.5,Crescente,-19.722556,-40.353378
ECO101,2020,BR-101/ES,199.5,Decrescente,-19.722556,-40.353378
ECO101,2020,BR-101/ES,199.52,Crescente,-19.722675,-40.353522
ECO101,2020,BR-101/ES,199.52,Decrescente,-19.722675,-40.353522
ECO101,2020,BR-101/ES,199.54,Crescente,-19.722794,-40.353667
ECO101,2020,BR-101/ES,199.54,Decrescente,-19.722794,-40.353667
ECO101,2020,BR-101/ES,199.56,Crescente,-19.722914,-40.353812
ECO101,2020,BR-101/ES,199.56,Decrescente,-19.722914,-40.353812
ECO101,2020,BR-101/ES,199.58,Crescente,-19.723034,-40.353956
ECO101,2020,BR-101/ES,199.58,Decrescente,-19.723034,-40.353956
ECO101,2020,BR-101/ES,199.6,Crescente,-19.723146,-40.354093
ECO101,2020,BR-101/ES,199.6,Decrescente,-19.723146,-40.354093
ECO101,2020,BR-101/ES,199.62,Crescente,-19.723262,-40.354237
ECO101,2020,BR-101/ES,199.62,Decrescente,-19.723262,-40.354237
ECO101,2020,BR-101/ES,199.64,Crescente,-19.723379,-40.35438
ECO101,2020,BR-101/ES,199.64,Decrescente,-19.723379,-40.35438
ECO101,2020,BR-101/ES,199.66,Crescente,-19.723499,-40.354522
ECO101,2020,BR-101/ES,199.66,Decrescente,-19.723499,-40.354522
ECO101,2020,BR-101/ES,199.68,Crescente,-19.72362,-40.354661
ECO101,2020,BR-101/ES,199.68,Decrescente,-19.72362,-40.354661
ECO101,2020,BR-101/ES,199.7,Crescente,-19.723742,-40.354801
ECO101,2020,BR-101/ES,199.7,Decrescente,-19.723742,-40.354801
ECO101,2020,BR-101/ES,199.72,Crescente,-19.723867,-40.354937
ECO101,2020,BR-101/ES,199.72,Decrescente,-19.723867,-40.354937
ECO101,2020,BR-101/ES,199.74,Crescente,-19.723997,-40.355069
ECO101,2020,BR-101/ES,199.74,Decrescente,-19.723997,-40.355069
ECO101,2020,BR-101/ES,199.76,Crescente,-19.724128,-40.355199
ECO101,2020,BR-101/ES,199.76,Decrescente,-19.724128,-40.355199
ECO101,2020,BR-101/ES,199.78,Crescente,-19.724261,-40.355328
ECO101,2020,BR-101/ES,199.78,Decrescente,-19.724261,-40.355328
ECO101,2020,BR-101/ES,199.8,Crescente,-19.724404,-40.355459
ECO101,2020,BR-101/ES,199.8,Decrescente,-19.724404,-40.355459
ECO101,2020,BR-101/ES,199.82,Crescente,-19.72454,-40.35558
ECO101,2020,BR-101/ES,199.82,Decrescente,-19.72454,-40.35558
ECO101,2020,BR-101/ES,199.84,Crescente,-19.724679,-40.355697
ECO101,2020,BR-101/ES,199.84,Decrescente,-19.724679,-40.355697
ECO101,2020,BR-101/ES,199.86,Crescente,-19.724818,-40.355811
ECO101,2020,BR-101/ES,199.86,Decrescente,-19.724818,-40.355811
ECO101,2020,BR-101/ES,199.88,Crescente,-19.724959,-40.355922
ECO101,2020,BR-101/ES,199.88,Decrescente,-19.724959,-40.355922
ECO101,2020,BR-101/ES,199.9,Crescente,-19.725114,-40.356038
ECO101,2020,BR-101/ES,199.9,Decrescente,-19.725114,-40.356038
ECO101,2020,BR-101/ES,199.92,Crescente,-19.725264,-40.356146
ECO101,2020,BR-101/ES,199.92,Decrescente,-19.725264,-40.356146
ECO101,2020,BR-101/ES,199.94,Crescente,-19.725416,-40.356251
ECO101,2020,BR-101/ES,199.94,Decrescente,-19.725416,-40.356251
ECO101,2020,BR-101/ES,199.96,Crescente,-19.725571,-40.356352
ECO101,2020,BR-101/ES,199.96,Decrescente,-19.725571,-40.356352
ECO101,2020,BR-101/ES,199.98,Crescente,-19.725728,-40.35645
ECO101,2020,BR-101/ES,199.98,Decrescente,-19.725728,-40.35645
ECO101,2020,BR-101/ES,200.0,Crescente,-19.725886,-40.356546
ECO101,2020,BR-101/ES,200.0,Decrescente,-19.725886,-40.356546
ECO101,2020,BR-101/ES,200.02,Crescente,-19.726044,-40.356643
ECO101,2020,BR-101/ES,200.02,Decrescente,-19.726044,-40.356643
ECO101,2020,BR-101/ES,200.04,Crescente,-19.726201,-40.35674
ECO101,2020,BR-101/ES,200.04,Decrescente,-19.726201,-40.35674
ECO101,2020,BR-101/ES,200.06,Crescente,-19.72636,-40.356835
ECO101,2020,BR-101/ES,200.06,Decrescente,-19.72636,-40.356835
ECO101,2020,BR-101/ES,200.08,Crescente,-19.726519,-40.35693
ECO101,2020,BR-101/ES,200.08,Decrescente,-19.726519,-40.35693
ECO101,2020,BR-101/ES,200.1,Crescente,-19.726677,-40.357026
ECO101,2020,BR-101/ES,200.1,Decrescente,-19.726677,-40.357026
ECO101,2020,BR-101/ES,200.12,Crescente,-19.726835,-40.357123
ECO101,2020,BR-101/ES,200.12,Decrescente,-19.726835,-40.357123
ECO101,2020,BR-101/ES,200.14,Crescente,-19.726994,-40.357218
ECO101,2020,BR-101/ES,200.14,Decrescente,-19.726994,-40.357218
ECO101,2020,BR-101/ES,200.16,Crescente,-19.727152,-40.357313
ECO101,2020,BR-101/ES,200.16,Decrescente,-19.727152,-40.357313
ECO101,2020,BR-101/ES,200.18,Crescente,-19.727311,-40.357408
ECO101,2020,BR-101/ES,200.18,Decrescente,-19.727311,-40.357408
ECO101,2020,BR-101/ES,200.2,Crescente,-19.72747,-40.357504
ECO101,2020,BR-101/ES,200.2,Decrescente,-19.72747,-40.357504
ECO101,2020,BR-101/ES,200.22,Crescente,-19.727628,-40.357599
ECO101,2020,BR-101/ES,200.22,Decrescente,-19.727628,-40.357599
ECO101,2020,BR-101/ES,200.24,Crescente,-19.727787,-40.357694
ECO101,2020,BR-101/ES,200.24,Decrescente,-19.727787,-40.357694
ECO101,2020,BR-101/ES,200.26,Crescente,-19.72795,-40.357793
ECO101,2020,BR-101/ES,200.26,Decrescente,-19.72795,-40.357793
ECO101,2020,BR-101/ES,200.28,Crescente,-19.728104,-40.357886
ECO101,2020,BR-101/ES,200.28,Decrescente,-19.728104,-40.357886
ECO101,2020,BR-101/ES,200.3,Crescente,-19.728262,-40.357982
ECO101,2020,BR-101/ES,200.3,Decrescente,-19.728262,-40.357982
ECO101,2020,BR-101/ES,200.32,Crescente,-19.72842,-40.358077
ECO101,2020,BR-101/ES,200.32,Decrescente,-19.72842,-40.358077
ECO101,2020,BR-101/ES,200.34,Crescente,-19.728579,-40.358172
ECO101,2020,BR-101/ES,200.34,Decrescente,-19.728579,-40.358172
ECO101,2020,BR-101/ES,200.36,Crescente,-19.728737,-40.358268
ECO101,2020,BR-101/ES,200.36,Decrescente,-19.728737,-40.358268
ECO101,2020,BR-101/ES,200.38,Crescente,-19.728897,-40.358361
ECO101,2020,BR-101/ES,200.38,Decrescente,-19.728897,-40.358361
ECO101,2020,BR-101/ES,200.4,Crescente,-19.729057,-40.358455
ECO101,2020,BR-101/ES,200.4,Decrescente,-19.729057,-40.358455
ECO101,2020,BR-101/ES,200.42,Crescente,-19.729215,-40.35855
ECO101,2020,BR-101/ES,200.42,Decrescente,-19.729215,-40.35855
ECO101,2020,BR-101/ES,200.44,Crescente,-19.729372,-40.358648
ECO101,2020,BR-101/ES,200.44,Decrescente,-19.729372,-40.358648
ECO101,2020,BR-101/ES,200.46,Crescente,-19.729532,-40.358741
ECO101,2020,BR-101/ES,200.46,Decrescente,-19.729532,-40.358741
ECO101,2020,BR-101/ES,200.48,Crescente,-19.729691,-40.358836
ECO101,2020,BR-101/ES,200.48,Decrescente,-19.729691,-40.358836
ECO101,2020,BR-101/ES,200.5,Crescente,-19.729848,-40.358933
ECO101,2020,BR-101/ES,200.5,Decrescente,-19.729848,-40.358933
ECO101,2020,BR-101/ES,200.52,Crescente,-19.730006,-40.359031
ECO101,2020,BR-101/ES,200.52,Decrescente,-19.730006,-40.359031
ECO101,2020,BR-101/ES,200.54,Crescente,-19.730164,-40.359127
ECO101,2020,BR-101/ES,200.54,Decrescente,-19.730164,-40.359127
ECO101,2020,BR-101/ES,200.56,Crescente,-19.730328,-40.359225
ECO101,2020,BR-101/ES,200.56,Decrescente,-19.730328,-40.359225
ECO101,2020,BR-101/ES,200.58,Crescente,-19.73048,-40.35932
ECO101,2020,BR-101/ES,200.58,Decrescente,-19.73048,-40.35932
ECO101,2020,BR-101/ES,200.6,Crescente,-19.730638,-40.359415
ECO101,2020,BR-101/ES,200.6,Decrescente,-19.730638,-40.359415
ECO101,2020,BR-101/ES,200.62,Crescente,-19.730797,-40.359511
ECO101,2020,BR-101/ES,200.62,Decrescente,-19.730797,-40.359511
ECO101,2020,BR-101/ES,200.64,Crescente,-19.730955,-40.359606
ECO101,2020,BR-101/ES,200.64,Decrescente,-19.730955,-40.359606
ECO101,2020,BR-101/ES,200.66,Crescente,-19.731113,-40.359702
ECO101,2020,BR-101/ES,200.66,Decrescente,-19.731113,-40.359702
ECO101,2020,BR-101/ES,200.68,Crescente,-19.731272,-40.359798
ECO101,2020,BR-101/ES,200.68,Decrescente,-19.731272,-40.359798
ECO101,2020,BR-101/ES,200.7,Crescente,-19.73143,-40.359892
ECO101,2020,BR-101/ES,200.7,Decrescente,-19.73143,-40.359892
ECO101,2020,BR-101/ES,200.72,Crescente,-19.73159,-40.359987
ECO101,2020,BR-101/ES,200.72,Decrescente,-19.73159,-40.359987
ECO101,2020,BR-101/ES,200.74,Crescente,-19.731749,-40.360082
ECO101,2020,BR-101/ES,200.74,Decrescente,-19.731749,-40.360082
ECO101,2020,BR-101/ES,200.76,Crescente,-19.731908,-40.360176
ECO101,2020,BR-101/ES,200.76,Decrescente,-19.731908,-40.360176
ECO101,2020,BR-101/ES,200.78,Crescente,-19.732068,-40.360269
ECO101,2020,BR-101/ES,200.78,Decrescente,-19.732068,-40.360269
ECO101,2020,BR-101/ES,200.8,Crescente,-19.732227,-40.360363
ECO101,2020,BR-101/ES,200.8,Decrescente,-19.732227,-40.360363
ECO101,2020,BR-101/ES,200.82,Crescente,-19.732386,-40.360458
ECO101,2020,BR-101/ES,200.82,Decrescente,-19.732386,-40.360458
ECO101,2020,BR-101/ES,200.84,Crescente,-19.732544,-40.360555
ECO101,2020,BR-101/ES,200.84,Decrescente,-19.732544,-40.360555
ECO101,2020,BR-101/ES,200.86,Crescente,-19.732701,-40.360652
ECO101,2020,BR-101/ES,200.86,Decrescente,-19.732701,-40.360652
ECO101,2020,BR-101/ES,200.88,Crescente,-19.732859,-40.360749
ECO101,2020,BR-101/ES,200.88,Decrescente,-19.732859,-40.360749
ECO101,2020,BR-101/ES,200.9,Crescente,-19.733017,-40.360845
ECO101,2020,BR-101/ES,200.9,Decrescente,-19.733017,-40.360845
ECO101,2020,BR-101/ES,200.92,Crescente,-19.733176,-40.36094
ECO101,2020,BR-101/ES,200.92,Decrescente,-19.733176,-40.36094
ECO101,2020,BR-101/ES,200.94,Crescente,-19.733335,-40.361034
ECO101,2020,BR-101/ES,200.94,Decrescente,-19.733335,-40.361034
ECO101,2020,BR-101/ES,200.96,Crescente,-19.733494,-40.361129
ECO101,2020,BR-101/ES,200.96,Decrescente,-19.733494,-40.361129
ECO101,2020,BR-101/ES,200.98,Crescente,-19.733653,-40.361224
ECO101,2020,BR-101/ES,200.98,Decrescente,-19.733653,-40.361224
ECO101,2020,BR-101/ES,201.0,Crescente,-19.73381,-40.361322
ECO101,2020,BR-101/ES,201.0,Decrescente,-19.73381,-40.361322
ECO101,2020,BR-101/ES,201.02,Crescente,-19.733961,-40.361414
ECO101,2020,BR-101/ES,201.02,Decrescente,-19.733961,-40.361414
ECO101,2020,BR-101/ES,201.04,Crescente,-19.734126,-40.361514
ECO101,2020,BR-101/ES,201.04,Decrescente,-19.734126,-40.361514
ECO101,2020,BR-101/ES,201.06,Crescente,-19.734285,-40.361609
ECO101,2020,BR-101/ES,201.06,Decrescente,-19.734285,-40.361609
ECO101,2020,BR-101/ES,201.08,Crescente,-19.734444,-40.361704
ECO101,2020,BR-101/ES,201.08,Decrescente,-19.734444,-40.361704
ECO101,2020,BR-101/ES,201.1,Crescente,-19.7346,-40.361802
ECO101,2020,BR-101/ES,201.1,Decrescente,-19.7346,-40.361802
ECO101,2020,BR-101/ES,201.12,Crescente,-19.734755,-40.361897
ECO101,2020,BR-101/ES,201.12,Decrescente,-19.734755,-40.361897
ECO101,2020,BR-101/ES,201.14,Crescente,-19.734917,-40.361994
ECO101,2020,BR-101/ES,201.14,Decrescente,-19.734917,-40.361994
ECO101,2020,BR-101/ES,201.16,Crescente,-19.735077,-40.362087
ECO101,2020,BR-101/ES,201.16,Decrescente,-19.735077,-40.362087
ECO101,2020,BR-101/ES,201.18,Crescente,-19.735236,-40.362181
ECO101,2020,BR-101/ES,201.18,Decrescente,-19.735236,-40.362181
ECO101,2020,BR-101/ES,201.2,Crescente,-19.735395,-40.362275
ECO101,2020,BR-101/ES,201.2,Decrescente,-19.735395,-40.362275
ECO101,2020,BR-101/ES,201.22,Crescente,-19.735554,-40.362371
ECO101,2020,BR-101/ES,201.22,Decrescente,-19.735554,-40.362371
ECO101,2020,BR-101/ES,201.24,Crescente,-19.735712,-40.362467
ECO101,2020,BR-101/ES,201.24,Decrescente,-19.735712,-40.362467
ECO101,2020,BR-101/ES,201.26,Crescente,-19.735869,-40.362565
ECO101,2020,BR-101/ES,201.26,Decrescente,-19.735869,-40.362565
ECO101,2020,BR-101/ES,201.28,Crescente,-19.736027,-40.362661
ECO101,2020,BR-101/ES,201.28,Decrescente,-19.736027,-40.362661
ECO101,2020,BR-101/ES,201.3,Crescente,-19.736187,-40.362754
ECO101,2020,BR-101/ES,201.3,Decrescente,-19.736187,-40.362754
ECO101,2020,BR-101/ES,201.32,Crescente,-19.736348,-40.362845
ECO101,2020,BR-101/ES,201.32,Decrescente,-19.736348,-40.362845
ECO101,2020,BR-101/ES,201.34,Crescente,-19.736507,-40.36294
ECO101,2020,BR-101/ES,201.34,Decrescente,-19.736507,-40.36294
ECO101,2020,BR-101/ES,201.36,Crescente,-19.736665,-40.363036
ECO101,2020,BR-101/ES,201.36,Decrescente,-19.736665,-40.363036
ECO101,2020,BR-101/ES,201.38,Crescente,-19.736823,-40.363132
ECO101,2020,BR-101/ES,201.38,Decrescente,-19.736823,-40.363132
ECO101,2020,BR-101/ES,201.4,Crescente,-19.736981,-40.363228
ECO101,2020,BR-101/ES,201.4,Decrescente,-19.736981,-40.363228
ECO101,2020,BR-101/ES,201.42,Crescente,-19.73714,-40.363324
ECO101,2020,BR-101/ES,201.42,Decrescente,-19.73714,-40.363324
ECO101,2020,BR-101/ES,201.44,Crescente,-19.737298,-40.36342
ECO101,2020,BR-101/ES,201.44,Decrescente,-19.737298,-40.36342
ECO101,2020,BR-101/ES,201.46,Crescente,-19.737456,-40.363516
ECO101,2020,BR-101/ES,201.46,Decrescente,-19.737456,-40.363516
ECO101,2020,BR-101/ES,201.48,Crescente,-19.737614,-40.363612
ECO101,2020,BR-101/ES,201.48,Decrescente,-19.737614,-40.363612
ECO101,2020,BR-101/ES,201.5,Crescente,-19.737773,-40.363707
ECO101,2020,BR-101/ES,201.5,Decrescente,-19.737773,-40.363707
ECO101,2020,BR-101/ES,201.52,Crescente,-19.737932,-40.363802
ECO101,2020,BR-101/ES,201.52,Decrescente,-19.737932,-40.363802
ECO101,2020,BR-101/ES,201.54,Crescente,-19.73809,-40.363897
ECO101,2020,BR-101/ES,201.54,Decrescente,-19.73809,-40.363897
ECO101,2020,BR-101/ES,201.56,Crescente,-19.738246,-40.363993
ECO101,2020,BR-101/ES,201.56,Decrescente,-19.738246,-40.363993
ECO101,2020,BR-101/ES,201.58,Crescente,-19.738407,-40.364089
ECO101,2020,BR-101/ES,201.58,Decrescente,-19.738407,-40.364089
ECO101,2020,BR-101/ES,201.6,Crescente,-19.738567,-40.364182
ECO101,2020,BR-101/ES,201.6,Decrescente,-19.738567,-40.364182
ECO101,2020,BR-101/ES,201.62,Crescente,-19.738726,-40.364277
ECO101,2020,BR-101/ES,201.62,Decrescente,-19.738726,-40.364277
ECO101,2020,BR-101/ES,201.64,Crescente,-19.738884,-40.364373
ECO101,2020,BR-101/ES,201.64,Decrescente,-19.738884,-40.364373
ECO101,2020,BR-101/ES,201.66,Crescente,-19.739043,-40.364468
ECO101,2020,BR-101/ES,201.66,Decrescente,-19.739043,-40.364468
ECO101,2020,BR-101/ES,201.68,Crescente,-19.739201,-40.364563
ECO101,2020,BR-101/ES,201.68,Decrescente,-19.739201,-40.364563
ECO101,2020,BR-101/ES,201.7,Crescente,-19.73936,-40.364659
ECO101,2020,BR-101/ES,201.7,Decrescente,-19.73936,-40.364659
ECO101,2020,BR-101/ES,201.72,Crescente,-19.739515,-40.364751
ECO101,2020,BR-101/ES,201.72,Decrescente,-19.739515,-40.364751
ECO101,2020,BR-101/ES,201.74,Crescente,-19.73968,-40.364844
ECO101,2020,BR-101/ES,201.74,Decrescente,-19.73968,-40.364844
ECO101,2020,BR-101/ES,201.76,Crescente,-19.739843,-40.364932
ECO101,2020,BR-101/ES,201.76,Decrescente,-19.739843,-40.364932
ECO101,2020,BR-101/ES,201.78,Crescente,-19.740009,-40.365012
ECO101,2020,BR-101/ES,201.78,Decrescente,-19.740009,-40.365012
ECO101,2020,BR-101/ES,201.8,Crescente,-19.74018,-40.365083
ECO101,2020,BR-101/ES,201.8,Decrescente,-19.74018,-40.365083
ECO101,2020,BR-101/ES,201.82,Crescente,-19.740355,-40.365143
ECO101,2020,BR-101/ES,201.82,Decrescente,-19.740355,-40.365143
ECO101,2020,BR-101/ES,201.84,Crescente,-19.740534,-40.36519
ECO101,2020,BR-101/ES,201.84,Decrescente,-19.740534,-40.36519
ECO101,2020,BR-101/ES,201.86,Crescente,-19.740722,-40.365226
ECO101,2020,BR-101/ES,201.86,Decrescente,-19.740722,-40.365226
ECO101,2020,BR-101/ES,201.88,Crescente,-19.7409,-40.365247
ECO101,2020,BR-101/ES,201.88,Decrescente,-19.7409,-40.365247
ECO101,2020,BR-101/ES,201.9,Crescente,-19.741084,-40.365257
ECO101,2020,BR-101/ES,201.9,Decrescente,-19.741084,-40.365257
ECO101,2020,BR-101/ES,201.92,Crescente,-19.741269,-40.365257
ECO101,2020,BR-101/ES,201.92,Decrescente,-19.741269,-40.365257
ECO101,2020,BR-101/ES,201.94,Crescente,-19.741454,-40.365243
ECO101,2020,BR-101/ES,201.94,Decrescente,-19.741454,-40.365243
ECO101,2020,BR-101/ES,201.96,Crescente,-19.741638,-40.365223
ECO101,2020,BR-101/ES,201.96,Decrescente,-19.741638,-40.365223
ECO101,2020,BR-101/ES,201.98,Crescente,-19.741822,-40.365205
ECO101,2020,BR-101/ES,201.98,Decrescente,-19.741822,-40.365205
ECO101,2020,BR-101/ES,202.0,Crescente,-19.742005,-40.365182
ECO101,2020,BR-101/ES,202.0,Decrescente,-19.742005,-40.365182
ECO101,2020,BR-101/ES,202.02,Crescente,-19.742189,-40.365157
ECO101,2020,BR-101/ES,202.02,Decrescente,-19.742189,-40.365157
ECO101,2020,BR-101/ES,202.04,Crescente,-19.742372,-40.365131
ECO101,2020,BR-101/ES,202.04,Decrescente,-19.742372,-40.365131
ECO101,2020,BR-101/ES,202.06,Crescente,-19.742556,-40.36511
ECO101,2020,BR-101/ES,202.06,Decrescente,-19.742556,-40.36511
ECO101,2020,BR-101/ES,202.08,Crescente,-19.74274,-40.365108
ECO101,2020,BR-101/ES,202.08,Decrescente,-19.74274,-40.365108
ECO101,2020,BR-101/ES,202.1,Crescente,-19.742924,-40.365131
ECO101,2020,BR-101/ES,202.1,Decrescente,-19.742924,-40.365131
ECO101,2020,BR-101/ES,202.12,Crescente,-19.743102,-40.36518
ECO101,2020,BR-101/ES,202.12,Decrescente,-19.743102,-40.36518
ECO101,2020,BR-101/ES,202.14,Crescente,-19.743271,-40.365255
ECO101,2020,BR-101/ES,202.14,Decrescente,-19.743271,-40.365255
ECO101,2020,BR-101/ES,202.16,Crescente,-19.743425,-40.365356
ECO101,2020,BR-101/ES,202.16,Decrescente,-19.743425,-40.365356
ECO101,2020,BR-101/ES,202.18,Crescente,-19.743559,-40.365484
ECO101,2020,BR-101/ES,202.18,Decrescente,-19.743559,-40.365484
ECO101,2020,BR-101/ES,202.2,Crescente,-19.743674,-40.365628
ECO101,2020,BR-101/ES,202.2,Decrescente,-19.743674,-40.365628
ECO101,2020,BR-101/ES,202.22,Crescente,-19.743772,-40.365785
ECO101,2020,BR-101/ES,202.22,Decrescente,-19.743772,-40.365785
ECO101,2020,BR-101/ES,202.24,Crescente,-19.743858,-40.365949
ECO101,2020,BR-101/ES,202.24,Decrescente,-19.743858,-40.365949
ECO101,2020,BR-101/ES,202.26,Crescente,-19.743945,-40.366114
ECO101,2020,BR-101/ES,202.26,Decrescente,-19.743945,-40.366114
ECO101,2020,BR-101/ES,202.28,Crescente,-19.744036,-40.366273
ECO101,2020,BR-101/ES,202.28,Decrescente,-19.744036,-40.366273
ECO101,2020,BR-101/ES,202.3,Crescente,-19.744118,-40.366439
ECO101,2020,BR-101/ES,202.3,Decrescente,-19.744118,-40.366439
ECO101,2020,BR-101/ES,202.32,Crescente,-19.744193,-40.366608
ECO101,2020,BR-101/ES,202.32,Decrescente,-19.744193,-40.366608
ECO101,2020,BR-101/ES,202.34,Crescente,-19.744274,-40.366775
