concessionaria;ano_do_pnv_snv;rodovia_uf;tipo_pista;sentido;tipo_tracado;km_m_inicial;latitude_inicial;longitude_inicial;km_m_final;latitude_final;longitude_final
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;478,200;-19,961207;-44,037393;478,835;-19,963726;-44,042863
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;478,836;-19,963726;-44,042863;479,074;-19,964217;-44,044628
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;479,075;-19,964217;-44,044628;479,081;-19,964225;-44,044699
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;479,082;-19,964225;-44,044699;479,592;-19,962799;-44,049184
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;479,593;-19,962799;-44,049184;480,042;-19,960771;-44,051934
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;480,115;-19,960379;-44,052486;480,391;-19,958911;-44,054626
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;480,392;-19,958911;-44,054626;480,774;-19,958158;-44,058091
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;480,775;-19,958158;-44,058091;481,271;-19,958886;-44,063317
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;481,272;-19,958886;-44,063317;481,390;-19,958963;-44,064454
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;481,391;-19,958963;-44,064454;482,318;-19,958935;-44,073300
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;482,319;-19,958935;-44,073300;482,557;-19,958539;-44,075529
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;482,558;-19,958539;-44,075529;482,818;-19,957690;-44,077856
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;482,819;-19,957690;-44,077856;483,117;-19,958373;-44,080291
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;483,118;-19,958373;-44,080291;483,198;-19,958924;-44,080809
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;483,199;-19,958924;-44,080809;483,457;-19,959683;-44,083053
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;483,458;-19,959683;-44,083053;483,673;-19,959624;-44,085112
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;483,845;-19,959524;-44,086744;484,151;-19,959265;-44,089637
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;484,152;-19,959265;-44,089637;484,314;-19,958761;-44,091077
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;484,315;-19,958761;-44,091077;484,774;-19,956365;-44,094667
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;484,775;-19,956365;-44,094667;485,163;-19,955607;-44,097866
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;485,164;-19,955607;-44,097866;485,760;-19,956113;-44,103544
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;485,761;-19,956113;-44,103544;485,897;-19,956131;-44,104847
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;485,898;-19,956131;-44,104847;486,444;-19,955783;-44,110532
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;486,549;-19,955712;-44,111526;487,072;-19,955325;-44,116271
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;487,073;-19,955325;-44,116271;487,290;-19,955920;-44,118169
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;487,291;-19,955920;-44,118169;487,455;-19,956968;-44,119288
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;487,456;-19,956968;-44,119288;487,766;-19,957662;-44,121996
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;487,767;-19,957662;-44,121996;488,473;-19,956068;-44,128558
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;488,474;-19,956068;-44,128558;488,845;-19,955904;-44,132085
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;488,846;-19,955904;-44,132085;489,334;-19,956559;-44,136563
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;489,691;-19,956592;-44,139953;490,188;-19,956019;-44,144483
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;490,721;-19,956530;-44,149476;490,790;-19,956746;-44,150105
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;490,791;-19,956746;-44,150105;491,115;-19,958225;-44,152613
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;491,116;-19,958225;-44,152613;491,234;-19,958975;-44,153435
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;491,235;-19,958975;-44,153435;491,497;-19,960158;-44,155583
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;491,498;-19,960158;-44,155583;491,502;-19,960169;-44,155623
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;491,767;-19,960814;-44,158057;492,020;-19,961395;-44,160366
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;492,174;-19,961761;-44,161777;493,874;-19,965883;-44,177246
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;493,875;-19,965883;-44,177246;494,252;-19,967530;-44,179844
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;494,253;-19,967530;-44,179844;495,127;-19,973830;-44,185060
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;495,128;-19,973830;-44,185060;495,317;-19,974617;-44,186616
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;495,318;-19,974617;-44,186616;496,436;-19,975696;-44,197706
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;496,437;-19,975696;-44,197706;496,751;-19,977403;-44,199817
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;496,752;-19,977403;-44,199817;496,866;-19,978416;-44,200033
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;496,867;-19,978416;-44,200033;497,060;-19,979701;-44,200441
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;497,061;-19,979701;-44,200441;497,634;-19,984507;-44,202492
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;497,819;-19,986033;-44,203195;497,837;-19,986186;-44,203271
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;497,838;-19,986186;-44,203271;497,920;-19,986851;-44,203637
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;497,921;-19,986851;-44,203637;498,047;-19,987593;-44,204088
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;498,048;-19,987593;-44,204088;498,258;-19,989080;-44,205331
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;498,259;-19,989080;-44,205331;498,322;-19,989482;-44,205772
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;498,323;-19,989482;-44,205772;498,634;-19,991843;-44,207350
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;498,635;-19,991843;-44,207350;498,791;-19,993177;-44,207875
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;498,792;-19,993177;-44,207875;498,816;-19,993380;-44,207957
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;498,817;-19,993380;-44,207957;498,870;-19,993837;-44,208149
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;498,871;-19,993837;-44,208149;498,947;-19,994493;-44,208403
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;498,948;-19,994493;-44,208403;498,989;-19,994855;-44,208531
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;498,990;-19,994855;-44,208531;499,111;-19,996015;-44,209084
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;499,112;-19,996015;-44,209084;499,346;-19,997865;-44,210186
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;499,347;-19,997865;-44,210186;499,415;-19,998422;-44,210472
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;499,416;-19,998422;-44,210472;499,422;-19,998477;-44,210496
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;499,448;-19,998686;-44,210587;499,977;-20,003124;-44,212509
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;499,978;-20,003124;-44,212509;500,204;-20,004796;-44,213574
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;500,205;-20,004796;-44,213574;501,235;-20,011904;-44,219842
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;501,236;-20,011904;-44,219842;501,433;-20,013369;-44,220932
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;501,434;-20,013369;-44,220932;501,747;-20,015817;-44,222452
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;501,748;-20,015817;-44,222452;501,983;-20,017170;-44,224125
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;501,984;-20,017170;-44,224125;502,274;-20,018175;-44,226638
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;502,275;-20,018175;-44,226638;502,623;-20,020380;-44,228832
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;502,624;-20,020380;-44,228832;502,900;-20,022750;-44,229683
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;502,901;-20,022750;-44,229683;503,110;-20,024350;-44,230517
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;503,111;-20,024350;-44,230517;503,247;-20,025383;-44,231245
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;503,248;-20,025383;-44,231245;503,515;-20,027190;-44,232927
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;503,516;-20,027190;-44,232927;503,698;-20,028279;-44,234253
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;503,699;-20,028279;-44,234253;503,869;-20,029400;-44,235370
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;503,870;-20,029400;-44,235370;503,912;-20,029708;-44,235621
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;503,913;-20,029708;-44,235621;504,203;-20,031424;-44,237622
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;504,204;-20,031424;-44,237622;505,103;-20,035702;-44,244878
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;506,004;-20,038340;-44,252884;506,115;-20,038452;-44,253948
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;506,116;-20,038452;-44,253948;506,342;-20,038930;-44,256045
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;506,343;-20,038930;-44,256045;508,182;-20,044695;-44,272368
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;508,183;-20,044695;-44,272368;508,512;-20,046673;-44,274579
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;508,513;-20,046673;-44,274579;508,569;-20,047144;-44,274796
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;508,570;-20,047144;-44,274796;509,046;-20,049831;-44,278033
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;509,047;-20,049831;-44,278033;509,100;-20,049962;-44,278528
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;509,101;-20,049962;-44,278528;509,299;-20,050888;-44,280129
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;509,300;-20,050888;-44,280129;509,422;-20,051704;-44,280929
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;509,712;-20,053515;-44,282916;510,673;-20,059126;-44,289814
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;511,165;-20,062337;-44,292901;513,264;-20,077650;-44,304491
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;513,342;-20,078205;-44,304938;513,410;-20,078690;-44,305355
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;513,499;-20,079321;-44,305865;514,536;-20,086883;-44,311595
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;514,562;-20,087068;-44,311736;514,717;-20,088211;-44,312605
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;514,718;-20,088211;-44,312605;514,895;-20,089629;-44,313413
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;514,896;-20,089629;-44,313413;515,573;-20,095280;-44,315695
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;515,574;-20,095280;-44,315695;515,739;-20,096728;-44,316087
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;515,740;-20,096728;-44,316087;515,782;-20,097116;-44,316143
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;515,783;-20,097116;-44,316143;516,032;-20,098926;-44,317328
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;516,033;-20,098926;-44,317328;516,164;-20,099597;-44,318369
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;516,165;-20,099597;-44,318369;516,460;-20,101917;-44,319279
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;516,461;-20,101917;-44,319279;516,592;-20,103084;-44,319042
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;516,593;-20,103084;-44,319042;516,867;-20,104968;-44,320222
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;516,868;-20,104968;-44,320222;516,968;-20,105249;-44,321139
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;516,969;-20,105249;-44,321139;517,162;-20,106079;-44,322719
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;517,163;-20,106079;-44,322719;517,292;-20,106837;-44,323669
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;517,293;-20,106837;-44,323669;517,483;-20,107660;-44,325258
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;517,484;-20,107660;-44,325258;517,498;-20,107700;-44,325393
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;517,499;-20,107700;-44,325393;518,148;-20,111083;-44,324692
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;518,149;-20,111083;-44,324692;518,259;-20,110869;-44,323658
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;518,260;-20,110869;-44,323658;518,382;-20,110918;-44,322500
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;518,383;-20,110918;-44,322500;518,423;-20,111023;-44,322122
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;518,424;-20,111023;-44,322122;518,489;-20,111035;-44,321493
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;518,490;-20,111035;-44,321493;518,595;-20,110805;-44,320513
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;518,596;-20,110805;-44,320513;518,760;-20,110303;-44,319032
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;518,761;-20,110303;-44,319032;519,148;-20,108823;-44,315744
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;519,149;-20,108823;-44,315744;519,355;-20,109211;-44,314027
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;519,356;-20,109211;-44,314027;519,391;-20,109469;-44,313817
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;519,392;-20,109469;-44,313817;519,503;-20,110104;-44,312998
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;519,504;-20,110104;-44,312998;519,560;-20,110332;-44,312509
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;519,561;-20,110332;-44,312509;519,723;-20,111129;-44,311198
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;519,724;-20,111129;-44,311198;519,967;-20,112521;-44,309387
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;519,968;-20,112521;-44,309387;520,119;-20,113257;-44,308209
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;520,120;-20,113257;-44,308209;520,400;-20,114465;-44,305844
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;520,401;-20,114465;-44,305844;520,525;-20,115235;-44,304999
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;520,526;-20,115235;-44,304999;520,640;-20,116125;-44,304443
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;520,641;-20,116125;-44,304443;520,803;-20,117228;-44,303424
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;520,804;-20,117228;-44,303424;520,890;-20,117710;-44,302769
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;520,891;-20,117710;-44,302769;521,106;-20,119162;-44,302170
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;521,107;-20,119162;-44,302170;521,200;-20,119996;-44,302340
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;521,201;-20,119996;-44,302340;521,400;-20,121521;-44,301648
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;521,401;-20,121521;-44,301648;521,447;-20,121750;-44,301269
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;521,448;-20,121750;-44,301269;521,680;-20,123522;-44,300921
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;521,681;-20,123522;-44,300921;521,778;-20,124285;-44,301397
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;521,779;-20,124285;-44,301397;521,887;-20,125150;-44,301897
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;521,888;-20,125150;-44,301897;522,028;-20,126509;-44,302626
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;522,029;-20,126509;-44,302626;522,219;-20,128130;-44,303211
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;522,220;-20,128130;-44,303211;522,530;-20,130895;-44,303772
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;522,531;-20,130895;-44,303772;522,776;-20,132430;-44,305290
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;522,777;-20,132430;-44,305290;522,900;-20,132712;-44,306430
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;522,901;-20,132712;-44,306430;522,991;-20,133048;-44,307226
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;522,992;-20,133048;-44,307226;523,039;-20,133268;-44,307580
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;523,040;-20,133268;-44,307580;523,174;-20,133634;-44,308792
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;523,175;-20,133634;-44,308792;523,318;-20,133680;-44,310172
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;523,319;-20,133680;-44,310172;523,618;-20,134785;-44,312695
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;523,619;-20,134785;-44,312695;523,794;-20,135963;-44,313827
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;523,795;-20,135963;-44,313827;523,965;-20,137296;-44,315550
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;523,966;-20,137296;-44,315550;524,017;-20,137552;-44,316004
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;524,018;-20,137552;-44,316004;524,253;-20,139099;-44,317505
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;524,254;-20,139099;-44,317505;524,583;-20,141784;-44,318882
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;524,584;-20,141784;-44,318882;524,802;-20,143351;-44,320122
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;524,803;-20,143351;-44,320122;525,021;-20,144124;-44,321165
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;525,022;-20,144124;-44,321165;525,183;-20,145121;-44,322300
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;525,184;-20,145121;-44,322300;525,409;-20,146628;-44,323751
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;525,410;-20,146628;-44,323751;525,560;-20,147870;-44,324181
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;525,561;-20,147870;-44,324181;525,598;-20,148215;-44,324142
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;525,599;-20,148215;-44,324142;525,785;-20,149620;-44,324908
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;525,786;-20,149620;-44,324908;525,869;-20,150046;-44,325576
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;525,870;-20,150046;-44,325576;526,077;-20,151553;-44,326089
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;526,078;-20,151553;-44,326089;526,114;-20,151873;-44,325987
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;526,115;-20,151873;-44,325987;526,229;-20,152887;-44,326039
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;526,230;-20,152887;-44,326039;526,318;-20,153627;-44,326359
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;526,458;-20,154815;-44,326794;526,575;-20,155845;-44,327104
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;526,576;-20,155845;-44,327104;526,724;-20,156828;-44,327992
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;526,725;-20,156828;-44,327992;526,801;-20,157120;-44,328655
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;526,802;-20,157120;-44,328655;527,027;-20,158703;-44,329696
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;527,028;-20,158703;-44,329696;527,452;-20,162535;-44,329891
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;527,453;-20,162535;-44,329891;527,589;-20,163664;-44,330332
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;527,590;-20,163664;-44,330332;527,646;-20,164049;-44,330695
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;527,647;-20,164049;-44,330695;527,754;-20,164911;-44,331156
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;527,755;-20,164911;-44,331156;527,817;-20,165471;-44,331282
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;527,818;-20,165471;-44,331282;527,937;-20,166432;-44,331777
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;527,938;-20,166432;-44,331777;528,024;-20,166995;-44,332276
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;528,025;-20,166995;-44,332276;528,311;-20,166860;-44,334527
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;528,312;-20,166860;-44,334527;528,468;-20,165711;-44,335419
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;528,469;-20,165711;-44,335419;528,665;-20,164652;-44,336892
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;528,666;-20,164652;-44,336892;528,907;-20,163877;-44,339052
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;528,908;-20,163877;-44,339052;529,037;-20,163105;-44,340017
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;529,038;-20,163105;-44,340017;529,087;-20,162713;-44,340260
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;529,088;-20,162713;-44,340260;529,218;-20,161937;-44,341170
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;529,219;-20,161937;-44,341170;529,276;-20,161721;-44,341674
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;529,277;-20,161721;-44,341674;529,450;-20,161581;-44,343286
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;529,451;-20,161581;-44,343286;529,745;-20,162222;-44,346024
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;529,746;-20,162222;-44,346024;529,905;-20,162273;-44,347538
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;529,906;-20,162273;-44,347538;529,945;-20,162211;-44,347915
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;529,946;-20,162211;-44,347915;530,133;-20,162409;-44,349536
