concessionaria;ano_do_pnv_snv;rodovia_uf;tipo_pista;sentido;tipo_tracado;km_m_inicial;latitude_inicial;longitude_inicial;km_m_final;latitude_final;longitude_final
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;502,415;-24,779964;-48,203033;502,300;-24,779467;-48,201979
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;502,301;-24,779467;-48,201979;501,724;-24,779065;-48,196801
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;501,725;-24,779065;-48,196801;501,614;-24,779322;-48,195853
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;501,615;-24,779322;-48,195853;501,281;-24,780853;-48,192981
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;501,282;-24,780853;-48,192981;500,784;-24,783709;-48,189738
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;500,785;-24,783709;-48,189738;500,612;-24,784438;-48,188389
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;500,613;-24,784438;-48,188389;500,508;-24,784760;-48,187257
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;500,509;-24,784760;-48,187257;500,361;-24,785507;-48,186170
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;500,362;-24,785507;-48,186170;500,144;-24,787129;-48,184918
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;500,145;-24,787129;-48,184918;499,741;-24,788471;-48,181915
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;499,742;-24,788471;-48,181915;499,628;-24,788440;-48,180730
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;499,629;-24,788440;-48,180730;499,169;-24,786795;-48,176670
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;499,170;-24,786795;-48,176670;498,782;-24,784675;-48,174296
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;498,783;-24,784675;-48,174296;498,518;-24,782944;-48,172571
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;498,519;-24,782944;-48,172571;498,381;-24,781817;-48,171954
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;498,382;-24,781817;-48,171954;498,158;-24,779945;-48,171237
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;498,159;-24,779945;-48,171237;497,658;-24,774654;-48,170813
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;497,629;-24,774293;-48,170803;497,239;-24,770878;-48,170485
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;497,240;-24,770878;-48,170485;496,775;-24,767386;-48,168876
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;496,776;-24,767386;-48,168876;496,545;-24,765764;-48,167306
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;496,546;-24,765764;-48,167306;496,162;-24,762715;-48,165691
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;496,163;-24,762715;-48,165691;496,007;-24,761295;-48,165406
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;496,008;-24,761295;-48,165406;495,665;-24,758670;-48,164190
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;495,666;-24,758670;-48,164190;495,270;-24,755836;-48,162077
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;495,271;-24,755836;-48,162077;494,918;-24,753852;-48,159706
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;494,919;-24,753852;-48,159706;494,051;-24,750116;-48,152259
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;494,052;-24,750116;-48,152259;493,734;-24,748453;-48,150067
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;493,735;-24,748453;-48,150067;493,553;-24,747185;-48,148955
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;493,554;-24,747185;-48,148955;493,235;-24,745410;-48,146498
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;493,236;-24,745410;-48,146498;492,671;-24,743389;-48,141698
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;492,672;-24,743389;-48,141698;492,303;-24,742824;-48,138042
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;492,304;-24,742824;-48,138042;491,931;-24,743096;-48,134873
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;491,932;-24,743096;-48,134873;491,668;-24,742856;-48,132139
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;491,669;-24,742856;-48,132139;491,078;-24,741348;-48,126652
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;491,079;-24,741348;-48,126652;490,693;-24,739688;-48,123787
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;490,694;-24,739688;-48,123787;490,509;-24,738358;-48,122451
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;490,510;-24,738358;-48,122451;490,216;-24,736788;-48,120297
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;490,217;-24,736788;-48,120297;489,386;-24,733117;-48,113397
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;489,311;-24,732859;-48,112876;489,212;-24,732466;-48,111987
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;489,124;-24,732046;-48,111113;488,733;-24,730428;-48,108070
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;488,734;-24,730428;-48,108070;488,445;-24,730084;-48,105211
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;488,446;-24,730084;-48,105211;488,077;-24,730883;-48,101764
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;488,078;-24,730883;-48,101764;487,434;-24,729976;-48,096110
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;487,435;-24,729976;-48,096110;485,912;-24,722621;-48,084149
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;485,913;-24,722621;-48,084149;485,449;-24,721471;-48,079627
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;485,450;-24,721471;-48,079627;482,044;-24,722878;-48,047026
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;482,045;-24,722878;-48,047026;481,540;-24,721602;-48,042803
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;481,541;-24,721602;-48,042803;480,855;-24,717917;-48,037781
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;480,611;-24,716773;-48,035776;478,749;-24,709914;-48,019510
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;478,750;-24,709914;-48,019510;478,559;-24,709066;-48,017998
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;478,560;-24,709066;-48,017998;477,697;-24,704427;-48,011582
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;477,696;-24,704427;-48,011582;475,838;-24,694394;-47,997673
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;475,695;-24,693536;-47,996661;473,455;-24,679358;-47,981890
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;473,456;-24,679358;-47,981890;473,116;-24,676721;-47,980242
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;473,117;-24,676721;-47,980242;472,498;-24,671542;-47,978722
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;471,817;-24,666490;-47,975603;470,202;-24,656091;-47,964746
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;470,203;-24,656091;-47,964746;469,700;-24,654126;-47,960693
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;469,701;-24,654126;-47,960693;465,819;-24,648086;-47,924334
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;465,820;-24,648086;-47,924334;465,408;-24,646318;-47,920740
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;465,409;-24,646318;-47,920740;462,286;-24,626701;-47,899982
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;462,282;-24,626701;-47,899982;459,461;-24,608966;-47,881372
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;459,462;-24,608966;-47,881372;459,324;-24,607996;-47,880489
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;459,325;-24,607996;-47,880489;458,718;-24,603940;-47,877290
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;458,719;-24,603940;-47,877290;457,857;-24,596883;-47,876703
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;457,858;-24,596883;-47,876703;456,383;-24,585283;-47,883392
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;455,040;-24,573985;-47,882621;454,489;-24,570008;-47,879601
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;454,490;-24,570008;-47,879601;454,109;-24,567869;-47,876733
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;454,110;-24,567869;-47,876733;453,618;-24,566181;-47,872807
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;452,672;-24,560252;-47,867042;450,196;-24,539452;-47,859894
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;450,196;-24,539452;-47,859894;446,837;-24,511642;-47,850271
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;446,831;-24,511642;-47,850271;446,511;-24,508886;-47,849329
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;446,503;-24,508714;-47,849270;445,919;-24,503952;-47,847612
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;445,920;-24,503952;-47,847612;445,589;-24,501354;-47,845885
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;445,590;-24,501354;-47,845885;444,404;-24,493927;-47,838063
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;444,405;-24,493927;-47,838063;444,124;-24,491818;-47,836572
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;444,125;-24,491818;-47,836572;443,174;-24,484263;-47,833054
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;442,921;-24,482441;-47,831998;440,827;-24,467007;-47,821104
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;440,824;-24,467007;-47,821104;439,134;-24,454487;-47,812314
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;438,847;-24,452593;-47,810657;434,228;-24,423873;-47,779350
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;434,229;-24,423873;-47,779350;433,813;-24,422109;-47,776279
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;433,814;-24,422109;-47,776279;432,766;-24,419011;-47,766761
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;432,518;-24,418055;-47,764643;431,130;-24,411514;-47,753445
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;431,130;-24,411417;-47,753279;429,611;-24,404450;-47,741374
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;429,612;-24,404450;-47,741374;429,440;-24,403456;-47,739975
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;429,441;-24,403456;-47,739975;428,855;-24,400072;-47,735984
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;428,856;-24,400072;-47,735984;428,629;-24,399045;-47,733939
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;428,630;-24,399045;-47,733939;428,431;-24,398763;-47,732193
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;428,432;-24,398763;-47,732193;428,222;-24,397911;-47,730260
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;428,223;-24,397911;-47,730260;427,432;-24,393612;-47,724674
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;427,433;-24,393612;-47,724674;427,169;-24,391474;-47,723315
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;427,170;-24,391474;-47,723315;427,054;-24,390592;-47,723111
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;427,055;-24,390592;-47,723111;426,564;-24,387787;-47,719909
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;426,565;-24,387787;-47,719909;426,409;-24,387652;-47,718538
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;426,410;-24,387652;-47,718538;425,847;-24,384298;-47,715158
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;425,848;-24,384298;-47,715158;425,668;-24,382676;-47,715082
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;425,669;-24,382676;-47,715082;425,331;-24,380181;-47,713693
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;425,332;-24,380181;-47,713693;424,743;-24,376907;-47,709347
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;424,744;-24,376907;-47,709347;424,441;-24,374756;-47,707603
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;424,442;-24,374756;-47,707603;424,222;-24,372944;-47,706717
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;424,223;-24,372944;-47,706717;423,865;-24,371149;-47,704292
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;423,866;-24,371149;-47,704292;423,517;-24,370440;-47,701034
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;423,113;-24,369215;-47,697337;422,921;-24,368550;-47,695898
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;422,922;-24,368550;-47,695898;422,560;-24,366350;-47,693359
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;422,561;-24,366350;-47,693359;422,345;-24,364636;-47,692265
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;422,153;-24,363322;-47,691227;421,386;-24,358205;-47,686293
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;421,387;-24,358205;-47,686293;420,950;-24,356423;-47,683047
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;420,951;-24,356423;-47,683047;420,092;-24,354609;-47,674811
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;420,093;-24,354609;-47,674811;419,675;-24,354720;-47,671047
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;419,676;-24,354720;-47,671047;419,282;-24,355836;-47,667300
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;419,283;-24,355836;-47,667300;418,711;-24,355265;-47,662350
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;418,712;-24,355265;-47,662350;417,374;-24,348816;-47,651628
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;417,375;-24,348816;-47,651628;417,109;-24,347015;-47,649726
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;417,110;-24,347015;-47,649726;415,321;-24,333710;-47,640844
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;415,322;-24,333710;-47,640844;415,067;-24,332439;-47,638774
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;415,068;-24,332439;-47,638774;413,230;-24,329717;-47,621702
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;413,231;-24,329717;-47,621702;412,794;-24,329809;-47,617682
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;412,795;-24,329809;-47,617682;410,416;-24,334737;-47,595608
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;410,417;-24,334737;-47,595608;410,012;-24,334423;-47,591754
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;410,013;-24,334423;-47,591754;408,850;-24,330241;-47,581940
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;408,498;-24,329204;-47,578589;407,888;-24,328121;-47,572921
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;407,884;-24,328121;-47,572921;403,944;-24,321206;-47,536198
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;403,490;-24,319464;-47,532124;403,181;-24,317820;-47,529777
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;402,865;-24,316547;-47,527295;400,790;-24,310033;-47,508982
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;400,791;-24,310033;-47,508982;400,623;-24,309623;-47,507271
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;400,624;-24,309623;-47,507271;400,403;-24,309358;-47,505124
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;400,404;-24,309358;-47,505124;400,152;-24,308753;-47,502862
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;400,153;-24,308753;-47,502862;399,825;-24,307565;-47,500132
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;399,826;-24,307565;-47,500132;399,520;-24,306958;-47,497277
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;399,521;-24,306958;-47,497277;399,412;-24,306951;-47,496293
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;399,413;-24,306951;-47,496293;399,015;-24,306079;-47,492514
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;399,016;-24,306079;-47,492514;398,325;-24,302891;-47,486995
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;398,326;-24,302891;-47,486995;398,039;-24,301180;-47,484988
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;398,040;-24,301180;-47,484988;397,293;-24,296015;-47,480804
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;397,294;-24,296015;-47,480804;396,651;-24,293045;-47,475861
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;396,652;-24,293045;-47,475861;395,891;-24,291654;-47,468884
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;395,692;-24,291127;-47,467003;394,817;-24,288188;-47,459251
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;394,494;-24,287481;-47,456208;393,772;-24,286870;-47,449484
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;393,661;-24,286704;-47,448317;392,653;-24,284874;-47,439045
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;392,654;-24,284874;-47,439045;392,440;-24,284194;-47,437016
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;392,441;-24,284194;-47,437016;391,629;-24,280761;-47,430160
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;391,630;-24,280761;-47,430160;391,270;-24,279969;-47,426956
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;391,271;-24,279969;-47,426956;391,045;-24,279835;-47,424598
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;391,046;-24,279835;-47,424598;390,787;-24,279345;-47,422474
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;390,788;-24,279345;-47,422474;387,085;-24,266025;-47,390111
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;386,789;-24,265193;-47,387644;386,100;-24,263439;-47,381229
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;386,101;-24,263439;-47,381229;385,491;-24,260229;-47,377219
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;385,492;-24,260229;-47,377219;385,460;-24,259900;-47,377058
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;385,461;-24,259900;-47,377058;385,337;-24,258868;-47,376704
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;385,338;-24,258868;-47,376704;385,022;-24,256065;-47,375941
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;384,600;-24,252868;-47,374301;383,950;-24,248450;-47,370732
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;383,772;-24,247223;-47,369573;383,063;-24,242692;-47,364494
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;381,924;-24,234156;-47,360428;381,728;-24,232352;-47,360383
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;381,729;-24,232352;-47,360383;381,353;-24,229355;-47,361521
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;381,354;-24,229355;-47,361521;381,020;-24,226993;-47,363657
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;381,021;-24,226993;-47,363657;380,722;-24,224787;-47,364675
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;380,723;-24,224787;-47,364675;380,357;-24,221558;-47,365065
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;380,358;-24,221558;-47,365065;380,012;-24,218639;-47,366024
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;380,013;-24,218639;-47,366024;378,868;-24,209824;-47,371150
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;378,869;-24,209824;-47,371150;377,345;-24,197993;-47,367547
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;377,346;-24,197993;-47,367547;376,610;-24,194772;-47,361944
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;376,611;-24,194772;-47,361944;376,104;-24,190798;-47,359809
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;376,105;-24,190798;-47,359809;375,895;-24,189140;-47,360047
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;375,896;-24,189140;-47,360047;375,166;-24,183529;-47,356919
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;375,167;-24,183529;-47,356919;374,687;-24,181518;-47,353129
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;374,688;-24,181518;-47,353129;374,528;-24,180667;-47,351860
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;374,529;-24,180667;-47,351860;371,309;-24,162085;-47,328836
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;371,310;-24,162085;-47,328836;370,969;-24,159906;-47,327132
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;370,970;-24,159906;-47,327132;370,541;-24,156277;-47,325431
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;370,542;-24,156277;-47,325431;369,709;-24,151803;-47,319515
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;369,710;-24,151803;-47,319515;368,470;-24,149324;-47,308140
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;368,239;-24,148597;-47,305921;367,781;-24,147021;-47,302101
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;367,782;-24,147021;-47,302101;367,759;-24,146995;-47,301906
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;367,760;-24,146995;-47,301906;367,712;-24,146952;-47,301516
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;367,713;-24,146952;-47,301516;367,608;-24,147039;-47,300349
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;367,609;-24,147039;-47,300349;367,555;-24,147128;-47,299968
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Curva;367,556;-24,147128;-47,299968;367,402;-24,147181;-47,298411
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Decrescente;Tangente;367,403;-24,147181;-47,298411;367,358;-24,147104;-47,298026
