concessionaria;ano_do_pnv_snv;rodovia;uf;km_m;municipio;tipo_pista;sentido;situacao;data_da_inativacao;latitude;longitude
VIA BAHIA;2003;BR-116;BA;818,020;Vitória da Conquista;Principal;Crescente;Ativo;;-14,824141;-40,819865
VIA BAHIA;2003;BR-116;BA;818,050;Vitória da Conquista;Principal;Decrescente;Ativo;;-14,824141;-40,819865
VIA BAHIA;2003;BR-116;BA;933,400;Encruzilhada;Principal;Decrescente;Ativo;;-15,700041;-41,333496
VIA COSTEIRA;2020;BR-101;SC;291,900;Imbituba;Principal;Decrescente;Ativo;;-28,295847;-48,713581
VIA COSTEIRA;2020;BR-101;SC;247,500;Paulo Lopes;Principal;Crescente;Ativo;;-27,922850;-48,656614
VIA COSTEIRA;2020;BR-101;SC;264,800;Paulo Lopes;Principal;Decrescente;Ativo;;-28,061456;-48,716681
VIA COSTEIRA;2020;BR-101;SC;280,585;Imbituba;Principal;Crescente;Ativo;;-28,199203;-48,697992
VIA COSTEIRA;2020;BR-101;SC;308,800;Laguna;Principal;Decrescente;Ativo;;-28,425225;-48,800714
VIA COSTEIRA;2020;BR-101;SC;336,000;Tubarão;Principal;Crescente;Ativo;;-28,480558;-49,034442
VIA COSTEIRA;2020;BR-101;SC;317,000;Pescaria Brava;Principal;Crescente;Ativo;;-28,428433;-48,867692
VIA COSTEIRA;2020;BR-101;SC;340,160;Tubarão;Principal;Crescente;Ativo;;-28,511658;-49,051194
VIA COSTEIRA;2020;BR-101;SC;375,620;Içara;Principal;Decrescente;Ativo;;-28,736572;-49,247819
VIA COSTEIRA;2020;BR-101;SC;422,000;Araranguá;Principal;Crescente;Ativo;;-29,010947;-49,573706
VIA COSTEIRA;2020;BR-101;SC;257,200;Paulo Lopes;Principal;Crescente;Ativo;;-28,001147;-48,693350
VIA MINEIRA;2012;BR-40;MG;550,600;Nova Lima;Principal;Decrescente;Ativo;;-20,053788;-43,970451
VIA MINEIRA;2012;BR-40;MG;711,800;Barbacena;Principal;Crescente;Ativo;;-21,250209;-43,670024
VIA MINEIRA;2012;BR-40;MG;759,329;Ewbank da Câmara;Principal;Decrescente;Ativo;;-21,560511;-43,499520
VIA SUL;2019;BR-290;RS;92,750;Porto Alegre;Principal;Crescente;Ativo;;-29,970565;-51,186178
VIA SUL;2019;BR-290;RS;86,750;Porto Alegre;Principal;Crescente;Ativo;;-29,967793;-51,124130
VIA SUL;2019;BR-290;RS;72,400;Gravataí;Principal;Decrescente;Ativo;;-29,953052;-50,979910
VIA SUL;2019;BR-290;RS;16,520;Santo Antônio da Patrulha;Principal;Crescente;Ativo;;-29,873524;-50,421941
VIA SUL;2019;BR-101;RS;74,050;Osório;Principal;Decrescente;Ativo;;-29,779722;-50,224061
VIA SUL;2019;BR-101;RS;63,800;Maquiné;Principal;Crescente;Ativo;;-29,701608;-50,176752
VIA SUL;2019;BR-386;RS;445,000;Canoas;Principal;Decrescente;Ativo;;-29,892907;-51,191660
VIA SUL;2019;BR-386;RS;438,000;Nova Santa Rita;Principal;Crescente;Ativo;;-29,864800;-51,252023
